TrPerDay
293150
241781
343835
397099
424930
339584
356638
372728
346021
355038
347867
334774
304905
264453
236197
272289
306329
314409
308066
242826
236491
217662
250250
266259
251804
238617
219006
192552
213856
230161
239721
208477
252658
237907
190991
172799
221606
245205
207813
177600
178980
176448
148022
185815
188463
197914
196034
185330
172164
160487
191795
194146
208499
182861
180881
153266
144116
192140
215529
190336
236865
193043
180012
154995
205925
208934
212990
190041
202325
149645
157387
185391
199359
193233
201231
188412
151581
164662
193649
193349
199414
180564
177474
159557
137767
187627
185580
181170
189708
184109
149422
134063
167297
203763
184073
181563
170037
156045
139931
174262
188420
180116
216680
213476
165180
170840
194444
204256
200601
215460
210806
191280
169140
227530
254115
217807
217399
212789
195098
183970
215758
198325
211036
228105
224717
196126
172808
204966
219767
204870
215521
207180
181435
159678
211460
208343
214157
190559
216567
167656
160007
201342
207174
222708
203045
198950
155996
143548
193107
205054
205065
206434
202024
175965
167361
205707
214417
207308
207478
197826
176165
178199
213841
216868
212861
212268
201405
156024
145697
194561
192925
199443
200476
202605
160094
160889
202384
189734
189286
195903
194781
177850
153590
206843
217454
202069
202644
200645
164824
158068
207113
215582
201461
207981
206501
175457
158428
213969
232988
233423
225209
226624
187115
167677
229267
259681
249153
230371
232611
181841
172571
231194
243605
238254
222822
232631
192734
171393
219182
236664
229538
224240
225039
192383
168701
217498
252798
246453
231588
235779
190027
160953
219846
219700
224556
217783
221959
194348
170639
228105
236946
235269
233840
238742
211475
184549
225108
239179
239752
252096
230467
204845
189692
222896
235581
234945
238745
222793
207977
183257
234638
243988
254975
256395
271895
219313
207316
232919
252831
244339
251370
249120
222999
202769
246715
240516
243421
248507
241427
211156
228053
248539
227930
248595
263133
242007
203670
189382
275179
253692
256046
262097
251863
226041
204973
258670
259442
249226
258309
252578
234417
215642
268437
287918
283544
287280
291068
247673
227812
296121
287736
296423
277000
283169
247306
252318
299069
273921
298467
291417
281542
261656
238152
269669
289178
256648
264840
273163
252098
241629
255439
262608
262385
245476
248405
242869
221638
241899
268288
256866
280647
256260
231396
237199
253492
255884
258758
266833
278920
263266
225514
296455
269737
303112
282961
280819
251411
249208
278345
259740
281299
302272
312629
265539
259993
262156
235962
271254
287236
283639
269800
251626
288395
317835
320862
322521
308786
289110
274001
328347
303723
300303
301831
301209
278163
298310
318014
293867
294826
305100
301308
291618
270053
314145
322943
326464
355463
336458
326778
296693
333283
355737
349536
348852
338765
312044
300988
306294
280415
351763
355387
293999
328388
333342
340732
350809
314477
297846
345853
332384
319415
336907
366540
346992
363582
358999
334093
355379
299053
287123
277059
284343
281355
242148
213311
295347
283494
289746
296296
297043
257862
229545
295868
300170
309969
299253
301074
243698
225854
331976
364359
382987
391430
372210
380885
381017
368830
399788
359695
355190
389330
358694
350775
371357
347007
396555
402838
370803
372747
337753
378518
360202
350624
383921
361327
316998
391655
343778
308701
408488
381814
382316
361068
370734
375722
343530
441503
453530
380286
355820
329928
379677
331258
392583
362259
322817
342883
335989
395645
365851
367770
376404
361101
356488
349370
382346
381806
394425
386371
375251
336725
378170
397362
388163
405680
380436
297332
332683
296803
298573
375258
372950
364241
350837
289353
303995
353238
342481
327817
364332
366800
328944
291005
325107
395833
393676
335503
340270
348876
379798
389742
362773
400275
361736
402208
359408
331488
335068
372538
397822
367259
384125
343940
317574
382571
360912
319958
324982
359022
304917
303598
349198
364104
326026
316180
295821
316890
290315
320014
318527
298021
332821
321962
285303
270298
336802
325404
365365
334055
351912
322044
298908
339439
371200
371099
337681
340779
296160
273829
303429
372396
360292
347665
329612
288858
272670
334003
330033
310246
321642
341802
302866
288509
320607
324830
340046
346632
354086
334953
286290
332210
371160
324786
354564
361557
313200
288675
316776
339095
335488
339179
304754
306079
269894
349588
344478
360495
347683
346684
327869
320534
291270
354861
344481
351959
308072
314603
288741
310563
331601
329630
327553
337092
327322
272002
329585
332900
313256
349568
347151
294307
286728
304339
343596
333942
335831
336781
309978
281701
356175
343605
342396
308759
329754
303667
259950
306072
309671
309036
300764
316005
284492
288923
310461
335848
310233
331260
312968
296263
305819
327923
301498
316825
346713
328596
280472
267646
306922
325344
320968
326268
303820
312497
264550
283453
319583
312699
316163
305221
285038
268274
318746
334127
332371
319278
311214
282784
278911
317143
321614
288287
310205
329664
291430
258490
330283
314990
318334
319319
332263
305218
282302
314060
283875
241663
302992
325404
291425
281595
326792
290113
252041
292076
323322
282469
288375
297978
347388
318775
322995
332612
303718
279004
299929
347123
328984
326746
324043
291102
282255
313119
311988
326536
337439
311975
283456
256882
285529
339926
340235
332740
329513
305035
292526
336374
307948
363312
322063
333458
315665
319127
