BlkSize
1037654
1043200
1041680
1064936
1066160
1069002
1053001
1048723
1050963
1057310
1054956
1057949
1053732
1014499
1050907
1059251
1050755
1061349
1051139
1047523
1116916
1071050
1078088
1069566
1074956
1105547
1044745
1032040
1025466
1012350
996176
1051847
1053140
1022506
995891
988244
1106470
1067332
1070469
1049296
1076082
1033401
1002464
1042310
1037702
1015979
1062490
989433
966532
973776
1011015
1008594
988705
918127
1005774
1014177
699013
1012542
1009827
1058861
1070326
859638
977348
1001249
1017820
1018661
1026472
1017122
1026402
1016833
1011055
931086
902700
753239
751658
690361
505991
696159
683404
790160
689349
774840
824847
603132
583194
710986
763153
726814
671348
627189
670956
452283
561178
691802
717797
643346
815549
541365
442152
734221
680501
629347
842492
711265
817580
847183
946672
735669
672658
635094
835096
744424
554600
762481
970912
1062137
885745
956030
817050
631320
751844
673782
869631
883674
975988
703962
767873
865620
924526
721322
754205
1072544
625552
580283
879085
771175
619517
877620
835033
563281
574532
740171
712320
741021
713274
632232
480069
450204
730313
820264
628768
700890
710960
626342
796502
1053916
848463
992415
1082316
869963
646598
753631
793455
1063113
907442
752277
785130
464916
493966
642536
932943
1074776
610253
789367
525368
492698
932560
1071069
1089062
690595
747647
975742
690056
1017750
1113473
915858
791188
682980
521839
609901
1063791
971337
1033117
1154370
1118409
1151760
753377
967369
904621
1044845
715650
819078
719471
452567
903410
917118
950977
774012
894429
732988
548991
914438
965036
983721
786495
841942
580276
580368
1056717
1017125
793226
810651
792975
606948
594230
895555
1030744
789528
766616
831162
589781
599147
833750
786610
755554
772460
827815
754833
562838
714495
893403
879796
823481
815922
763356
644199
851842
984015
990600
880257
891570
709052
617594
918094
919239
713591
837780
1062391
766246
640532
886530
940334
815944
818866
1009386
715676
674971
794069
773487
894936
887770
835735
709310
610653
877515
992682
840672
812215
975966
887723
861796
964662
938339
912130
923067
1140589
840777
952193
962407
1056776
1033591
1022624
1016188
879081
799788
934273
945705
1132467
1044193
1052879
910593
818884
989435
946230
905881
997555
1111247
877537
1040038
1043646
1080054
1147886
1172861
1127910
942631
890820
1064008
1105642
1103784
1195210
1149077
908811
948878
1110677
1212275
1212794
1217283
1119518
986502
1017393
1181035
1056039
1133828
1200095
1210097
1066136
1000707
1109402
1078303
1039025
1093893
1225577
967856
949850
1123949
1092748
1135168
1075022
1066195
939043
1021781
979978
1093074
1084090
1137424
1039893
808195
736205
944734
810330
887603
891798
937671
975095
748411
895100
807949
941637
961764
959606
825104
804606
1000325
860260
889669
957424
987831
912495
848057
960556
1073234
1094643
1112435
1020745
947468
814794
952690
1051808
1034468
899331
1018828
984097
865455
1047887
993423
1094232
1016665
1014811
988795
933607
1012660
1047750
1050061
945157
979111
935321
909090
1103612
1291268
1145425
1115880
1103739
985371
896296
1083544
1067214
1186100
1171309
1073904
1004807
1032026
1118988
1098574
1117232
1129264
1057866
1148136
1004281
1110003
1022729
1243869
1006049
982530
890179
793747
1094469
1007992
1168085
1030579
984824
776669
758423
932980
899083
1003467
1037354
948881
816740
768429
1067198
1209040
1198179
1222350
1228306
1206040
1172582
1209664
1213105
1247491
1216050
1236238
1212109
1139769
1218687
1251906
1211895
1202380
1169742
1123304
1201664
1230027
1248015
1226432
1213771
1212085
1248928
1131785
1150476
1254817
1235078
1219699
1253936
1173962
948077
1230269
1297198
1124852
1100396
1231150
1185066
1204502
1219294
1263077
1245855
1258970
1262413
1235499
1234154
1204984
1228836
1239438
1245664
1259848
1241369
1125346
1179076
1259103
1199547
1226882
1253171
1164100
1012608
1191136
1263450
1214471
1227438
1288572
1242830
1198346
1259277
1256754
1239146
1159620
1186138
1122379
933771
1163098
1258463
1261235
1258132
1293516
1232529
1171757
1236276
1237776
1143453
1263928
1267088
1209422
1166106
1227717
1249143
1237660
1233416
1254241
1145136
1004979
1268354
1237627
1179560
1127847
1045223
879696
971708
1070725
1154047
1273684
1255852
1230175
1038786
955649
1135304
1107039
1150721
1261918
1257530
1025579
917384
1002717
1089125
1125501
1123068
953410
861699
696595
971684
1160228
1018003
1146934
1034768
834505
828023
1193625
1138648
1143267
1236138
1153973
887532
794488
1066339
1188183
1135085
1044296
1059870
988955
940091
951270
1073723
1198914
1231882
1094495
971724
799773
1183557
1156464
1034432
991683
1015444
858398
899613
1059030
1088029
1182228
1024470
1080550
923670
707468
1097069
957618
940678
992975
1077857
897145
856075
1068470
1145168
1065172
1107903
1058857
861430
859307
1262568
1166427
1090989
960253
1123976
875318
905440
1156870
1097523
1012425
1040120
1087330
888099
802103
1004331
965927
1030179
979193
1019470
951277
847337
1049946
1004633
1115183
1097156
932698
985946
820008
1024847
963015
969922
1100109
1193900
1213659
1113740
1201345
1158038
1079591
1103660
1241328
988318
953033
1185540
1133720
1252094
1199669
1168677
1049142
831483
1011303
1039759
1137201
974566
1132785
1167599
1110253
1020597
1135648
1024551
1227326
1226721
852382
868644
1093074
1253251
1163491
890821
1057693
1072636
850375
1036220
953253
921383
1041902
1057013
848497
838523
1109526
1107918
1171084
1094629
1008639
895982
1139932
1027379
1311909
1149463
1008730
962691
739912
743968
1067673
1084137
881104
851974
1032072
868414
795477
952849
966596
646327
1002565
924915
781904
793049
1128336
952805
1077316
1041614
1121172
830477
812316
1009770
1221767
1058586
976939
969140
972764
862469
996510
1005384
1037980
1062044
1028438
858877
794333
1092972
1198123
996600
1011448
1091820
992690
987303
1207768
1193755
1069411
1156802
1278370
1107861
959292
