training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.57,0.75,1.0,0.15,0.23,0.8,and(or(and($TransactionPerDay_bin7 !$TransactionPerDay_bin8) $TransactionFee_bin0) !$MempoolCount_bin7 !$TransactionPerDay_bin4) 
0.57,0.75,1.0,0.15,0.23,0.8,and(or(and($TransactionPerDay_bin7 !$TransactionPerDay_bin8) $TransactionFee_bin0) !$MempoolSize_bin7 !$TransactionPerDay_bin4) 
0.57,0.75,1.0,0.23,0.3,0.86,or(and(!$MempoolCount_bin7 !$TransactionPerDay_bin4 $TransactionFee_bin0) and($TransactionPerDay_bin7 !$TransactionPerDay_bin8)) 
0.57,0.75,1.0,0.23,0.3,0.86,or(and(!$MempoolSize_bin7 !$TransactionPerDay_bin4 $TransactionFee_bin0) and($TransactionPerDay_bin7 !$TransactionPerDay_bin8)) 
0.57,0.75,1.0,0.23,0.3,0.86,and(or(and(!$MempoolCount_bin7 $TransactionFee_bin0) and($TransactionPerDay_bin7 !$TransactionPerDay_bin8)) !$TransactionPerDay_bin4) 
0.57,0.75,1.0,0.23,0.3,0.86,and(or(and(!$MempoolSize_bin7 $TransactionFee_bin0) and($TransactionPerDay_bin7 !$TransactionPerDay_bin8)) !$TransactionPerDay_bin4) 
0.57,0.75,1.0,0.15,0.23,0.8,and(or(and(!$TransactionPerDay_bin4 $TransactionFee_bin0) and($TransactionPerDay_bin7 !$TransactionPerDay_bin8)) !$MempoolCount_bin7) 
0.57,0.75,1.0,0.15,0.23,0.8,and(or(and(!$TransactionPerDay_bin4 $TransactionFee_bin0) and($TransactionPerDay_bin7 !$TransactionPerDay_bin8)) !$MempoolSize_bin7) 
0.57,0.75,1.0,0.15,0.23,0.8,and(or(and($TransactionPerDay_bin7 !$TransactionPerDay_bin8) $TransactionFee_bin0) !$MempoolCount_bin7 !$MempoolSize_bin7 !$TransactionPerDay_bin4) 
0.57,0.75,1.0,0.23,0.3,0.86,or(and(!$MempoolCount_bin7 !$MempoolSize_bin7 !$TransactionPerDay_bin4 $TransactionFee_bin0) and($TransactionPerDay_bin7 !$TransactionPerDay_bin8)) 
