training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.45,0.61,0.83,0.05,0.1,0.14,and(or($MinningDifficulty_bin9 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin2) !$MinningDifficulty_bin2) 
0.45,0.61,0.83,0.05,0.1,0.14,or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin2) !$MinningDifficulty_bin2) $MinningDifficulty_bin9) 
0.4,0.58,0.81,0.0,0.27,-1.0,and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin2) !$MinningDifficulty_bin2) 
0.41,0.58,0.8,0.0,0.27,-1.0,or(and(!$MinningDifficulty_bin2 $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin2) 
0.42,0.62,0.9,0.05,0.1,0.14,or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin2) !$BlockSize_bin2 !$MinningDifficulty_bin2) $MinningDifficulty_bin9) 
0.42,0.62,0.9,0.05,0.1,0.14,and(or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin2) !$MinningDifficulty_bin2) $MinningDifficulty_bin9) !$BlockSize_bin2) 
0.46,0.61,0.82,0.32,0.4,0.7,and(or($HashRate_bin8 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin2) !$MinningDifficulty_bin2) 
0.46,0.61,0.82,0.05,0.1,0.14,or(and(!$MinningDifficulty_bin2 $TransactionVolume_USD_bin1) $MinningDifficulty_bin9 $TransactionVolume_USD_bin2) 
0.46,0.61,0.82,0.05,0.1,0.14,or(and(or($MinningDifficulty_bin9 $TransactionVolume_USD_bin1) !$MinningDifficulty_bin2) $TransactionVolume_USD_bin2) 
0.41,0.58,0.81,0.0,0.27,-1.0,and(or(!$MinningDifficulty_bin2 $TransactionPerDay_bin2) or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin2)) 
