training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.45,0.63,0.74,0.5,0.47,0.44,and(or(!$MarketCap_bin1 !$MinningDifficulty_bin6) or($MempoolCount_bin5 $TransactionFee_bin0) !$MarketCap_bin2 !$HashRate_bin8) 
0.42,0.62,0.74,0.5,0.5,0.47,and(or(!$MarketCap_bin1 !$MinningDifficulty_bin6) or($TransactionPerDay_bin5 $TransactionFee_bin0) !$MarketCap_bin2 !$HashRate_bin8) 
0.42,0.62,0.74,0.5,0.5,0.47,and(or(!$MarketCap_bin1 !$MinningDifficulty_bin6) or($TransactionPerDay_bin5 !$TransactionFee_bin1) !$MarketCap_bin2 !$HashRate_bin8) 
0.47,0.64,0.75,0.5,0.47,0.44,and(or(!$MarketCap_bin1 !$MinningDifficulty_bin6) or($MempoolCount_bin5 $TransactionPerDay_bin5 $TransactionFee_bin0) !$MarketCap_bin2 !$HashRate_bin8) 
0.47,0.64,0.75,0.5,0.47,0.44,and(or(!$MarketCap_bin1 !$MinningDifficulty_bin6) or($MempoolSize_bin5 $TransactionPerDay_bin5 $TransactionFee_bin0) !$MarketCap_bin2 !$HashRate_bin8) 
0.44,0.63,0.75,0.5,0.47,0.44,and(or(and(!$GoldPrice_bin2 $MempoolCount_bin5) $TransactionFee_bin0) or(!$MarketCap_bin1 !$MinningDifficulty_bin6) !$MarketCap_bin2 !$HashRate_bin8) 
0.42,0.6,0.68,0.79,0.47,0.46,and(or(!$MarketCap_bin1 !$MinningDifficulty_bin6) !$MarketCap_bin2 $TransactionFee_bin0) 
0.43,0.62,0.74,0.5,0.5,0.47,and(or(!$MarketCap_bin1 $HashRate_bin4 !$MinningDifficulty_bin6) or($TransactionPerDay_bin5 $TransactionFee_bin0) !$MarketCap_bin2 !$HashRate_bin8) 
0.43,0.62,0.74,0.5,0.5,0.47,and(or(!$MarketCap_bin1 $MempoolCount_bin5 !$MinningDifficulty_bin6) or($TransactionPerDay_bin5 $TransactionFee_bin0) !$MarketCap_bin2 !$HashRate_bin8) 
0.43,0.62,0.74,0.5,0.5,0.47,and(or(!$MarketCap_bin1 $MempoolSize_bin5 !$MinningDifficulty_bin6) or($TransactionPerDay_bin5 $TransactionFee_bin0) !$MarketCap_bin2 !$HashRate_bin8) 
