,Date,Price,MarketCap,BlockSize,GoldPrice,GTrends,HashRate,MempoolCount,MempoolSize,MinningDifficulty,TransactionPerDay,TransactionFee,TransactionVolume_USD
150,2016-11-11,716.41,11442241390,788722,1269.1,25,2126416.01,1922114.5,1922114.5,254620000000,266076,82.29,63119700
151,2016-11-12,705.05,11262273136,763428,1271.7,26,2063129.82,1931859.0,1931859.0,254620000000,258788,72.74,64622500
152,2016-11-13,702.03,11215181107,717824,1271.7,25,2126416.01,3990637.25,3990637.25,254620000000,232027,65.89,80318096
153,2016-11-14,705.02,11271073434,763837,1271.7,26,1809985.05,2890299.0,2890299.0,254620000000,214112,63.15,62993000
154,2016-11-15,711.62,11377924616,797724,1275.7,25,2177044.96,4349847.5,4349847.5,254620000000,273779,79.42,72038496
155,2016-11-16,744.2,11900441939,851167,1275.1,28,1974529.15,2678007.0,2678007.0,254620000000,280069,81.45,141294000
156,2016-11-17,740.98,11850398479,794715,1268.6,30,2177044.96,2978346.5,2978346.5,254620000000,292210,79.74,108579000
157,2016-11-18,751.59,12021432968,898420,1261.2,27,2012500.86,3123499.5,3123499.5,254620000000,274468,89.03,87363104
158,2016-11-19,751.62,12023262925,930712,1261.6,28,2073243.13,3284789.0,3284789.0,281801000000,275106,83.54,110608000
159,2016-11-20,731.03,11695081878,847582,1261.6,29,1989192.73,3218911.5,3218911.5,281801000000,251094,72.14,154116000
160,2016-11-21,739.25,11827902946,910103,1261.6,24,1807083.54,13189186.25,13189186.25,281801000000,245387,73.7,60802400
161,2016-11-22,751.35,12022735372,922480,1262.8,29,1961175.94,35570809.0,35570809.0,281801000000,285594,95.49,129906000
162,2016-11-23,744.59,11916054235,958831,1241.7,27,1877125.54,43193593.0,43193593.0,281801000000,284594,101.52,76543800
163,2016-11-24,740.29,11848658575,951133,1185.55,27,2059234.73,38839218.0,38839218.0,281801000000,270902,108.95,85919296
164,2016-11-25,741.65,11871816579,951721,1230.3,24,2297377.53,25986362.0,25986362.0,281801000000,334927,137.18,67807600
165,2016-11-26,735.38,11772895899,942793,1243.4,23,2129276.73,16917300.0,16917300.0,281801000000,315082,138.07,54962700
166,2016-11-27,732.03,11720648987,936386,1243.4,25,2157293.53,4106622.0,4106622.0,281801000000,272138,102.63,52601800
167,2016-11-28,735.81,11782628755,830629,1243.4,30,2017209.53,10022656.5,10022656.5,281801000000,244106,81.15,61888600
168,2016-11-29,735.6,11780661280,907666,1240.3,26,2297377.53,4307446.5,4307446.5,281801000000,296853,109.57,68511104
169,2016-11-30,745.69,11943536630,907780,1223.2,28,2115268.33,7341956.75,7341956.75,281801000000,289509,102.53,84070800
170,2016-12-01,756.77,12122431239,912239,1218.5,31,1989192.73,18831865.0,18831865.0,281801000000,292197,99.56,80461904
171,2016-12-02,777.94,12462935160,899527,1227.2,31,2045226.33,26215435.0,26215435.0,281801000000,234648,102.7,127605000
172,2016-12-03,771.16,12355811709,970674,1226.5,28,2052749.31,4296461.0,4296461.0,286766000000,320404,121.34,69547296
173,2016-12-04,773.87,12400766376,882210,1226.5,30,2451895.01,6128638.0,6128638.0,286766000000,287426,101.13,60557900
174,2016-12-05,758.7,12159115875,854387,1226.5,30,2109770.13,4933889.0,4933889.0,286766000000,245346,92.63,106363000
175,2016-12-06,764.22,12249086971,889230,1219.8,32,2166790.94,14607138.0,14607138.0,286766000000,278951,106.12,116218000
176,2016-12-07,768.13,12313376414,961044,1231.4,32,2138280.53,3048292.5,3048292.5,286766000000,321864,119.47,96426096
177,2016-12-08,770.81,12357837893,879948,1227.2,31,2494660.62,3611402.75,3611402.75,286766000000,308390,107.75,80111904
178,2016-12-09,772.79,12390863077,856546,1216.8,27,2238066.96,9195251.5,9195251.5,286766000000,285229,96.23,68705296
179,2016-12-10,774.65,12421967470,928314,1221.1,31,1924452.48,9045854.0,9045854.0,286766000000,265777,96.3,53843100
180,2016-12-11,769.73,12344888048,888023,1221.1,26,1881686.87,3989754.0,3989754.0,286766000000,246433,86.84,57313400
181,2016-12-12,780.09,12512497969,676731,1221.1,30,2223811.75,6984413.5,6984413.5,286766000000,227950,93.12,76571000
182,2016-12-13,780.56,12521776922,816436,1214.4,32,2223811.75,4409874.0,4409874.0,286766000000,272420,93.12,81645600
183,2016-12-14,781.48,12534369129,820543,1219.1,31,2537426.23,6930231.0,6930231.0,286766000000,294932,97.65,75979000
184,2016-12-15,778.09,12484761985,904416,1190.8,27,1981473.29,10293412.0,10293412.0,286766000000,287773,94.82,81580096
185,2016-12-16,784.91,12595490539,949927,1198.6,27,1958064.63,16556213.0,16556213.0,310154000000,281809,100.43,83608200
186,2016-12-17,790.83,12691945028,971867,1203.6,27,2050571.62,9325743.5,9325743.5,310154000000,279405,97.57,78989800
187,2016-12-18,790.53,12688510068,817036,1203.6,25,2235585.61,11543178.0,11543178.0,310154000000,236048,81.66,60524400
188,2016-12-19,792.71,12725090633,861413,1203.6,30,2173914.28,6644433.5,6644433.5,310154000000,237815,80.81,74886400
189,2016-12-20,800.88,12857473134,914759,1194.7,29,2343510.43,12319035.5,12319035.5,310154000000,284845,104.7,99629296
190,2016-12-21,834.28,13395445163,970391,1194.2,42,2127660.78,13380525.5,13380525.5,310154000000,294779,101.92,155576000
191,2016-12-22,864.54,13882988216,963969,1191.5,50,2451435.25,7488816.0,7488816.0,310154000000,322897,114.92,200027008
192,2016-12-23,921.98,14807189352,918529,1194.5,58,2451435.25,7523823.5,7523823.5,310154000000,316659,106.17,275564000
193,2016-12-24,898.82,14436754927,889235,1135.0,46,2343510.43,11936855.0,11936855.0,310154000000,302853,100.48,137727008
194,2016-12-25,896.18,14396194094,852947,1135.0,45,2112242.95,2601657.5,2601657.5,310154000000,239727,83.58,143664992
195,2016-12-26,907.61,14581389977,639416,1134.55,42,2574777.9,2437846.0,2437846.0,310154000000,196917,62.62,123771000
196,2016-12-27,933.2,14994286713,867973,1199.6,49,2189332.11,3483145.5,3483145.5,310154000000,249310,87.97,167308000
197,2016-12-28,975.92,15682769405,876651,1201.7,54,2405181.75,4864990.5,4864990.5,310154000000,294254,99.53,236630000
198,2016-12-29,973.5,15645617392,868481,1218.9,54,2589949.67,5011196.0,5011196.0,317688000000,306161,104.35,199320000
199,2016-12-30,961.24,15450507055,940410,1212.2,49,2368856.4,5094154.5,5094154.5,317688000000,305871,107.23,187474000
200,2016-12-31,963.74,15492554222,868063,1151.05,43,2479403.03,4391275.5,4391275.5,317688000000,285649,100.31,99135104
201,2017-01-01,998.33,16050407461,799230,1151.05,40,2337271.65,2218670.5,2218670.5,317688000000,246392,82.32,147775008
202,2017-01-02,1021.75,16429024775,706647,1151.05,78,2463610.66,9127163.0,9127163.0,317688000000,178210,65.07,222184992
203,2017-01-03,1043.84,16786368910,933768,1222.4,70,2526780.16,5086638.25,5086638.25,317688000000,289864,113.9,185168000
