training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.44,0.63,0.92,0.3,0.5,0.86,and(or($MinningDifficulty_bin3 !$TransactionFee_bin0) !$MempoolCount_bin9 !$MinningDifficulty_bin4 !$MinningDifficulty_bin8) 
0.46,0.63,0.89,0.8,0.67,0.73,and(or($MinningDifficulty_bin3 !$TransactionFee_bin0) !$MempoolCount_bin9 !$MinningDifficulty_bin4) 
0.46,0.63,0.89,0.8,0.67,0.73,or(and(!$MempoolCount_bin9 !$MinningDifficulty_bin4 !$TransactionFee_bin0) $MinningDifficulty_bin3) 
0.44,0.63,0.94,0.4,0.5,0.73,and(or($MinningDifficulty_bin3 !$TransactionFee_bin0) !$GTrends_bin2 !$MempoolCount_bin9 !$MinningDifficulty_bin4) 
0.53,0.66,0.88,0.4,0.5,0.73,and(or($MinningDifficulty_bin3 !$TransactionFee_bin0) !$GTrends_bin2 !$MempoolCount_bin9) 
0.53,0.66,0.88,0.4,0.5,0.73,and(or($MinningDifficulty_bin3 !$TransactionFee_bin0) !$GTrends_bin2 !$MempoolSize_bin9) 
0.53,0.66,0.88,0.4,0.5,0.73,or(and(!$GTrends_bin2 !$MempoolSize_bin9 !$TransactionFee_bin0) $MinningDifficulty_bin3) 
0.47,0.64,0.89,0.8,0.67,0.73,or(and(or($GTrends_bin3 !$MinningDifficulty_bin4) !$MempoolCount_bin9 !$TransactionFee_bin0) $MinningDifficulty_bin3) 
0.46,0.63,0.89,0.8,0.67,0.73,and(or($MempoolSize_bin9 $MinningDifficulty_bin3 !$TransactionFee_bin0) !$MempoolCount_bin9 !$MinningDifficulty_bin4) 
0.46,0.63,0.89,0.8,0.67,0.73,and(or($MinningDifficulty_bin3 $TransactionPerDay_bin7 !$TransactionFee_bin0) !$MempoolCount_bin9 !$MinningDifficulty_bin4) 
