training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.5,0.71,1.0,0.25,0.3,0.67,or(and(!$TransactionFee_bin5 $TransactionVolume_USD_bin3) $TransactionFee_bin0) 
0.5,0.71,1.0,0.25,0.3,0.67,or(and(!$TransactionFee_bin5 !$TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) $TransactionFee_bin0) 
0.5,0.71,1.0,0.25,0.3,0.67,or(and(or($TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$TransactionFee_bin5) $TransactionFee_bin0) 
0.5,0.71,1.0,0.25,0.3,0.67,or(and(or(!$TransactionVolume_USD_bin1 $TransactionVolume_USD_bin2) or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$TransactionFee_bin5) $TransactionFee_bin0) 
0.64,0.75,0.9,0.46,0.47,0.79,and(or($TransactionFee_bin0 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$TransactionPerDay_bin7) 
0.64,0.75,0.9,0.38,0.37,0.69,and(or($TransactionFee_bin0 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$TransactionFee_bin5) 
0.64,0.75,0.9,0.46,0.47,0.79,or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$TransactionPerDay_bin7) $TransactionFee_bin0) 
0.64,0.75,0.9,0.38,0.37,0.69,or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$TransactionFee_bin5) $TransactionFee_bin0) 
0.64,0.75,0.9,0.33,0.37,0.73,or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$TransactionPerDay_bin7 !$TransactionFee_bin5) $TransactionFee_bin0) 
0.64,0.75,0.9,0.33,0.33,0.67,or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$TransactionPerDay_bin8 !$TransactionFee_bin5) $TransactionFee_bin0) 
