training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.46,0.66,0.78,0.18,0.43,0.5,and(or(and(or($MinningDifficulty_bin6 $TransactionVolume_USD_bin6) !$GTrends_bin0) $GTrends_bin4) !$GoldPrice_bin2) 
0.48,0.66,0.75,0.18,0.43,0.5,and(or($GTrends_bin4 $MinningDifficulty_bin6 $TransactionVolume_USD_bin6) !$GoldPrice_bin2) 
0.48,0.66,0.75,0.18,0.43,0.5,and(or(and(or($MinningDifficulty_bin6 $TransactionVolume_USD_bin6) !$MinningDifficulty_bin5) $GTrends_bin4) !$GoldPrice_bin2) 
0.49,0.66,0.74,0.18,0.43,0.5,or(and(or($MinningDifficulty_bin6 $TransactionVolume_USD_bin6) !$GoldPrice_bin2 !$MinningDifficulty_bin5) $GTrends_bin4) 
0.46,0.65,0.75,0.18,0.43,0.5,and(or(and(or($GoldPrice_bin3 !$GTrends_bin0) or($MinningDifficulty_bin6 $TransactionVolume_USD_bin6)) $GTrends_bin4) !$GoldPrice_bin2) 
0.46,0.66,0.78,0.18,0.43,0.5,and(or(and(or(and($GoldPrice_bin3 $HashRate_bin6) !$GTrends_bin0) or($MinningDifficulty_bin6 $TransactionVolume_USD_bin6)) $GTrends_bin4) !$GoldPrice_bin2) 
0.52,0.64,0.69,0.18,0.43,0.5,or($GTrends_bin4 $MinningDifficulty_bin6 $TransactionVolume_USD_bin6) 
0.55,0.68,0.75,0.18,0.43,0.5,and(or(and(!$MarketCap_bin2 $GoldPrice_bin3) $GTrends_bin4 $MinningDifficulty_bin6 $TransactionVolume_USD_bin6) !$GoldPrice_bin2) 
0.48,0.66,0.75,0.18,0.43,0.5,and(or(and(or($GTrends_bin4 $MinningDifficulty_bin6 $TransactionVolume_USD_bin6) !$MinningDifficulty_bin5) $GTrends_bin4) !$GoldPrice_bin2) 
0.51,0.67,0.76,0.18,0.43,0.5,or(and(or($GTrends_bin4 $MinningDifficulty_bin6 $TransactionVolume_USD_bin6) !$GoldPrice_bin2) and($HashRate_bin6 $MinningDifficulty_bin5 $TransactionVolume_USD_bin3)) 
