training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.4,0.56,1.0,0.29,0.5,0.63,and(or($TransactionVolume_USD_bin0 $TransactionVolume_USD_bin6) !$GTrends_bin2) 
0.4,0.56,1.0,0.29,0.47,0.56,and(or($TransactionVolume_USD_bin0 $TransactionVolume_USD_bin6) !$HashRate_bin1) 
0.4,0.56,1.0,0.24,0.43,0.5,and(or($TransactionVolume_USD_bin0 $TransactionVolume_USD_bin6) !$TransactionPerDay_bin6) 
0.4,0.56,1.0,0.29,0.47,0.56,or(and(!$GTrends_bin2 $TransactionVolume_USD_bin0) $TransactionVolume_USD_bin6) 
0.4,0.56,1.0,0.29,0.47,0.56,or(and(!$HashRate_bin1 $TransactionVolume_USD_bin0) $TransactionVolume_USD_bin6) 
0.4,0.56,1.0,0.29,0.47,0.56,or(and(!$TransactionPerDay_bin6 $TransactionVolume_USD_bin0) $TransactionVolume_USD_bin6) 
0.4,0.56,1.0,0.29,0.47,0.56,and(or(!$BlockSize_bin4 !$GoldPrice_bin0) or($TransactionVolume_USD_bin0 $TransactionVolume_USD_bin6)) 
0.4,0.56,1.0,0.24,0.43,0.5,and(or(!$BlockSize_bin4 !$MempoolSize_bin4) or($TransactionVolume_USD_bin0 $TransactionVolume_USD_bin6)) 
0.4,0.56,1.0,0.29,0.47,0.56,and(or(!$HashRate_bin1 !$TransactionPerDay_bin6) or($TransactionVolume_USD_bin0 $TransactionVolume_USD_bin6)) 
0.4,0.56,1.0,0.29,0.47,0.56,and(or(!$MinningDifficulty_bin0 !$TransactionPerDay_bin6) or($TransactionVolume_USD_bin0 $TransactionVolume_USD_bin6)) 
