training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.41,0.57,1.0,0.27,0.33,0.88,or($TransactionFee_bin3 $TransactionVolume_USD_bin1) 
0.41,0.57,1.0,0.23,0.27,0.75,or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin5) 
0.35,0.52,1.0,0.08,0.2,1.0,$TransactionVolume_USD_bin1 
0.35,0.48,0.86,0.04,0.13,0.5,$TransactionFee_bin0 
0.35,0.52,1.0,0.04,0.17,1.0,and(!$TransactionFee_bin3 $TransactionVolume_USD_bin1) 
0.35,0.48,0.86,0.04,0.13,0.5,and($TransactionFee_bin0 !$TransactionFee_bin1) 
0.88,0.78,0.83,0.88,0.77,0.85,!$TransactionVolume_USD_bin4 
0.59,0.61,0.83,0.88,0.8,0.88,and(!$TransactionFee_bin0 !$TransactionVolume_USD_bin4) 
0.88,0.78,0.83,0.65,0.57,0.81,and(!$TransactionFee_bin2 !$TransactionVolume_USD_bin2) 
0.88,0.78,0.83,0.73,0.67,0.86,and(!$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin6) 
