training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.51,0.69,0.96,0.83,0.4,0.23,or(and(!$MinningDifficulty_bin0 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4) $MinningDifficulty_bin2) 
0.48,0.67,0.96,0.17,0.63,0.14,or(and(!$GoldPrice_bin3 !$MinningDifficulty_bin0 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4) $MinningDifficulty_bin2) 
0.48,0.67,0.96,0.17,0.63,0.14,and(or(and(!$MinningDifficulty_bin0 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4) $MinningDifficulty_bin2) !$GoldPrice_bin3) 
0.49,0.69,0.98,0.83,0.4,0.23,or(and(or(!$GoldPrice_bin1 !$TransactionPerDay_bin7) !$MinningDifficulty_bin0 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4) $MinningDifficulty_bin2) 
0.48,0.68,0.98,0.83,0.4,0.23,or(and(or($TransactionFee_bin5 !$TransactionVolume_USD_bin1) !$MinningDifficulty_bin0 !$TransactionPerDay_bin7 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4) $MinningDifficulty_bin2) 
0.47,0.67,0.98,0.83,0.4,0.23,or(and(!$MinningDifficulty_bin0 !$TransactionPerDay_bin7 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4) $MinningDifficulty_bin2) 
0.62,0.74,0.93,0.17,0.63,0.14,or(and(!$GoldPrice_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4) $MinningDifficulty_bin2) 
0.52,0.69,0.95,0.83,0.4,0.23,or(and(or($TransactionFee_bin5 !$TransactionVolume_USD_bin1) !$MinningDifficulty_bin0 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4) $MinningDifficulty_bin2) 
0.52,0.69,0.95,0.83,0.4,0.23,and(or(and(or($TransactionFee_bin5 !$TransactionVolume_USD_bin1) !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4) $MinningDifficulty_bin2) !$MinningDifficulty_bin0) 
0.45,0.64,0.9,0.17,0.63,0.14,and(!$GoldPrice_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4) 
