training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.6,0.72,0.76,0.23,0.37,0.25,and(!$MarketCap_bin2 !$HashRate_bin3 !$HashRate_bin7 !$TransactionPerDay_bin9 !$TransactionVolume_USD_bin6) 
0.53,0.72,0.82,0.15,0.43,0.25,and(or(and(!$MarketCap_bin2 !$HashRate_bin7) $MempoolSize_bin6) !$HashRate_bin3 !$HashRate_bin6 !$TransactionPerDay_bin7 !$TransactionPerDay_bin9 !$TransactionVolume_USD_bin6) 
0.51,0.7,0.8,0.0,0.5,0.0,and(!$MarketCap_bin2 !$HashRate_bin3 !$HashRate_bin7 !$MinningDifficulty_bin3 !$TransactionPerDay_bin7 !$TransactionPerDay_bin9 !$TransactionVolume_USD_bin6) 
0.53,0.7,0.78,0.15,0.43,0.25,and(!$MarketCap_bin2 !$HashRate_bin3 !$HashRate_bin7 !$TransactionPerDay_bin7 !$TransactionPerDay_bin9 !$TransactionVolume_USD_bin6) 
0.52,0.71,0.81,0.15,0.43,0.25,and(or(!$MarketCap_bin2 $MempoolSize_bin6) !$HashRate_bin3 !$HashRate_bin6 !$HashRate_bin7 !$TransactionPerDay_bin7 !$TransactionPerDay_bin9 !$TransactionVolume_USD_bin6) 
0.52,0.71,0.81,0.15,0.43,0.25,and(or(!$MarketCap_bin2 $MinningDifficulty_bin1) !$HashRate_bin3 !$HashRate_bin7 !$TransactionPerDay_bin7 !$TransactionPerDay_bin9 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin6) 
0.56,0.71,0.77,0.23,0.43,0.3,and(!$MarketCap_bin2 !$BlockSize_bin6 !$HashRate_bin3 !$HashRate_bin7 !$TransactionPerDay_bin9 !$TransactionVolume_USD_bin6) 
0.56,0.71,0.77,0.23,0.37,0.25,and(!$MarketCap_bin2 !$HashRate_bin3 !$HashRate_bin7 !$MinningDifficulty_bin8 !$TransactionPerDay_bin9 !$TransactionVolume_USD_bin6) 
0.49,0.69,0.79,0.15,0.5,0.33,and(!$MarketCap_bin2 !$BlockSize_bin6 !$HashRate_bin3 !$HashRate_bin7 !$TransactionPerDay_bin7 !$TransactionPerDay_bin9 !$TransactionVolume_USD_bin6) 
0.53,0.69,0.75,0.31,0.37,0.29,and(!$MarketCap_bin2 !$HashRate_bin3 !$HashRate_bin7 !$TransactionPerDay_bin7 !$TransactionPerDay_bin9) 
