training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.41,0.57,0.94,0.24,0.3,0.75,and(or($GoldPrice_bin0 $TransactionPerDay_bin0 $TransactionFee_bin4) !$GoldPrice_bin4) 
0.41,0.57,0.94,0.24,0.3,0.75,or(and(or($TransactionPerDay_bin0 $TransactionFee_bin4) !$GoldPrice_bin4) $GoldPrice_bin0) 
0.41,0.57,0.96,0.2,0.27,0.71,and(or($GoldPrice_bin0 $TransactionPerDay_bin0 $TransactionFee_bin4) !$GoldPrice_bin4 !$MempoolCount_bin7) 
0.41,0.57,0.96,0.2,0.27,0.71,and(or($GoldPrice_bin0 $TransactionPerDay_bin0 $TransactionFee_bin4) !$GoldPrice_bin4 !$MempoolSize_bin7) 
0.41,0.57,0.96,0.24,0.3,0.75,and(or(and($GoldPrice_bin0 !$MempoolCount_bin8) $TransactionPerDay_bin0 $TransactionFee_bin4) !$GoldPrice_bin4) 
0.41,0.57,0.96,0.24,0.3,0.75,and(or(and($GoldPrice_bin0 !$MempoolSize_bin8) $TransactionPerDay_bin0 $TransactionFee_bin4) !$GoldPrice_bin4) 
0.39,0.54,0.89,0.2,0.27,0.71,or($GoldPrice_bin0 $TransactionFee_bin4) 
0.38,0.53,0.89,0.0,0.17,-1.0,or($GoldPrice_bin0 $MinningDifficulty_bin4) 
0.42,0.58,0.95,0.24,0.3,0.75,and(or($GoldPrice_bin0 $TransactionPerDay_bin0 $TransactionFee_bin4) or(!$GoldPrice_bin4 $MempoolCount_bin7)) 
0.42,0.58,0.95,0.24,0.3,0.75,and(or($GoldPrice_bin0 $TransactionPerDay_bin0 $TransactionFee_bin4) or(!$GoldPrice_bin4 $MempoolSize_bin7)) 
