training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.5,0.68,1.0,0.33,0.57,0.86,or(and(or($TransactionPerDay_bin7 $TransactionFee_bin6) !$TransactionPerDay_bin9) $TransactionFee_bin0) 
0.5,0.68,1.0,0.17,0.4,0.5,or(and(or($TransactionPerDay_bin7 $TransactionFee_bin6) !$TransactionPerDay_bin9) $TransactionFee_bin2) 
0.61,0.75,1.0,0.06,0.3,0.2,or(and(or($TransactionPerDay_bin7 $TransactionFee_bin6) !$TransactionPerDay_bin9) $TransactionFee_bin3) 
0.61,0.75,1.0,0.06,0.3,0.2,or(and(or($TransactionPerDay_bin7 $TransactionFee_bin6) !$TransactionPerDay_bin9) $TransactionPerDay_bin7 $TransactionFee_bin3) 
0.5,0.68,1.0,0.33,0.57,0.86,or(and(or($TransactionPerDay_bin7 $TransactionFee_bin6) !$TransactionPerDay_bin9) and(!$TransactionPerDay_bin7 $TransactionFee_bin0)) 
0.5,0.68,1.0,0.17,0.4,0.5,or(and(or($TransactionPerDay_bin7 $TransactionFee_bin6) !$TransactionPerDay_bin9) and(!$TransactionPerDay_bin7 $TransactionFee_bin2)) 
0.5,0.68,1.0,0.33,0.57,0.86,or(and(or($TransactionPerDay_bin7 $TransactionFee_bin6) !$TransactionPerDay_bin9) and($TransactionFee_bin0 !$TransactionFee_bin6)) 
0.61,0.75,1.0,0.06,0.3,0.2,or(and(or($TransactionPerDay_bin7 $TransactionFee_bin6) !$TransactionPerDay_bin9) and(!$TransactionFee_bin1 $TransactionFee_bin3)) 
0.5,0.68,1.0,0.17,0.4,0.5,or(and(or($TransactionPerDay_bin7 $TransactionFee_bin6) !$TransactionPerDay_bin9) and($TransactionFee_bin2 !$TransactionFee_bin6)) 
0.44,0.64,1.0,0.0,0.4,-1.0,and(or($TransactionPerDay_bin7 $TransactionFee_bin6) !$TransactionPerDay_bin9) 
