training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.43,0.61,0.75,0.79,0.67,0.61,or(and($TransactionFee_bin5 $TransactionVolume_USD_bin0) $MarketCap_bin0) 
0.43,0.61,0.75,0.79,0.67,0.61,or(and($TransactionFee_bin5 !$TransactionVolume_USD_bin1) $MarketCap_bin0) 
0.45,0.62,0.74,0.79,0.67,0.61,or(and($MarketCap_bin1 $TransactionFee_bin5) $MarketCap_bin0) 
0.46,0.61,0.72,0.79,0.6,0.55,or($MarketCap_bin0 $MempoolSize_bin7) 
0.43,0.62,0.76,0.79,0.67,0.61,and(or(and($TransactionFee_bin5 $TransactionVolume_USD_bin0) $MarketCap_bin0) !$HashRate_bin2) 
0.54,0.65,0.73,0.79,0.67,0.61,or(and($MarketCap_bin0 !$MarketCap_bin1) $HashRate_bin1) 
0.41,0.6,0.74,0.79,0.67,0.61,or(and($TransactionPerDay_bin5 $TransactionFee_bin5) $MarketCap_bin0) 
0.43,0.61,0.75,0.79,0.67,0.61,or(and($MarketCap_bin1 $TransactionFee_bin5 $TransactionVolume_USD_bin0) $MarketCap_bin0) 
0.43,0.61,0.75,0.79,0.67,0.61,or(and($MarketCap_bin1 $TransactionFee_bin5 !$TransactionVolume_USD_bin1) $MarketCap_bin0) 
0.43,0.61,0.75,0.79,0.67,0.61,or(and($TransactionFee_bin5 $TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin1) $MarketCap_bin0) 
