BlockSize
921476
948041
923577
957635
920253
870589
711992
796829
910838
953400
912772
942541
789868
752373
783963
766831
760830
802322
747516
683919
619848
745041
781905
811764
810661
781022
654658
579454
805996
770339
822046
809265
782482
695142
705793
809202
874870
791752
818021
864614
823729
794320
904762
928327
914784
875056
817239
884248
794596
807231
863464
787622
780650
700179
624806
761030
831087
889356
837474
849336
815307
672275
632493
811087
927459
937400
795584
788861
729054
614849
771066
826537
769692
871898
830806
696156
602585
818211
778545
833950
836572
743751
759944
570240
898570
853616
813702
812227
803678
652659
592593
703273
772963
760410
753592
787598
743616
685507
837520
770330
709474
770954
814055
622439
574962
773783
771489
780807
834386
828178
715201
722342
864570
821254
793521
822020
872929
746067
697154
864814
924003
857097
919213
858046
773340
769884
929626
841827
807448
977453
773349
813241
792472
886375
943930
974398
977626
803986
780294
620427
821732
857061
901549
835649
956644
783016
733418
893414
865388
892891
788722
763428
717824
763837
797724
851167
794715
898420
930712
847582
910103
922480
958831
951133
951721
942793
936386
830629
907666
907780
912239
899527
970674
882210
854387
889230
961044
879948
856546
928314
888023
676731
816436
820543
904416
949927
971867
817036
861413
914759
970391
963969
918529
889235
852947
639416
867973
876651
868481
940410
868063
799230
706647
933768
917326
986098
983710
984745
987219
802749
932439
956578
926294
786284
858146
742770
659940
775267
892992
901456
834378
720772
682652
682543
914369
973645
987848
993133
837700
877454
855056
963722
959553
962227
914052
970806
947774
961903
979210
945677
961155
956012
967112
957656
863048
917950
890610
940094
973956
969080
961960
930902
947068
954252
969897
967386
971158
966343
921744
945159
968240
979150
955603
985294
985894
983250
965595
974857
979431
991813
991811
997570
960152
975970
968846
984010
988273
993909
943655
878835
989773
981986
980525
966780
867409
943693
656179
924213
985669
973183
962547
960535
967179
823125
879301
977789
966909
977748
976046
976255
924892
918205
962808
982567
972988
995114
986202
930579
927953
960703
984203
974005
969954
979915
936612
976707
965997
971856
967638
996645
971583
966110
982788
980652
995290
971058
961232
964949
964819
967791
987770
960619
961251
949541
959925
975155
970705
973989
981876
974526
971321
967220
976775
980481
972750
977007
976892
958704
991469
978038
977829
980658
976593
977793
982052
981052
982370
962904
991696
992122
969813
973539
966442
945499
967604
977141
969546
994361
983037
985743
936092
980361
972729
983073
992570
948869
943995
934705
987189
990012
969722
970559
956199
876041
784257
801748
911216
912536
956272
937071
846948
752002
750511
895202
881616
849274
907047
965660
845142
947857
959489
936401
932131
976520
915984
689370
896406
935000
962676
928493
916858
871228
811324
926776
722671
880660
868865
924135
865869
804025
943680
980759
954238
981214
953436
992788
985007
953352
970809
973641
978675
959973
966474
961367
976478
998196
986505
923254
944221
998402
990803
981322
998177
983375
981639
971892
802183
773032
927681
763561
904196
810012
899069
725535
809789
824158
700470
710846
822530
844298
688764
573893
939559
956479
948370
757305
792851
632213
674927
917115
941399
868540
838580
834248
791436
912755
994515
877326
843623
1018090
920068
823629
775294
916065
970409
1015864
978609
1024484
1023460
894358
916570
988369
1016876
990229
996942
1039535
1004184
973951
1041196
968322
732951
1032285
1007686
1011253
1035252
1038248
1043267
1037658
1046470
1027724
1042546
1044700
1026575
1026767
1024618
1050865
1058556
1055674
1040104
1027187
1048573
1020404
1034142
1048463
1044312
1010858
1063484
1057804
1062701
1048904
1040969
1048917
1047924
1062941
1064050
1068341
1067139
1036382
1047336
1070004
1058645
1058881
1037376
1058532
1050330
1056198
1061447
1061643
1051163
1047133
1061459
1053704
1040279
1042671
1060609
1072239
1037986
1063276
1059315
1064197
1052932
1047358
1070645
1081199
1047507
1035906
1037654
1043200
1041680
1064936
1066160
1069002
1053001
1048723
1050963
1057310
1054956
1057949
1053732
1014499
1050907
1059251
1050755
1061349
1051139
1047523
1116916
1071050
1078088
1069566
1074956
1105547
1044745
1032040
1025466
1012350
996176
1051847
1053140
1022506
995891
988244
1106470
1067332
1070469
1049296
1076082
