Date,Price,MarketCap,BlockSize,GoldPrice,GTrends,HashRate,MempoolCount,MempoolSize,MinningDifficulty,TotalTransaction,TransactionPerDay,TransactionFee,EstimatedTransactionVolumeUSD
2017-06-06,2863.2,46888622160,962904,1347.1,54,5533581.08611,64055478.5,64055478.5,678760000000,229416633,289433,475.43804182,888558904.123181
2017-06-07,2732.16,44748237218,991696,1342.7,51,5094943.56099,73241556.75,73241556.75,678760000000,229716508,299875,511.33813564,UNKNOWN
2017-06-08,2805.62,45957247989,992122,1329,40,5567322.43419,58234333.5,58234333.5,678760000000,230055094,338586,668.13204735,798267726.251526
2017-06-09,2823.81,46260465854,969813,1321,39,5567322.43419,57214322.5,57214322.5,678760000000,230362614,307520,490.9904414,UNKNOWN
2017-06-10,2947.71,48295501718,973539,1318.6,36,5094943.56099,51234227.5,51234227.5,678760000000,230643755,281141,455.56014992,681180409.132709
2017-06-11,2958.11,48471330146,966442,1318.6,40,4757530.08013,45417917.5,45417917.5,678760000000,230896618,252863,390.9040331,UNKNOWN
2017-06-12,2659.63,43585351533,945499,1318.6,57,4926236.82056,42058155,42058155,678760000000,231121782,225164,356.12024978,891415561.221529
2017-06-13,2717.02,44530631894,967604,1318.3,45,4959978.16864,55931922.5,55931922.5,678760000000,231392075,270293,409.8643713,UNKNOWN
2017-06-14,2506.37,41082567339,977141,1325.3,44,4757530.08013,57463774.5,57463774.5,678760000000,231684072,291997,479.43977642,822548360.611942
2017-06-15,2464.58,40402259202,969546,1303.9,56,4723788.73204,58160518,58160518,678760000000,231970739,286667,454.74199601,UNKNOWN
2017-06-16,2518.56,41291821423,994361,1305.8,44,5162426.25716,49181039,49181039,678760000000,232262767,292028,435.40345777,614860742.108335
2017-06-17,2655.88,43548031452,983037,1296.1,33,4993719.51673,34986488.5,34986488.5,678760000000,232533937,271170,375.35139576,UNKNOWN
2017-06-18,2548.29,41788418974,985743,1296.1,31,5129905.6443,28795969,28795969,711697000000,232767637,233700,311.39831919,531175986.631959
2017-06-19,2589.6,42470734800,936092,1296.1,32,5129905.6443,15715211.5,15715211.5,711697000000,232977227,209590,277.9955946,UNKNOWN
2017-06-20,2721.79,44643512689,980361,1292.5,39,5342177.60199,14901593.5,14901593.5,711697000000,233247856,270629,387.16284645,699302928.883872
2017-06-21,2689.1,44111929173,972729,1294.6,40,4882255.02698,25420853,25420853,711697000000,233518335,270479,388.08537505,UNKNOWN
2017-06-22,2705.41,44384244937,983073,1298.1,38,4953012.34622,29575199,29575199,711697000000,233798137,279802,462.70370719,691666616.597193
2017-06-23,2744.91,45037797053,992570,1305.4,33,4917633.6866,18949750.5,18949750.5,711697000000,234065783,267646,447.10509654,UNKNOWN
2017-06-24,2608.72,42807952581,948869,1295.4,29,5660585.53853,16142143.25,16142143.25,711697000000,234329341,263558,338.95972894,433119966.233253
2017-06-25,2589.41,42495001716,943995,1295.4,29,5165284.30391,14693960.5,14693960.5,711697000000,234549926,220585,307.20884336,UNKNOWN
2017-06-26,2478.45,40677994354,934705,1295.4,39,4316196.47313,17712052.5,17712052.5,711697000000,234735482,185556,258.68838592,702272424.580716
2017-06-27,2552.45,41897190525,987189,1296.1,42,5023769.66545,20497721.5,20497721.5,711697000000,234996718,261236,375.05657594,UNKNOWN
2017-06-28,2574.79,42268942193,990012,1298.5,40,4634604.40967,12690945,12690945,711697000000,235257962,261244,367.89377898,712593812.798101
2017-06-29,2539.32,41690395783,969722,1295.4,32,5554449.55969,17512500.5,17512500.5,711697000000,235535277,277315,385.86002411,UNKNOWN
2017-06-30,2480.84,40735082695,970559,1291.7,27,4245439.1539,17589576,17589576,711697000000,235767519,232242,341.40053758,771010449.218829
2017-07-01,2434.55,39980058373,956199,1268.6,24,5448313.58084,6148456.5,6148456.5,711697000000,236034130,266611,357.17190559,UNKNOWN
2017-07-02,2506.47,41167015221,876041,1268.6,25,6622798.79067,6217881.5,6217881.5,708659000000,236254561,220431,197.85958294,461231537.247367
2017-07-03,2564.06,42118211083,784257,1268.6,28,5988701.03412,4931068.25,4931068.25,708659000000,236451562,197001,283.21012118,UNKNOWN
2017-07-04,2601.64,42740618673,801748,1227.55,25,5988701.03412,14990088,14990088,708659000000,236702294,250732,283.21012118,567987081.544197
2017-07-05,2601.99,42751085999,911216,1271.6,26,5389830.93071,13413019,13413019,708659000000,236959190,256896,293.93425872,UNKNOWN
2017-07-06,2608.56,42863758795,912536,1274.4,28,5248920.31814,22323082.5,22323082.5,708659000000,237194373,235183,225.82080685,536928215.088525
2017-07-07,2518.66,41391217675,956272,1260.1,26,5002326.74615,13227322.5,13227322.5,708659000000,237423735,229362,241.52060511,UNKNOWN
2017-07-08,2571.34,42262222823,937071,1263.7,25,5213692.665,8466098,8466098,708659000000,237667436,243701,240.65571245,561328143.364668
2017-07-09,2518.44,41397076604,846948,1263.7,23,5812562.76841,2211721.5,2211721.5,708659000000,237885378,217942,192.41183082,UNKNOWN
2017-07-10,2372.56,39005033499,752002,1263.7,29,4861416.13358,2269860,2269860,708659000000,238071130,185752,157.22803089,717332560.155932
2017-07-11,2337.79,38438497236,750511,1265.4,32,6939847.66895,21844023,21844023,708659000000,238325664,254534,205.57250621,UNKNOWN
2017-07-12,2398.84,39447604438,895202,1268.9,32,6094383.99355,27541864,27541864,708659000000,238594894,269230,207.57617324,557154714.150382
2017-07-13,2357.9,38778935907,881616,1266.2,30,6235294.60611,35117923.5,35117923.5,708659000000,238850663,255769,222.35199706,UNKNOWN
2017-07-14,2233.34,36734255488,849274,1276.5,29,5530741.54328,37663648.5,37663648.5,708659000000,239094725,244062,210.79018124,505928728.905514
2017-07-15,1998.86,32880721300,907047,1283.1,32,5559049.84407,39042720,39042720,804525000000,239326193,231468,215.37764419,UNKNOWN
2017-07-16,1929.82,31748939343,965660,1283.1,38,5079131.87192,24752684.5,24752684.5,804525000000,239542596,216403,378.35756847,461680301.680574
2017-07-17,2228.41,36665393517,845142,1283.1,37,6518885.78837,26835082.5,26835082.5,804525000000,239748168,205572,166.92852306,UNKNOWN
2017-07-18,2318.88,38158677672,947857,1291.2,38,5918988.32318,24647588,24647588,804525000000,239980457,232289,198.03657541,612361551.304947
2017-07-19,2273.43,37415031061,959489,1291.4,35,6598872.11706,37677261,37677261,804525000000,240240754,260297,224.51846967,UNKNOWN
2017-07-20,2817.6,46376428080,936401,1294.8,41,5958981.48753,36423868.5,36423868.5,804525000000,240494505,253751,201.60223858,654227781.226007
2017-07-21,2667.76,43915296559,932131,1303.6,39,6478892.62402,37860618.5,37860618.5,804525000000,240725422,230917,229.27219537,UNKNOWN
2017-07-22,2810.12,46264340367,976520,1303.1,32,6158947.30925,18541810,18541810,804525000000,240995244,269822,249.73969757,500549276.748631
2017-07-23,2730.4,44957775265,915984,1303.1,30,6398906.29533,4324401,4324401,804525000000,241210304,215060,171.03691992,UNKNOWN
2017-07-24,2754.86,45366654309,689370,1303.1,34,6878824.26748,2653588.5,2653588.5,804525000000,241393596,183292,125.37693822,568575160.453683
2017-07-25,2576.48,42433788244,896406,1300.9,38,7118783.25355,9464210.5,9464210.5,804525000000,241637731,244135,166.96352984,UNKNOWN
2017-07-26,2529.45,41663929265,935000,1298.9,34,5918988.32318,20323945.5,20323945.5,804525000000,241880239,242508,168.49293292,675892184.452299
2017-07-27,2671.78,44013533097,962676,1310.2,33,5878995.15883,3293980,3293980,804525000000,242116779,236540,167.53481996,UNKNOWN
2017-07-28,2809.01,46279316161,928493,1319.1,39,6585327.4853,1910391.5,1910391.5,860222000000,242342421,225642,166.27056958,1311599707.74372
2017-07-29,2726.45,44924534585,916858,1317.2,32,6414280.01815,7952127.75,7952127.75,860222000000,242591683,249262,188.43132327,UNKNOWN
2017-07-30,2757.18,45435913868,871228,1317.2,30,6713613.08566,4026682,4026682,860222000000,242799637,207954,156.46665323,1157398139.86185
2017-07-31,2875.34,47388334773,811324,1317.2,39,6285994.41778,9335023.5,9335023.5,860222000000,242993720,194083,138.11682207,UNKNOWN
2017-08-01,2718.26,44804603885,926776,1323,82,6200470.68421,1141774.5,1141774.5,860222000000,243214833,221113,194.86886623,1380839765.70984
2017-08-02,2710.67,44684649516,722671,1322.2,69,6371518.15136,11789032,11789032,860222000000,243346350,131517,75.94662047,UNKNOWN
2017-08-03,2804.73,46239970790,880660,1318.3,44,6499803.75172,2120663,2120663,860222000000,243561137,214787,130.51485681,958777484.712287
2017-08-04,2895.89,47749461443,868865,1308.4,41,5901137.6167,24416995,24416995,860222000000,243773631,212494,124.10595421,UNKNOWN
2017-08-05,3252.91,53643452554,924135,1308.7,54,7654374.15499,16428915,16428915,860222000000,244008066,234435,113.47123621,979154079.251385
2017-08-06,3213.94,53006426108,865869,1308.7,43,7568850.42141,3001782.5,3001782.5,860222000000,244243348,235282,113.56678695,UNKNOWN
2017-08-07,3378.94,55734179251,804025,1308.7,52,5986661.35027,36480594.5,36480594.5,860222000000,244446573,203225,87.90639938,1372173977.9991
2017-08-08,3419.94,56417337745,943680,1307.1,54,6542565.61851,39264431.5,39264431.5,860222000000,244697033,250460,121.82649183,UNKNOWN
2017-08-09,3342.47,55145196472,980759,1323.7,49,7012946.15317,38840122.5,38840122.5,860222000000,244972691,275658,159.06311046,808740219.23306
2017-08-10,3381.28,55791120000,954238,1334.5,44,6333394.73737,42420792.5,42420792.5,923233000000,245230278,257587,157.95191308,UNKNOWN
2017-08-11,3650.62,60241844923,981214,1338.1,50,6149818.07831,53544061,53544061,923233000000,245492825,262547,193.18600285,985601487.693678
2017-08-12,3884.71,64111163866,953436,1334.8,59,6608759.72595,10385273,10385273,923233000000,245771875,279050,234.94470226,UNKNOWN
2017-08-13,4073.26,67230528989,992788,1334.8,76,6195712.24308,17910292,17910292,923233000000,246033662,261787,210.75240215,946915671.514233
2017-08-14,4325.13,71394704654,985007,1334.8,83,6792336.385,25994460,25994460,923233000000,246297747,264085,189.71104645,UNKNOWN
2017-08-15,4181.93,69038855081,953352,1324.2,82,5966241.41926,50044160,50044160,923233000000,246556327,258580,249.18827382,1222636276.20764
2017-08-16,4376.63,72260183303,970809,1327.5,66,6975913.04406,68565703,68565703,923233000000,246865634,309307,350.45038263,UNKNOWN
2017-08-17,4331.69,71527949443,973641,1336.8,63,5966241.41926,50027482.5,50027482.5,923233000000,247142284,276650,347.52500864,1362840510.69978
2017-08-18,4160.62,68710871037,978675,1335.7,63,8215055.49267,52469574,52469574,923233000000,247490947,348663,365.31634907,UNKNOWN
2017-08-19,4193.7,69265141208,959973,1341,58,6838230.54977,51942348.5,51942348.5,923233000000,247797581,306634,337.96192313,1278649849.03806
2017-08-20,4087.66,67520478838,966474,1341,50,6930018.87929,36724596,36724596,923233000000,248062636,265055,265.91179874,UNKNOWN
2017-08-21,4001.74,66106992038,961367,1341,48,5966241.41926,44527945.5,44527945.5,923233000000,248278574,215938,208.98199629,816604742.108505
2017-08-22,4100.52,67743202431,976478,1335.5,60,5277828.94781,72831714.5,72831714.5,923233000000,248516835,238261,297.96496476,UNKNOWN
2017-08-23,4151.52,68593954170,998196,1338.8,53,4084580.66396,78885859,78885859,923233000000,248713370,196535,334.18474511,1053263975.41305
2017-08-24,4334.68,71625870868,986505,1336,52,7297172.1974,83609290,83609290,923233000000,249027317,313947,541.97068152,UNKNOWN
2017-08-25,4371.6,72241507489,923254,1341.9,52,4459277.50765,102234720,102234720,888172000000,249228829,201512,385.99923422,763980859.57522
2017-08-26,4352.4,71929882019,944221,1359.7,45,4459277.50765,96967476,96967476,888172000000,249441795,212966,425.81587924,UNKNOWN
2017-08-27,4382.88,72441993792,998402,1359.7,37,4635882.55746,67523438,67523438,888172000000,249666562,224767,425.31312205,779804114.064676
2017-08-28,4382.66,72445588933,990803,1359.7,43,6843445.68006,67044993.5,67044993.5,888172000000,249923915,257353,358.8427277,UNKNOWN
2017-08-29,4579.02,75699786263,981322,1362.8,54,5695512.85631,65930504.5,65930504.5,888172000000,250151647,227732,378.17846684,1113343542.50353
2017-08-30,4565.3,75482724984,998177,1358,53,6578538.10535,15045459,15045459,888172000000,250428763,277116,461.76014165,UNKNOWN
2017-08-31,4703.39,77775374625,983375,1365.6,58,7417412.09193,31030371.5,31030371.5,888172000000,250704662,275899,388.49753062,1173285283.32277
2017-09-01,4892.01,80905039782,981639,1374.2,64,7196655.77967,23714862.75,23714862.75,888172000000,250986146,281484,413.21489691,UNKNOWN
2017-09-02,4578.77,75734114962,971892,1341.22,64,7682319.66665,4214211,4214211,888172000000,251261587,275441,382.74200641,945272819.329301
2017-09-03,4582.96,75812181334,802183,1341.22,53,7240807.04213,6107424.5,6107424.5,888172000000,251502779,241192,290.49925993,UNKNOWN
2017-09-04,4236.31,70087101256,773032,1338.08,65,6799294.41761,8620107,8620107,888172000000,251698056,195277,239.13526989,1452488599.68739
2017-09-05,4376.53,72417728536,927681,1388.3,64,7726470.9291,4497866,4497866,888172000000,251968933,270877,325.4016802,UNKNOWN
2017-09-06,4597.12,76077049312,763561,1383,51,8697798.70304,6929775.5,6929775.5,888172000000,252246469,277536,281.90480312,1328829016.12437
2017-09-07,4599.88,76132843874,904196,1395.1,48,7430760.76599,5497588.5,5497588.5,922725000000,252523842,277373,272.59987797,UNKNOWN
2017-09-08,4228.75,69999555938,810012,1396.4,55,8072925.27664,4834680,4834680,922725000000,252780643,256801,257.33579475,1085398538.24465
2017-09-09,4226.06,69963847482,899069,1381.2,41,8027056.38302,4142714,4142714,922725000000,253052055,271412,217.76572461,UNKNOWN
2017-09-10,4122.94,68263826801,725535,1381.2,40,7751843.02132,5066785.75,5066785.75,922725000000,253271044,218989,144.85041627,849737599.424126
2017-09-11,4161.27,68907352119,809789,1381.2,47,6329907.31918,13976006,13976006,922725000000,253470648,199604,143.23841995,UNKNOWN
2017-09-12,4130.81,68412822896,824158,1378.9,53,7981187.4894,4607340.5,4607340.5,922725000000,253720554,249906,159.73383041,914888950.878182
2017-09-13,3882.59,64311123695,700470,1373.8,77,8623352.00004,5550654.5,5550654.5,922725000000,253974869,254315,148.9079562,UNKNOWN
2017-09-14,3154.95,52265453816,710846,1376.3,98,8715089.78728,9717041,9717041,922725000000,254236867,261998,133.73148672,1008072397.20311
2017-09-15,3637.52,60267886368,822530,1372.2,93,7981187.4894,2919828.5,2919828.5,922725000000,254511276,274409,153.73503588,UNKNOWN
2017-09-16,3625.04,60068678195,844298,1357.4,57,8256400.8511,3180945,3180945,922725000000,254803295,292019,12.81949192,755451379.92034
2017-09-17,3582.88,59377995376,688764,1357.4,45,7751843.02132,4178211.5,4178211.5,922725000000,255027899,224604,119.91780546,UNKNOWN
2017-09-18,4065.2,67377945990,573893,1357.4,58,8072925.27664,15258250.5,15258250.5,922725000000,255223965,196066,99.41066001,810015857.700415
2017-09-19,3924.97,65061185838,939559,1358.3,53,6965995.45168,16711211,16711211,1103400000000,255448459,224494,168.30810036,UNKNOWN
2017-09-20,3905.95,64751811835,956479,1364,45,8556655.83041,12964952,12964952,1103400000000,255732389,283930,173.70341529,730398025.90811
2017-09-21,3631.04,60202370872,948370,1342.4,49,6417491.87281,6766321.5,6766321.5,1103400000000,255966616,234227,146.40700953,UNKNOWN
2017-09-22,3630.7,60203040223,757305,1345.1,46,9653662.98815,9118623,9118623,1103400000000,256220271,253655,136.34884416,720084890.797891
2017-09-23,3792.4,62892069389,792851,1359.2,36,7624199.74632,5278023,5278023,1103400000000,256444538,224267,117.1641681,UNKNOWN
2017-09-24,3682.84,61081971156,632213,1359.2,33,9105159.40928,4163807,4163807,1103400000000,256648458,203920,99.69585805,358367841.780327
2017-09-25,3926.07,65122213849,674927,1359.2,41,7953301.89365,4359586,4359586,1103400000000,256838819,190361,83.67519444,UNKNOWN
2017-09-26,3892.35,64569365079,917115,1349.7,38,6856294.7359,11512673,11512673,1103400000000,257065275,226456,147.37049675,783377529.605634
2017-09-27,4200.67,69691950752,941399,1336.3,44,7569349.38844,5084549.25,5084549.25,1103400000000,257323697,258422,150.08561133,UNKNOWN
2017-09-28,4174.73,69270823146,868540,1336.9,42,8063002.60942,13963360.5,13963360.5,1103400000000,257589286,265589,143.49865258,846414368.613928
2017-09-29,4163.07,69086146650,838580,1333.2,39,9708513.34604,3436050.5,3436050.5,1103400000000,257859921,270635,134.45160224,UNKNOWN
2017-09-30,4338.71,72008428789,834248,1324.7,36,9269710.48294,11434656.5,11434656.5,1103400000000,258116009,256088,115.33216245,654917752.443883
2017-10-01,4403.74,73094870674,791436,1324.7,37,7569349.38844,3938231,3938231,1103400000000,258328063,212054,101.44145793,UNKNOWN
2017-10-02,4409.32,73195646776,912755,1324.7,40,7130546.52534,12928980,12928980,1123860000000,258533199,205136,119.05349794,853330484.106655
2017-10-03,4317.48,71681069637,994515,1323.4,41,8380132.03961,4073750.5,4073750.5,1123860000000,258822705,289506,180.47323995,UNKNOWN
2017-10-04,4229.36,70225033578,877326,1325.6,39,10223761.0883,3970825,3970825,1123860000000,259105968,283263,152.53441884,611184779.702613
2017-10-05,4328.41,71876277937,843623,1322.6,36,7486251.28872,15046917.75,15046917.75,1123860000000,259345123,239155,136.73283395,UNKNOWN
2017-10-06,4370.81,72589262957,1018090,1324.3,33,6983443.36634,8394303,8394303,1123860000000,259617292,272169,160.34424031,731048570.243785
2017-10-07,4426.89,73529314833,920068,1334.7,33,8882939.96199,16950660,16950660,1123860000000,259902165,284873,149.02120217,UNKNOWN
2017-10-08,4610.48,76589293760,823629,1334.7,36,8827072.41506,7544364.5,7544364.5,1123860000000,260125952,223787,108.21556432,678141979.346104
2017-10-09,4772.02,79282158943,775294,1334.7,46,10167893.5414,8778436,8778436,1123860000000,260369221,243269,111.79647505,UNKNOWN
2017-10-10,4781.99,79457603224,916065,1343.7,47,8994675.05585,6279304.5,6279304.5,1123860000000,260665505,296284,149.34098656,1189113919.87786
2017-10-11,4826.48,80205238020,970409,1338.8,45,8938807.50892,13677207,13677207,1123860000000,260970133,304628,167.2582099,UNKNOWN
2017-10-12,5446.91,90525666972,1015864,1346.6,76,7765589.02337,2700252,2700252,1123860000000,261264923,294790,148.17289183,1072717734.6568
2017-10-13,5647.21,93864253934,978609,1354.7,99,8547734.68041,31660909.5,31660909.5,1123860000000,261559026,294103,174.4145147,UNKNOWN
2017-10-14,5831.79,96942498331,1024484,1353.9,61,7597986.38258,34535752.75,34535752.75,1123860000000,261866468,307442,281.53458216,1028513971.64553
2017-10-15,5678.19,94403031755,1023460,1353.9,58,7877324.11724,4233629.5,4233629.5,1123860000000,262158429,291961,227.59563891,UNKNOWN
2017-10-16,5725.59,95203392843,894358,1353.9,61,11601113.0653,19539086.5,19539086.5,1196790000000,262443889,285460,162.7073282,1148993979.04203
2017-10-17,5605.51,93218297189,916570,1336.7,58,10351762.4275,7712645,7712645,1196790000000,262756159,312270,193.41946089,UNKNOWN
2017-10-18,5590.69,92982539106,988369,1333.5,61,9756833.55236,14234459,14234459,1196790000000,263093428,337269,209.13726138,1358005108.51815
2017-10-19,5708.52,94954808115,1016876,1340.1,58,8983426.01467,22086769.5,22086769.5,1196790000000,263423868,330440,192.2026716,UNKNOWN
2017-10-20,6011.45,100007083345,990229,1330.4,75,10589733.9776,18870867.5,18870867.5,1196790000000,263778317,354449,191.51239568,1094088679.1563
2017-10-21,6031.6,100353682389,996942,1331.1,74,10649226.8651,36924741.5,36924741.5,1196790000000,264091890,313573,161.97244556,UNKNOWN
2017-10-22,6008.42,99981911326,1039535,1331.1,60,9102411.7897,36111729,36111729,1196790000000,264401630,309740,167.76730117,996113498.470227
2017-10-23,5930.32,98695054084,1004184,1331.1,70,10827705.5276,40466779.25,40466779.25,1196790000000,264692658,291028,155.33193023,UNKNOWN
2017-10-24,5526.64,91988225800,973951,1328.4,75,10173283.765,52685017,52685017,1196790000000,265009152,316494,185.64433949,2184205097.23059
2017-10-25,5750.8,95732630220,1041196,1329.7,68,9935312.2149,450,450,1196790000000,265355407,346255,199.79056912,UNKNOWN
2017-10-26,5904.83,98310176011,968322,1320.3,66,11006184.1902,1768017.5,1768017.5,1196790000000,265665714,310307,141.97537543,2041879050.78017
2017-10-27,5780.9,96254297360,732951,1322,60,12999790.287,29187857.5,29187857.5,1452840000000,265938509,272795,112.65051758,UNKNOWN
2017-10-28,5753.09,95797359518,1032285,1327.8,50,7510989.94359,38423553,38423553,1452840000000,266184829,246320,166.66745997,645357529.902608
2017-10-29,6153.85,102482445590,1007686,1327.8,56,6138789.85775,32034963,32034963,1452840000000,266393530,208701,175.03828084,UNKNOWN
2017-10-30,6130.53,102105356519,1011253,1327.8,65,11122042.8011,21205297,21205297,1452840000000,266723877,330347,278.85712501,1690377715.98444
2017-10-31,6468.4,107743731291,1035252,1320.6,83,10616495.401,29741835.25,29741835.25,1452840000000,267040106,316229,263.59097424,UNKNOWN
2017-11-01,6767.31,112735345036,1038248,1327.5,100,9966505.88669,43382031.5,43382031.5,1452840000000,267320563,280457,231.89499927,1921728654.83974
2017-11-02,7078.5,117933380780,1043267,1328.3,18,7872095.22934,52513639,52513639,1452840000000,267672206,351643,219.15266455,UNKNOWN
2017-11-03,7207.76,120097405359,1037658,1319.8,16,10833158.5725,64192538.5,64192538.5,1452840000000,268013964,341758,277.59079476,1685749159.21425
2017-11-04,7379.95,122978748805,1046470,1332.4,12,8594305.80084,67970535,67970535,1452840000000,268291986,278022,271.77385265,UNKNOWN
2017-11-05,7407.41,123449206170,1027724,1332.4,12,9388737.42949,40981868.5,40981868.5,1452840000000,268582951,290965,273.249729,1346375105.55772
2017-11-06,7022.76,117050623317,1042546,1332.4,13,10183169.0581,33563233.5,33563233.5,1452840000000,268834844,251893,197.6563993,UNKNOWN
2017-11-07,7144.38,119091456315,1044700,1326.5,12,9605400.60094,54692895,54692895,1452840000000,269108048,273204,240.33789733,1826864277.44738
2017-11-08,7459.69,124360767999,1026575,1334.9,14,11266484.9154,43713788.5,43713788.5,1452840000000,269440836,332788,294.12731396,UNKNOWN
2017-11-09,7143.58,119104730750,1026767,1339.4,12,10399832.2296,66300717.5,66300717.5,1452840000000,269744362,303526,306.25172521,2366841243.84241
2017-11-10,6618.14,110354089394,1024618,1327.1,16,11049821.7439,89320891,89320891,1452840000000,270084080,339718,361.32993999,UNKNOWN
2017-11-11,6357.6,106016076151,1050865,1332.5,14,8139094.74496,108639751.5,108639751.5,1364420000000,270358318,274238,319.97295719,1401933562.52815
2017-11-12,5950.07,99226193603,1058556,1332.5,18,5426063.16331,95348937.5,95348937.5,1364420000000,270550614,192296,317.05792683,UNKNOWN
2017-11-13,6559.49,109400650105,1055674,1332.5,16,5426063.16331,100668193.5,100668193.5,1364420000000,270738482,187868,583.61046709,2070829566.4518
2017-11-14,6635.75,110683148744,1040104,1336.3,12,9495610.53579,104669635,104669635,1364420000000,271047441,308959,783.38626441,UNKNOWN
2017-11-15,7315.54,122035826506,1027187,1330.8,12,8681701.06129,98607043,98607043,1364420000000,271320010,272569,615.08687921,2274507065.39276
2017-11-16,7871.69,131328418537,1048573,1331.5,13,10309520.0103,98418373.5,98418373.5,1364420000000,271639748,319738,603.50996198,UNKNOWN
2017-11-17,7708.99,128621507062,1020404,1350.1,17,10309520.0103,95056014,95056014,1364420000000,271951027,311279,502.64025918,2848162964.48163
2017-11-18,7790.15,129997247838,1034142,1329.4,13,11326906.8534,88186627.5,88186627.5,1364420000000,272256619,305592,401.16643265,UNKNOWN
2017-11-19,8036.49,134124196206,1048463,1329.4,11,9224307.37762,64145829,64145829,1364420000000,272525657,269038,289.98839235,1585417383.6025
2017-11-20,8200.64,136881802624,1044312,1329.4,15,10852126.3266,66096660,66096660,1364420000000,272792913,267256,247.44354414,UNKNOWN
2017-11-21,8071.26,134739693480,1010858,1336.5,16,11869513.1697,69525573,69525573,1364420000000,273125909,332996,329.01817427,2632881286.5975
2017-11-22,8253.55,137797862084,1063484,1347.1,14,11733861.5907,62145627,62145627,1364420000000,273499408,373499,310.29655182,UNKNOWN
2017-11-23,8038.77,134227860479,1057804,1291.66,11,8342572.11359,74505418.5,74505418.5,1364420000000,273811391,311983,205.61524966,2481622640.96218
2017-11-24,8253.69,137831976173,1062701,1342.3,11,10648648.958,66973311.5,66973311.5,1364420000000,274164528,353137,265.91956914,UNKNOWN
2017-11-25,8790.92,146820557006,1048904,1349.4,13,9977010.84138,71579300.5,71579300.5,1347000000000,274471971,307443,233.53648718,2302620556.51406
2017-11-26,9330.55,155850742551,1040969,1349.4,21,10445729.4715,62444667.75,62444667.75,1347000000000,274804642,332671,195.63976527,UNKNOWN
2017-11-27,9818.35,164019464090,1048917,1349.4,28,10244850.0586,63219140.5,63219140.5,1347000000000,275135731,331089,191.22207725,3382462034.24211
2017-11-28,10058.8,168056012886,1047924,1349.7,31,11383166.7318,88342342.5,88342342.5,1347000000000,275517477,381746,236.5030831,UNKNOWN
2017-11-29,9888.61,165233728795,1062941,1337.1,59,10445729.4715,95545350,95545350,1347000000000,275882786,365309,245.23091351,4301831779.47883
2017-11-30,10233.6,171020085600,1064050,1328,46,11584046.1447,96455990.5,96455990.5,1347000000000,276281832,399046,290.90212855,UNKNOWN
2017-12-01,10975.6,183444663767,1068341,1333.5,35,11182287.3189,91581897.5,91581897.5,1347000000000,276665940,384108,270.63114407,2503164990.16471
2017-12-02,11074.6,185122039035,1067139,1328.7,26,12253644.1877,84808424,84808424,1347000000000,277078595,412655,247.0519056,UNKNOWN
2017-12-03,11323.2,189302389920,1036382,1328.7,25,10780528.493,82105509.5,82105509.5,1347000000000,277404052,325457,190.29585342,2065023836.1632
2017-12-04,11657.2,194912755450,1047336,1328.7,30,11784925.5576,73228455.5,73228455.5,1347000000000,277751360,347308,187.45114274,UNKNOWN
2017-12-05,11916.7,199278350420,1070004,1315.8,30,12119724.5791,90376985,90376985,1347000000000,278158828,407468,226.11990963,2657542627.73794
2017-12-06,14291.5,239024437136,1058645,1316.9,43,11918845.1662,112002295,112002295,1347000000000,278563810,404982,219.679754,UNKNOWN
2017-12-07,17899.7,299405364249,1058881,1303.7,100,14867776.0589,0,0,1590900000000,279006895,443085,257.16995428,5271885974.64757
2017-12-08,16569.4,277185764485,1037376,1298.8,85,11941671.1962,86758292,86758292,1590900000000,279381992,375097,361.57706839,UNKNOWN
2017-12-09,15178.2,253946084745,1058532,1297.5,56,12337090.7723,73309167,73309167,1590900000000,279767641,385649,641.42966479,3943426403.66603
2017-12-10,15455.4,258615393665,1050330,1297.5,51,13760601.246,68720388,68720388,1590900000000,280169324,401683,567.08842445,UNKNOWN
2017-12-11,16936.8,283439888520,1056198,1297.5,58,12969762.0939,113515111,113515111,1590900000000,280506049,336725,458.10029691,4272284928.33151
2017-12-12,17415.4,291483935710,1061447,1292.6,56,13523349.5004,123482998,123482998,1590900000000,280882792,376743,483.63865068,UNKNOWN
2017-12-13,16408.2,274663619978,1061643,1299.4,50,12337090.7723,116371027.8,116371027.8,1590900000000,281255547,372755,537.94407913,4755215235.39204
2017-12-14,16564,277310347000,1051163,1307.9,42,14709608.2285,111072508.5,111072508.5,1590900000000,281673329,417782,604.2979452,UNKNOWN
2017-12-15,17706.9,296482120238,1047133,1308.1,36,14630524.3133,107431722,107431722,1590900000000,282171656,498327,644.60794431,4219284344.1263
2017-12-16,19497.4,326502485530,1061459,1316.3,38,13365181.67,109391557,109391557,1590900000000,282572702,401046,592.70393429,UNKNOWN
2017-12-17,19140.8,320576568850,1053704,1316.3,41,13523349.5004,117971564,117971564,1590900000000,282939811,367109,534.01138337,5098289901.58077
2017-12-18,19114.2,320174318520,1040279,1316.3,43,14630524.3133,111038553,111038553,1590900000000,283329207,389396,535.43867532,UNKNOWN
2017-12-19,17776.7,297801055828,1042671,1315.5,45,16946489.2357,110322815.5,110322815.5,1873110000000,283727437,398230,587.12548366,3906879033.08123
