Date,Price,MarketCap,BlockSize,GoldPrice,GTrends,HashRate,MempoolCount,MempoolSize,MinningDifficulty,TotalTransaction,TransactionPerDay,TransactionFee,EstimatedTransactionVolumeUSD
2016-06-14,685.56,10734585656,921476,1325.6,63,1569148.86592,22589818,22589818,196061000000,135653411,252356,38.86224972,UNKNOWN
2016-06-15,694.47,10876756116,948041,1326,59,1296253.41,24042032,24042032,196061000000,135897361,243950,69.86,222394465.105347
2016-06-16,766.31,12004751236,923577,1336.6,83,1500925,27579183,27579183,196061000000,136158582,261221,84.56,UNKNOWN
2016-06-17,748.91,11734973407,957635,1333.9,78,1452193.67,25998551,25998551,196061000000,136426741,268159,82.29,313165865.407592
2016-06-18,756.23,11852610450,920253,1333.8,59,1452193.67,25169713,25169713,196061000000,136676825,250084,78.9,UNKNOWN
2016-06-19,763.78,11974386667,870589,1333.8,57,1549656.33,5121523.25,5121523.25,196061000000,136914476,237651,70.82,154508934.862762
2016-06-20,737.23,11561085979,711992,1333.8,48,1725089.12,5421813,5421813,196061000000,137128075,213599,63.14,UNKNOWN
2016-06-21,666.65,10456853278,796829,1314.2,67,1598387.66,7458221,7458221,196061000000,137379113,251038,76.77,356169310.303524
2016-06-22,596.12,9352374507,910838,1311.7,58,1551383.97,4655512,4655512,209453000000,137630815,251702,76.28,UNKNOWN
2016-06-23,623.98,9791649877,953400,1306.6,64,1343144.51,11185524.5,11185524.5,209453000000,137868377,237562,78.85,284618179.196952
2016-06-24,665.3,10442233719,912772,1365.7,100,1457676.21,13953334,13953334,209453000000,138102726,234349,75.3,UNKNOWN
2016-06-25,665.12,10442165051,942541,1367.7,69,1353556.48,10314997,10314997,209453000000,138340415,237689,74.41,149760846.601408
2016-06-26,629.37,9883123077,789868,1367.7,53,1728387.51,2235422,2235422,209453000000,138549977,209562,62.41,UNKNOWN
2016-06-27,655.28,10292371661,752373,1367.7,55,1530560.02,796739.5,796739.5,209453000000,138729332,179355,55.03,199055373.651594
2016-06-28,647,10164806261,783963,1361.1,50,1530560.02,2943671.25,2943671.25,209453000000,138948226,218894,61.78,UNKNOWN
2016-06-29,639.89,10055423427,766831,1370.3,45,1551383.97,3458657,3458657,209453000000,139161320,213094,58.5,206884074.071743
2016-06-30,673.34,10583527799,760830,1363.9,51,1520148.05,6941538,6941538,209453000000,139386590,225270,61.68,UNKNOWN
2016-07-01,676.3,10632674990,802322,1383.2,48,1561795.94,5208828.5,5208828.5,209453000000,139614445,227855,62.5,194741108.922565
2016-07-02,703.7,11066171356,747516,1345.5,49,1634679.75,5235177,5235177,209453000000,139824440,209995,58.85,UNKNOWN
2016-07-03,658.66,10360455388,683919,1345.5,44,1551383.97,1595932,1595932,209453000000,140017860,193420,52.92,159306740.472836
2016-07-04,683.66,10756225162,619848,1352,42,1603443.84,1536470.5,1536470.5,209453000000,140198938,181078,45.47,UNKNOWN
2016-07-05,670.63,10553590036,745041,1403.3,44,1601825.83,7354263,7354263,213399000000,140412857,213919,55.14,205876443.302665
2016-07-06,677.33,10661460872,781905,1411.7,45,1538177.12,4524652,4524652,213399000000,140627615,214758,55.87,UNKNOWN
2016-07-07,640.56,10084880016,811764,1405.5,48,1485136.53,3625283.25,3625283.25,213399000000,140848560,220945,55.67,215515452.039482
2016-07-08,666.52,10496037616,810661,1402.5,50,1463920.3,3224152,3224152,213399000000,141058479,209919,56.79,UNKNOWN
2016-07-09,650.96,10252979330,781022,1401.8,62,1538177.12,4269702,4269702,213399000000,141268846,210367,57.25,142818088.57251
2016-07-10,649.36,10229001841,654658,1401.8,52,1580609.59,2529951.5,2529951.5,213399000000,141451403,182557,47.4,UNKNOWN
2016-07-11,647.66,10203318330,579454,1401.8,45,1654866.42,1509744,1509744,213399000000,141614063,162660,38.56,168883000.517706
2016-07-12,664.55,10470577835,805996,1381.2,41,1516960.89,1660717.5,1660717.5,213399000000,141834287,220224,57.33,UNKNOWN
2016-07-13,654.47,10312716681,770339,1389.5,41,1516960.89,2022257,2022257,213399000000,142052445,218158,51.17,188298120.080821
2016-07-14,658.08,10370714378,822046,1378.2,37,1379055.35,4538665,4538665,213399000000,142269956,217511,53.55,UNKNOWN
2016-07-15,663.26,10453381650,809265,1374,39,1506352.77,3914539.75,3914539.75,213399000000,142493564,223608,58.38,186638357.60104
2016-07-16,660.77,10415413843,782482,1375.9,33,1432095.94,2595855.5,2595855.5,213399000000,142704890,211326,55.22,UNKNOWN
2016-07-17,679.46,10711263460,695142,1375.9,40,1665474.54,4132459,4132459,213399000000,142887158,182268,50.67,160525091.73713
2016-07-18,673.11,10612299585,705793,1375.9,34,1580609.59,8918986.5,8918986.5,213399000000,143057708,170550,47.87,UNKNOWN
2016-07-19,672.86,10609525767,809202,1379.3,38,1581302.69,3230416,3230416,213493000000,143280325,222617,59.69,156439533.725446
2016-07-20,665.68,10497527596,874870,1366.7,36,1358434.53,2605997,2605997,213493000000,143502177,221852,61.86,UNKNOWN
2016-07-21,665.01,10487976073,791752,1379.2,36,1591915.46,4927945,4927945,213493000000,143727717,225540,64.19,139720440.859401
2016-07-22,650.62,10261989674,818021,1372.5,33,1411498.38,2479668.5,2479668.5,213493000000,143950045,222328,60.41,UNKNOWN
2016-07-23,655.56,10340881944,864614,1368.3,31,1369047.3,5941172.5,5941172.5,213493000000,144170634,220589,65.19,115059449.184302
2016-07-24,661.28,10432244355,823729,1368.3,31,1390272.84,1867842.5,1867842.5,213493000000,144367513,196879,60.03,UNKNOWN
2016-07-25,654.1,10319876749,794320,1368.3,33,1337208.99,6723699.5,6723699.5,213493000000,144552041,184528,51.47,137031791.592569
2016-07-26,651.78,10284392843,904762,1369.6,42,1400885.61,9645416,9645416,213493000000,144790510,238469,69.86,UNKNOWN
2016-07-27,654.35,10325917979,928327,1378.1,34,1369047.3,12551129,12551129,213493000000,145027670,237160,70.79,175506620.63206
2016-07-28,655.03,10337749269,914784,1384.9,30,1358434.53,4544973.5,4544973.5,213493000000,145257917,230247,74.91,UNKNOWN
2016-07-29,656.99,10369809306,875056,1401.8,32,1453949.46,2114238,2114238,213493000000,145497859,239942,72.36,155222292.486318
2016-07-30,655.05,10340045284,817239,1402.3,34,1560077.15,11022328,11022328,213493000000,145727391,229532,72.26,UNKNOWN
2016-07-31,624.68,9861866433,884248,1402.3,34,1262919.6,2493292,2493292,213493000000,145926954,199563,65.72,148643265.777208
2016-08-01,606.27,9572348580,794596,1402.3,36,1634366.54,3736965.5,3736965.5,213493000000,146119704,192750,72.55,UNKNOWN
2016-08-02,547.47,8644864335,807231,1415.5,51,1623753.77,3901146.5,3901146.5,213493000000,146342915,223211,73.17,310244260.752019
2016-08-03,566.35,8944279139,863464,1410,96,1555605.72,3915224,3915224,201893000000,146593508,250593,81.75,UNKNOWN
2016-08-04,578.29,9133817995,787622,1414,50,1686075.87,5930951.5,5930951.5,201893000000,146835519,242011,76.68,206097159.659288
2016-08-05,575.04,9083715053,780650,1394,43,1535533.39,7136876,7136876,201893000000,147067700,232181,69.53,UNKNOWN
2016-08-06,587.78,9286055404,700179,1391.4,36,1696112.04,1492368,1492368,201893000000,147298012,230312,74.55,113350615.841685
2016-08-07,592.69,9364710627,624806,1391.4,45,1676039.71,2033417,2033417,201893000000,147493355,195343,59.93,UNKNOWN
2016-08-08,591.05,9339910963,761030,1391.4,39,1485352.56,5898022,5898022,201893000000,147683977,190622,66.98,137092319.617967
2016-08-09,587.8,9289374235,831087,1396.7,38,1495388.72,2793474,2793474,201893000000,147918170,234193,86.68,UNKNOWN
2016-08-10,592.1,9358441335,889356,1401.7,32,1254520.74,5518767,5518767,201893000000,148149385,231215,75.28,174758412.072643
2016-08-11,589.12,9312340020,837474,1400.1,31,1525497.22,2799297.5,2799297.5,201893000000,148399354,249969,75.73,UNKNOWN
2016-08-12,587.56,9288722581,849336,1392.9,30,1505424.89,8919861,8919861,201893000000,148650821,251467,79.92,151649427.882601
2016-08-13,585.59,9258715472,815307,1396.7,28,1495388.72,2202008,2202008,201893000000,148884807,233986,70.76,UNKNOWN
2016-08-14,570.47,9020848475,672275,1396.7,28,1645931.21,1505352.5,1505352.5,201893000000,149102586,217779,63.74,117723115.107671
2016-08-15,567.24,8970719083,632493,1396.7,33,1645931.21,5283880,5283880,201893000000,149297880,195294,61.7,UNKNOWN
2016-08-16,577.44,9132941526,811087,1405.1,31,1577645.9,3746055,3746055,217375000000,149503100,205220,68.34,180903207.515641
2016-08-17,573.22,9066995409,927459,1396.7,34,1469587.96,2857970.5,2857970.5,217375000000,149758651,255551,84.29,UNKNOWN
2016-08-18,574.32,9085487925,937400,1405.2,33,1329112.64,1017728,1017728,217375000000,149993959,235308,73.73,144427244.614815
2016-08-19,575.63,9107313927,795584,1394.1,31,1664092.25,2976515.75,2976515.75,217375000000,150231886,237927,76.47,UNKNOWN
2016-08-20,581.7,9204384754,788861,1391.3,30,1664092.25,1048590,1048590,217375000000,150477667,245781,80.79,112011435.467294
2016-08-21,581.31,9199366517,729054,1391.3,26,1685703.84,2428266,2428266,217375000000,150693528,215861,61.83,UNKNOWN
2016-08-22,586.75,9286647694,614849,1391.3,28,1761344.39,2908271,2908271,217375000000,150875803,182275,50.66,144303111.47118
2016-08-23,583.41,9234845697,771066,1393.9,34,1718121.22,4621171.5,4621171.5,217375000000,151099242,223439,66.08,UNKNOWN
2016-08-24,580.18,9184728961,826537,1376.5,31,1588451.69,3313544,3313544,217375000000,151338357,239115,67.65,158027182.139021
2016-08-25,577.76,9147297036,769692,1370.1,32,1653286.46,2552324,2552324,217375000000,151578206,239849,65.72,UNKNOWN
2016-08-26,579.65,9178145243,871898,1369.3,31,1404753.2,2511627,2511627,217375000000,151810385,232179,64.61,126548713.755308
2016-08-27,569.95,9025464112,830806,1370.5,29,1426364.78,3510094,3510094,217375000000,152035601,225216,62.44,UNKNOWN
2016-08-28,573.91,9089312935,696156,1370.5,30,1556034.31,3127387.5,3127387.5,217375000000,152228252,192651,55.47,81677102.5935288
2016-08-29,574.11,9093420855,602585,1370.5,31,1642480.66,1988807.5,1988807.5,217375000000,152401194,172942,48.91,UNKNOWN
2016-08-30,577.5,9148340524,818211,1360.6,31,1635101.52,5281979,5281979,220756000000,152631883,230689,64.37,153671377.365597
2016-08-31,575.47,9117106217,778545,1354,34,1810682.89,2058093,2058093,220756000000,152880665,248782,68.3,UNKNOWN
2016-09-01,572.3,9067854884,833950,1359,58,1481467.82,2391570.5,2391570.5,220756000000,153107150,226485,62.71,158171124.595231
2016-09-02,575.54,9120159589,836572,1371.7,55,1547310.83,2221966,2221966,220756000000,153340619,233469,63.71,UNKNOWN
2016-09-03,598.21,9480380026,743751,1326.25,57,1678996.86,1262847.5,1262847.5,220756000000,153569674,229055,57.33,102592239.860787
2016-09-04,608.63,9646846465,759944,1326.25,66,1382703.3,2276533,2276533,220756000000,153749140,179466,51.54,UNKNOWN
2016-09-05,606.59,9615468145,570240,1331.1,68,1964316.59,5099923.5,5099923.5,220756000000,153929176,180036,46.63,134025129.128212
2016-09-06,610.44,9677437248,898570,1397.5,55,1536337,6515973.5,6515973.5,220756000000,154164236,235060,63.04,UNKNOWN
2016-09-07,614.54,9743676240,853616,1393.5,58,1492441.65,3347374.5,3347374.5,220756000000,154391706,227470,60.65,141851022.647114
2016-09-08,626.32,9931412644,813702,1386.6,76,1668023.03,3034164.5,3034164.5,220756000000,154645093,253387,63.76,UNKNOWN
2016-09-09,622.86,9877681032,812227,1379.5,64,1580232.34,4232581,4232581,220756000000,154870767,225674,59.6,147264804.281444
2016-09-10,623.51,9889124590,803678,1370.8,68,1569258.5,1660657,1660657,220756000000,155088369,217602,64.1,UNKNOWN
2016-09-11,606.72,9624021892,652659,1370.8,61,1700944.53,2555211,2555211,220756000000,155284580,196211,51.15,105076958.787512
2016-09-12,608.24,9649385919,592593,1370.8,61,1799709.05,1120860,1120860,220756000000,155464290,179710,47.43,UNKNOWN
2016-09-13,609.24,9666424848,703273,1367.2,61,1829872.71,3809124,3809124,225833000000,155676865,212575,55.92,143083944.241577
2016-09-14,610.68,9690463177,772963,1369.7,63,1863551.35,2245179,2245179,225833000000,155915151,238286,68.38,UNKNOWN
2016-09-15,607.16,9635571708,760410,1361.3,63,1751289.22,2341752.5,2341752.5,225833000000,156143013,227862,62.36,122887826.653529
2016-09-16,606.97,9633710359,753592,1353.5,56,1728836.79,8654360,8654360,225833000000,156377052,234039,59.69,UNKNOWN
2016-09-17,605.98,9619198525,787598,1360.8,55,1571669.81,7676214.5,7676214.5,225833000000,156593771,216719,64.55,92192153.8006557
2016-09-18,609.87,9682008337,743616,1360.8,63,1829872.71,2266443.5,2266443.5,225833000000,156806197,212426,57.63,UNKNOWN
2016-09-19,609.23,9672709264,685507,1360.8,52,1627800.88,2044334.5,2044334.5,225833000000,156997517,191320,53.02,134357326.466812
2016-09-20,608.31,9659269452,837520,1361.3,61,1493086.32,3127980.5,3127980.5,225833000000,157222796,225279,66.12,UNKNOWN
2016-09-21,597.15,9483211005,770330,1374.9,59,1717610.58,1581016.5,1581016.5,225833000000,157464277,241481,69.34,132006186.045231
2016-09-22,596.3,9470698215,709474,1386.7,56,1863551.35,2520243.75,2520243.75,225833000000,157702384,238107,64.96,UNKNOWN
2016-09-23,602.84,9575631549,770954,1383.7,57,1582896.02,3558381.5,3558381.5,225833000000,157932152,229768,62.72,146146259.916553
2016-09-24,602.63,9573385118,814055,1386.6,64,1526764.96,1465014.5,1465014.5,225833000000,158162440,230288,60.05,UNKNOWN
2016-09-25,600.83,9546132575,622439,1386.6,56,1874777.56,2538606.5,2538606.5,225833000000,158365702,203262,59.47,152870734.288329
2016-09-26,608.04,9661922446,574962,1386.6,56,2230413.26,2753305,2753305,241227000000,158562486,196784,50,UNKNOWN
2016-09-27,606.17,9633311305,773783,1372.7,49,1834694.78,2568325,2568325,241227000000,158794321,231835,60.52,145940667.050968
2016-09-28,604.73,9611532319,771489,1365.6,55,2026558.28,1871335,1871335,241227000000,159038201,243880,63.63,UNKNOWN
2016-09-29,605.69,9627902106,780807,1368,48,1774737.43,2244448,2244448,241227000000,159272439,234238,64.74,153616273.138195
2016-09-30,609.73,9693198750,834386,1359.3,61,1714780.09,3002072.5,3002072.5,241227000000,159513724,241285,68.53,UNKNOWN
2016-10-01,613.98,9761887632,828178,1354.8,55,1702788.62,1595961.25,1595961.25,241227000000,159762007,248283,68.45,103988578.282907
2016-10-02,610.89,9713776587,715201,1354.8,56,1882660.65,6429674.5,6429674.5,241227000000,159978069,216062,58.73,UNKNOWN
2016-10-03,612.13,9734618878,722342,1354.8,57,1690797.15,5356964.5,5356964.5,241227000000,160167660,189591,53.42,152745154.983948
2016-10-04,610.2,9705099355,864570,1311,55,1822703.31,7238322,7238322,241227000000,160430579,262919,75.66,UNKNOWN
2016-10-05,612.51,9743018924,821254,1310.2,48,1894652.12,4772203,4772203,241227000000,160692534,261955,71.03,148295757.862839
2016-10-06,613.02,9752315689,793521,1294.4,54,2002575.35,2247681,2247681,241227000000,160962090,269556,72.77,UNKNOWN
2016-10-07,617.12,9818599994,822020,1293.4,52,1930626.53,4656428,4656428,241227000000,161233810,271720,77.72,141600454.506918
2016-10-08,619.11,9851461946,872929,1302.8,49,1726771.55,1943338.5,1943338.5,241227000000,161501440,267630,72.73,UNKNOWN
2016-10-09,616.75,9815156618,746067,1302.8,57,2171858.8,2121140,2121140,258523000000,161747807,246367,67.51,119547253.301373
2016-10-10,618.99,9851764897,697154,1302.8,52,2056197.68,14757907,14757907,258523000000,161962278,214471,58.27,UNKNOWN
2016-10-11,641.07,10204214839,864814,1298.4,66,1606404.44,9529941,9529941,258523000000,162187152,224874,68.34,191535068.092531
2016-10-12,636.19,10127644784,924003,1296.6,67,1786321.73,5731935.5,5731935.5,258523000000,162449533,262381,80.75,UNKNOWN
2016-10-13,636.79,10138078870,857097,1301.2,58,1863429.15,5563501.5,5563501.5,258523000000,162683394,233861,69.03,173562327.839718
2016-10-14,640.38,10196303437,919213,1299.3,54,1644958.14,3006809.5,3006809.5,258523000000,162914263,230869,67.12,UNKNOWN
2016-10-15,638.65,10169814232,858046,1300.7,56,1747768.03,4291901.5,4291901.5,258523000000,163152232,237969,68.01,129491942.695046
2016-10-16,641.63,10218348388,773340,1300.7,58,1824875.44,1696010.5,1696010.5,258523000000,163362173,209941,62.6,UNKNOWN
2016-10-17,639.19,10180488274,769884,1300.7,54,1670660.61,2268805,2268805,258523000000,163561553,199380,57.54,162092886.470044
2016-10-18,637.96,10162029114,929626,1307.5,57,1606404.44,4647785.5,4647785.5,258523000000,163799861,238308,72.44,UNKNOWN
2016-10-19,630.52,10044471117,841827,1314.3,56,1991941.5,8980878,8980878,258523000000,164049751,249890,77.24,153607523.148711
2016-10-20,630.86,10050854099,807448,1312.6,52,1619255.67,9007670,9007670,258523000000,164243645,193894,63.05,UNKNOWN
2016-10-21,632.83,10083501603,977453,1312.1,53,1722065.56,2114750,2114750,258523000000,164521526,277881,89.31,156669875.507655
2016-10-22,657.29,10474463658,773349,1306.3,55,2107602.62,5241511.5,5241511.5,258523000000,164781132,259606,76.08,UNKNOWN
2016-10-23,657.07,10472100602,813241,1306.3,60,1878507.28,2144034.5,2144034.5,253618000000,164999689,218557,66.62,103115122.848848
2016-10-24,653.76,10420469172,792472,1306.3,52,1815470.12,1869831.5,1869831.5,253618000000,165192494,192805,67.49,UNKNOWN
2016-10-25,657.59,10482565592,886375,1317.7,57,1802862.69,10362527.5,10362527.5,253618000000,165417291,224797,81.14,177371950.411646
2016-10-26,678.3,10813913071,943930,1310.7,71,1752432.96,26407464,26407464,253618000000,165655884,238593,99.09,UNKNOWN
2016-10-27,688.31,10974828655,974398,1315.6,72,1752432.96,6790333.5,6790333.5,253618000000,165877796,221912,125.06,258545483.966802
2016-10-28,689.65,10997420362,977626,1322.7,71,2042403.89,1958919.5,1958919.5,253618000000,166210534,332738,111.04,UNKNOWN
2016-10-29,714.48,11394596830,803986,1319.3,81,1916329.57,4977001.5,4977001.5,253618000000,166455378,244844,82.18,166370935.98013
2016-10-30,701.86,11194834676,780294,1319.3,70,1878507.28,2169649.5,2169649.5,253618000000,166687131,231753,73.16,UNKNOWN
2016-10-31,700.97,11181852070,620427,1319.3,69,2130655.91,5910837,5910837,253618000000,166893019,205888,62.96,210506851.255889
2016-11-01,729.79,11642863554,821732,1334.4,32,1853292.41,3050214.5,3050214.5,253618000000,167138109,245090,76.3,UNKNOWN
2016-11-02,740.83,11820110421,857061,1354.4,32,1815470.12,8211178,8211178,253618000000,167386833,248724,78.88,164356161.509587
2016-11-03,688.7,10989660280,901549,1350.2,30,1676788.37,2127630.5,2127630.5,253618000000,167653374,266541,79.52,UNKNOWN
2016-11-04,703.23,11222575748,835649,1352.1,29,1966759.3,5180880.75,5180880.75,253618000000,167926928,273554,79.22,195355546.311458
2016-11-05,703.42,11226736982,956644,1326.8,27,1462462.04,3513685.5,3513685.5,253618000000,168173840,246912,84.33,UNKNOWN
2016-11-06,711.52,11357385316,783016,1326.8,24,1885928.48,2385320,2385320,254620000000,168410430,236590,74.56,114742910.971948
2016-11-07,703.13,11224670783,733418,1326.8,26,1949214.67,6043784,6043784,254620000000,168634705,224275,71.77,UNKNOWN
2016-11-08,709.85,11333339468,893414,1322.6,24,1847956.77,3862176.5,3862176.5,254620000000,168912711,278006,91.27,207694374.685563
2016-11-09,723.27,11548965779,865388,1322.1,41,2139073.24,6358161.5,6358161.5,254620000000,169206350,293639,89.25,UNKNOWN
2016-11-10,715.53,11426817526,892891,1313,28,1860614.01,2070625.5,2070625.5,254620000000,169478802,272452,83.73,187826423.936318
2016-11-11,716.41,11442241390,788722,1269.1,25,2126416.01,1922114.5,1922114.5,254620000000,169744878,266076,82.29,UNKNOWN
2016-11-12,705.05,11262273136,763428,1271.7,26,2063129.82,1931859,1931859,254620000000,170003666,258788,72.74,121310139.566461
2016-11-13,702.03,11215181107,717824,1271.7,25,2126416.01,3990637.25,3990637.25,254620000000,170235693,232027,65.89,UNKNOWN
2016-11-14,705.02,11271073434,763837,1271.7,26,1809985.05,2890299,2890299,254620000000,170449805,214112,63.15,167411486.834791
2016-11-15,711.62,11377924616,797724,1275.7,25,2177044.96,4349847.5,4349847.5,254620000000,170723584,273779,79.42,UNKNOWN
2016-11-16,744.2,11900441939,851167,1275.1,28,1974529.15,2678007,2678007,254620000000,171003653,280069,81.45,266411874.867395
2016-11-17,740.98,11850398479,794715,1268.6,30,2177044.96,2978346.5,2978346.5,254620000000,171295863,292210,79.74,UNKNOWN
2016-11-18,751.59,12021432968,898420,1261.2,27,2012500.86,3123499.5,3123499.5,254620000000,171570331,274468,89.03,195698807.196307
2016-11-19,751.62,12023262925,930712,1261.6,28,2073243.13,3284789,3284789,281801000000,171845437,275106,83.54,UNKNOWN
2016-11-20,731.03,11695081878,847582,1261.6,29,1989192.73,3218911.5,3218911.5,281801000000,172096531,251094,72.14,128952148.560894
2016-11-21,739.25,11827902946,910103,1261.6,24,1807083.54,13189186.25,13189186.25,281801000000,172341918,245387,73.7,UNKNOWN
2016-11-22,751.35,12022735372,922480,1262.8,29,1961175.94,35570809,35570809,281801000000,172627512,285594,95.49,221241977.735407
2016-11-23,744.59,11916054235,958831,1241.7,27,1877125.54,43193593,43193593,281801000000,172912106,284594,101.52,UNKNOWN
2016-11-24,740.29,11848658575,951133,1185.55,27,2059234.73,38839218,38839218,281801000000,173183008,270902,108.95,254076694.025221
2016-11-25,741.65,11871816579,951721,1230.3,24,2297377.53,25986362,25986362,281801000000,173517935,334927,137.18,UNKNOWN
2016-11-26,735.38,11772895899,942793,1243.4,23,2129276.73,16917300,16917300,281801000000,173833017,315082,138.07,182382884.916916
2016-11-27,732.03,11720648987,936386,1243.4,25,2157293.53,4106622,4106622,281801000000,174105155,272138,102.63,UNKNOWN
2016-11-28,735.81,11782628755,830629,1243.4,30,2017209.53,10022656.5,10022656.5,281801000000,174349261,244106,81.15,200604646.382972
2016-11-29,735.6,11780661280,907666,1240.3,26,2297377.53,4307446.5,4307446.5,281801000000,174646114,296853,109.57,UNKNOWN
2016-11-30,745.69,11943536630,907780,1223.2,28,2115268.33,7341956.75,7341956.75,281801000000,174935623,289509,102.53,206457187.757014
2016-12-01,756.77,12122431239,912239,1218.5,31,1989192.73,18831865,18831865,281801000000,175227820,292197,99.56,UNKNOWN
2016-12-02,777.94,12462935160,899527,1227.2,31,2045226.33,26215435,26215435,281801000000,175462468,234648,102.7,228141076.849329
2016-12-03,771.16,12355811709,970674,1226.5,28,2052749.31,4296461,4296461,286766000000,175782872,320404,121.34,UNKNOWN
2016-12-04,773.87,12400766376,882210,1226.5,30,2451895.01,6128638,6128638,286766000000,176070298,287426,101.13,100381256.301266
2016-12-05,758.7,12159115875,854387,1226.5,30,2109770.13,4933889,4933889,286766000000,176315644,245346,92.63,UNKNOWN
2016-12-06,764.22,12249086971,889230,1219.8,32,2166790.94,14607138,14607138,286766000000,176594595,278951,106.12,212285749.937543
2016-12-07,768.13,12313376414,961044,1231.4,32,2138280.53,3048292.5,3048292.5,286766000000,176916459,321864,119.47,UNKNOWN
2016-12-08,770.81,12357837893,879948,1227.2,31,2494660.62,3611402.75,3611402.75,286766000000,177224849,308390,107.75,233884533.88058
2016-12-09,772.79,12390863077,856546,1216.8,27,2238066.96,9195251.5,9195251.5,286766000000,177510078,285229,96.23,UNKNOWN
2016-12-10,774.65,12421967470,928314,1221.1,31,1924452.48,9045854,9045854,286766000000,177775855,265777,96.3,149430380.862365
2016-12-11,769.73,12344888048,888023,1221.1,26,1881686.87,3989754,3989754,286766000000,178022288,246433,86.84,UNKNOWN
2016-12-12,780.09,12512497969,676731,1221.1,30,2223811.75,6984413.5,6984413.5,286766000000,178250238,227950,93.12,212868618.324386
2016-12-13,780.56,12521776922,816436,1214.4,32,2223811.75,4409874,4409874,286766000000,178522658,272420,93.12,UNKNOWN
2016-12-14,781.48,12534369129,820543,1219.1,31,2537426.23,6930231,6930231,286766000000,178817590,294932,97.65,206398743.80016
2016-12-15,778.09,12484761985,904416,1190.8,27,1981473.29,10293412,10293412,286766000000,179105363,287773,94.82,UNKNOWN
2016-12-16,784.91,12595490539,949927,1198.6,27,1958064.63,16556213,16556213,310154000000,179387172,281809,100.43,239348887.735369
2016-12-17,790.83,12691945028,971867,1203.6,27,2050571.62,9325743.5,9325743.5,310154000000,179666577,279405,97.57,UNKNOWN
2016-12-18,790.53,12688510068,817036,1203.6,25,2235585.61,11543178,11543178,310154000000,179902625,236048,81.66,158395598.324621
2016-12-19,792.71,12725090633,861413,1203.6,30,2173914.28,6644433.5,6644433.5,310154000000,180140440,237815,80.81,UNKNOWN
2016-12-20,800.88,12857473134,914759,1194.7,29,2343510.43,12319035.5,12319035.5,310154000000,180425285,284845,104.7,243951480.369348
2016-12-21,834.28,13395445163,970391,1194.2,42,2127660.78,13380525.5,13380525.5,310154000000,180720064,294779,101.92,UNKNOWN
2016-12-22,864.54,13882988216,963969,1191.5,50,2451435.25,7488816,7488816,310154000000,181042961,322897,114.92,338878078.662079
2016-12-23,921.98,14807189352,918529,1194.5,58,2451435.25,7523823.5,7523823.5,310154000000,181359620,316659,106.17,UNKNOWN
2016-12-24,898.82,14436754927,889235,1135,46,2343510.43,11936855,11936855,310154000000,181662473,302853,100.48,202692630.219886
2016-12-25,896.18,14396194094,852947,1135,45,2112242.95,2601657.5,2601657.5,310154000000,181902200,239727,83.58,UNKNOWN
2016-12-26,907.61,14581389977,639416,1134.55,42,2574777.9,2437846,2437846,310154000000,182099117,196917,62.62,243945751.84128
2016-12-27,933.2,14994286713,867973,1199.6,49,2189332.11,3483145.5,3483145.5,310154000000,182348427,249310,87.97,UNKNOWN
2016-12-28,975.92,15682769405,876651,1201.7,54,2405181.75,4864990.5,4864990.5,310154000000,182642681,294254,99.53,329559351.888611
2016-12-29,973.5,15645617392,868481,1218.9,54,2589949.67,5011196,5011196,317688000000,182948842,306161,104.35,UNKNOWN
2016-12-30,961.24,15450507055,940410,1212.2,49,2368856.4,5094154.5,5094154.5,317688000000,183254713,305871,107.23,317816520.587309
2016-12-31,963.74,15492554222,868063,1151.05,43,2479403.03,4391275.5,4391275.5,317688000000,183540362,285649,100.31,UNKNOWN
2017-01-01,998.33,16050407461,799230,1151.05,40,2337271.65,2218670.5,2218670.5,317688000000,183786754,246392,82.32,166788994.438506
2017-01-02,1021.75,16429024775,706647,1151.05,78,2463610.66,9127163,9127163,317688000000,183964964,178210,65.07,UNKNOWN
2017-01-03,1043.84,16786368910,933768,1222.4,70,2526780.16,5086638.25,5086638.25,317688000000,184254828,289864,113.9,341754284.937987
2017-01-04,1154.73,18571869009,917326,1224.8,81,2589949.67,11865512.5,11865512.5,317688000000,184564602,309774,117.5,UNKNOWN
2017-01-05,1013.38,16300254795,986098,1239.8,100,2432025.91,32676089.5,32676089.5,317688000000,184891161,326559,195.73,565779976.610049
2017-01-06,902.2,14513695758,983710,1233.4,79,2210932.64,26325685,26325685,317688000000,185182137,290976,114.99,UNKNOWN
2017-01-07,908.59,14618030536,984745,1245.3,65,2542572.54,18823266,18823266,317688000000,185526652,344515,127.77,295587982.400845
2017-01-08,911.2,14661966429,987219,1245.3,53,2195140.26,14986669,14986669,317688000000,185808440,281788,107.13,UNKNOWN
2017-01-09,902.83,14528815565,802749,1245.3,51,2637326.79,6875767.5,6875767.5,317688000000,186065354,256914,91.24,272509052.560264
2017-01-10,907.68,14608685049,932439,1246.2,47,2147763.14,18277764.5,18277764.5,317688000000,186340048,274694,102.04,UNKNOWN
2017-01-11,777.76,12519135996,956578,1257.7,59,2679581.83,8550282.5,8550282.5,336900000000,186662071,322023,119.94,413905306.443591
2017-01-12,804.83,12956730411,926294,1261,64,2562350.13,8147081,8147081,336900000000,186967251,305180,111.82,UNKNOWN
