training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.44,0.59,1.0,0.24,0.37,1.0,and(or(and($TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4) $TransactionVolume_USD_bin0) !$BlockSize_bin1) 
0.44,0.59,1.0,0.24,0.37,1.0,and(or(and($TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4) $TransactionVolume_USD_bin0) !$MempoolCount_bin0) 
0.44,0.59,1.0,0.24,0.37,1.0,and(or(and($TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4) $TransactionVolume_USD_bin0) !$MempoolSize_bin0) 
0.5,0.64,1.0,0.24,0.37,1.0,and(or(and($TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4) $TransactionVolume_USD_bin0) !$TransactionPerDay_bin2) 
0.44,0.59,1.0,0.28,0.4,1.0,or(and(!$BlockSize_bin1 $TransactionVolume_USD_bin0) and($TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4)) 
0.44,0.59,1.0,0.24,0.37,1.0,or(and(!$MempoolCount_bin0 $TransactionVolume_USD_bin0) and($TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4)) 
0.44,0.59,1.0,0.24,0.37,1.0,or(and(!$MempoolSize_bin0 $TransactionVolume_USD_bin0) and($TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4)) 
0.5,0.64,1.0,0.24,0.37,1.0,or(and(!$TransactionPerDay_bin2 $TransactionVolume_USD_bin0) and($TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4)) 
0.44,0.59,1.0,0.28,0.4,1.0,or(and(!$TransactionFee_bin2 $TransactionVolume_USD_bin0) and($TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4)) 
0.44,0.59,1.0,0.24,0.37,1.0,or(and(!$BlockSize_bin3 !$TransactionPerDay_bin2 $TransactionVolume_USD_bin0) and($TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4)) 
