training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.62,0.8,1.0,0.62,0.6,0.53,or(and(!$MarketCap_bin2 !$TransactionFee_bin3 !$TransactionFee_bin6 !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin4) and(!$TransactionFee_bin0 $TransactionFee_bin2)) 
0.62,0.8,1.0,0.62,0.47,0.42,or(and(!$MinningDifficulty_bin0 !$TransactionFee_bin3 !$TransactionFee_bin6 !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin4) and(!$TransactionFee_bin0 $TransactionFee_bin2)) 
0.62,0.8,1.0,0.62,0.67,0.62,and(or(and(!$TransactionFee_bin0 $TransactionFee_bin2) and(!$TransactionFee_bin3 !$TransactionFee_bin6 !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin4)) !$MarketCap_bin2) 
0.62,0.8,1.0,0.62,0.47,0.42,and(or(and(!$TransactionFee_bin0 $TransactionFee_bin2) and(!$TransactionFee_bin3 !$TransactionFee_bin6 !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin4)) !$MinningDifficulty_bin0) 
0.62,0.8,1.0,0.54,0.47,0.41,and(or(and(!$TransactionFee_bin0 $TransactionFee_bin2) and(!$TransactionFee_bin3 !$TransactionFee_bin6 !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin4)) !$BlockSize_bin3 !$MinningDifficulty_bin0) 
0.62,0.8,1.0,0.62,0.6,0.53,or(and(or($MarketCap_bin0 !$MarketCap_bin2) !$TransactionFee_bin3 !$TransactionFee_bin6 !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin4) and(!$TransactionFee_bin0 $TransactionFee_bin2)) 
0.62,0.8,1.0,0.38,0.57,0.5,or(and(or($MarketCap_bin0 $GTrends_bin4) !$TransactionFee_bin3 !$TransactionFee_bin6 !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin4) and(!$TransactionFee_bin0 $TransactionFee_bin2)) 
0.62,0.8,1.0,0.62,0.47,0.42,and(or(and(!$TransactionFee_bin0 $TransactionFee_bin2) and(!$TransactionFee_bin3 !$TransactionFee_bin6 !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin4)) or(!$MarketCap_bin2 !$TransactionVolume_USD_bin5)) 
0.62,0.8,1.0,0.62,0.47,0.42,and(or(and(!$TransactionFee_bin0 $TransactionFee_bin2) and(!$TransactionFee_bin3 !$TransactionFee_bin6 !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin4)) or(!$MinningDifficulty_bin0 $TransactionFee_bin2)) 
0.54,0.76,1.0,0.38,0.57,0.5,or(and($MarketCap_bin0 !$TransactionFee_bin3 !$TransactionFee_bin6 !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin4) and(!$TransactionFee_bin0 $TransactionFee_bin2)) 
