training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.75,0.88,1.0,0.57,0.37,0.38,or(and(!$HashRate_bin1 !$TransactionFee_bin6 $TransactionVolume_USD_bin4) $MarketCap_bin0 $TransactionVolume_USD_bin0) 
0.75,0.81,0.82,0.57,0.37,0.38,or(and(!$TransactionFee_bin6 $TransactionVolume_USD_bin4) $MarketCap_bin0 $TransactionVolume_USD_bin0) 
0.67,0.77,0.8,0.14,0.33,0.2,or(and(or($MarketCap_bin0 !$TransactionFee_bin6) $TransactionVolume_USD_bin4) $TransactionVolume_USD_bin0) 
0.75,0.81,0.82,0.64,0.4,0.41,or(and(or($MempoolCount_bin8 $TransactionVolume_USD_bin4) !$TransactionFee_bin6) $MarketCap_bin0 $TransactionVolume_USD_bin0) 
0.75,0.81,0.82,0.5,0.33,0.35,or(and($MarketCap_bin0 !$TransactionFee_bin5) and(!$TransactionFee_bin6 $TransactionVolume_USD_bin4) $TransactionVolume_USD_bin0) 
0.75,0.81,0.82,0.64,0.4,0.41,or(and(or($MarketCap_bin0 $MempoolCount_bin8 $TransactionVolume_USD_bin4) !$TransactionFee_bin6) $MarketCap_bin0 $TransactionVolume_USD_bin0) 
0.75,0.81,0.82,0.64,0.4,0.41,or(and(or($MempoolCount_bin8 $MempoolSize_bin9 $TransactionVolume_USD_bin4) !$TransactionFee_bin6) $MarketCap_bin0 $TransactionVolume_USD_bin0) 
0.75,0.81,0.82,0.71,0.43,0.43,or(and(or($MempoolCount_bin8 $TransactionPerDay_bin3 $TransactionVolume_USD_bin4) !$TransactionFee_bin6) $MarketCap_bin0 $TransactionVolume_USD_bin0) 
0.75,0.81,0.82,0.64,0.4,0.41,or(and(or(and(!$MempoolCount_bin6 $MempoolCount_bin8) $TransactionVolume_USD_bin4) !$TransactionFee_bin6) $MarketCap_bin0 $TransactionVolume_USD_bin0) 
0.75,0.81,0.82,0.57,0.37,0.38,or(and(or(and($MempoolCount_bin6 $MempoolCount_bin8) $TransactionVolume_USD_bin4) !$TransactionFee_bin6) $MarketCap_bin0 $TransactionVolume_USD_bin0) 
