training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.67,0.79,1.0,0.41,0.57,0.7,and(or(and(!$TransactionPerDay_bin5 $TransactionPerDay_bin7) $TransactionVolume_USD_bin0) !$MarketCap_bin1) 
0.73,0.83,1.0,0.65,0.57,0.61,and(or(and(!$TransactionPerDay_bin5 $TransactionPerDay_bin7) $TransactionVolume_USD_bin0) !$HashRate_bin3) 
0.67,0.79,1.0,0.41,0.5,0.58,or(and(!$MarketCap_bin1 $TransactionVolume_USD_bin0) and(!$TransactionPerDay_bin5 $TransactionPerDay_bin7)) 
0.73,0.83,1.0,0.65,0.57,0.61,or(and(!$HashRate_bin3 $TransactionVolume_USD_bin0) and(!$TransactionPerDay_bin5 $TransactionPerDay_bin7)) 
0.6,0.75,1.0,0.35,0.47,0.55,or(and(!$MarketCap_bin1 !$TransactionPerDay_bin2 $TransactionVolume_USD_bin0) and(!$TransactionPerDay_bin5 $TransactionPerDay_bin7)) 
0.47,0.67,1.0,0.65,0.57,0.61,and(or(and(!$TransactionPerDay_bin5 $TransactionPerDay_bin7) $TransactionVolume_USD_bin0) !$GoldPrice_bin6) 
0.47,0.67,1.0,0.65,0.57,0.61,or(and(!$GoldPrice_bin6 $TransactionVolume_USD_bin0) and(!$TransactionPerDay_bin5 $TransactionPerDay_bin7)) 
0.47,0.67,1.0,0.65,0.57,0.61,and(or(and(!$TransactionPerDay_bin5 $TransactionPerDay_bin7) $TransactionVolume_USD_bin0) !$GoldPrice_bin6 !$HashRate_bin3) 
0.47,0.67,1.0,0.0,0.43,-1.0,and(or(and(!$TransactionPerDay_bin5 $TransactionPerDay_bin7) $TransactionVolume_USD_bin0) !$HashRate_bin3 $MinningDifficulty_bin2) 
0.6,0.71,0.9,0.47,0.57,0.67,and(!$BlockSize_bin1 $TransactionVolume_USD_bin0) 
