training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.45,0.63,0.81,0.6,0.5,0.75,or(and(or(and(!$BlockSize_bin3 $TransactionVolume_USD_bin0) $TransactionVolume_USD_bin4) !$MinningDifficulty_bin0 !$MinningDifficulty_bin2) $TransactionFee_bin6) 
0.44,0.63,0.81,0.6,0.5,0.75,or(and(or(and(!$MempoolSize_bin2 $TransactionVolume_USD_bin0) $TransactionVolume_USD_bin4) !$MinningDifficulty_bin0 !$MinningDifficulty_bin2) $TransactionFee_bin6) 
0.44,0.63,0.81,0.6,0.5,0.75,and(or(and(or(and(!$MempoolSize_bin2 $TransactionVolume_USD_bin0) $TransactionVolume_USD_bin4) !$MinningDifficulty_bin0) $TransactionFee_bin6) !$MinningDifficulty_bin2) 
0.44,0.62,0.78,0.6,0.5,0.75,or(and(or(and(!$GoldPrice_bin3 $TransactionVolume_USD_bin0) $TransactionVolume_USD_bin4) !$MinningDifficulty_bin0) $TransactionFee_bin6) 
0.51,0.66,0.82,0.8,0.67,0.8,or(and(or(and(!$BlockSize_bin3 $TransactionVolume_USD_bin0) $TransactionVolume_USD_bin4) !$MinningDifficulty_bin0 !$MinningDifficulty_bin2) $HashRate_bin8 $TransactionFee_bin6) 
0.45,0.63,0.8,0.56,0.47,0.74,or(and(or(and(!$BlockSize_bin3 $TransactionVolume_USD_bin0) $TransactionVolume_USD_bin4) !$BlockSize_bin8 !$MinningDifficulty_bin0) $TransactionFee_bin6) 
0.47,0.63,0.78,0.6,0.5,0.75,and(or($TransactionFee_bin6 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin4) !$HashRate_bin0 !$MinningDifficulty_bin0) 
0.47,0.63,0.78,0.6,0.5,0.75,and(or(and(or($TransactionVolume_USD_bin0 $TransactionVolume_USD_bin4) !$HashRate_bin0) $TransactionFee_bin6) !$MinningDifficulty_bin0) 
0.5,0.66,0.81,0.8,0.67,0.8,or(and(or(and(!$MempoolSize_bin2 $TransactionVolume_USD_bin0) $TransactionVolume_USD_bin4) !$MinningDifficulty_bin0 !$MinningDifficulty_bin2) $HashRate_bin8 $TransactionFee_bin6) 
0.5,0.66,0.81,0.8,0.67,0.8,and(or(and(or(and(!$MempoolSize_bin2 $TransactionVolume_USD_bin0) $TransactionVolume_USD_bin4) !$MinningDifficulty_bin0) $HashRate_bin8 $TransactionFee_bin6) !$MinningDifficulty_bin2) 
