training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.45,0.59,0.95,0.0,0.2,-1.0,or(and($GoldPrice_bin0 !$MinningDifficulty_bin0 !$MinningDifficulty_bin2 !$TransactionFee_bin1) $MinningDifficulty_bin7) 
0.45,0.59,0.95,0.0,0.2,-1.0,or(and(!$GoldPrice_bin1 !$MinningDifficulty_bin0 !$MinningDifficulty_bin2 !$TransactionFee_bin1) $MinningDifficulty_bin7) 
0.45,0.59,0.95,0.0,0.2,-1.0,and(or(and(!$GoldPrice_bin1 !$MinningDifficulty_bin2 !$TransactionFee_bin1) $MinningDifficulty_bin7) !$MinningDifficulty_bin0) 
0.4,0.55,0.91,0.04,0.23,1.0,or($MinningDifficulty_bin1 $MinningDifficulty_bin7 $TransactionPerDay_bin6) 
0.45,0.59,0.95,0.0,0.2,-1.0,or(and($GoldPrice_bin0 !$GoldPrice_bin1 !$MinningDifficulty_bin0 !$MinningDifficulty_bin2 !$TransactionFee_bin1) $MinningDifficulty_bin7) 
0.45,0.59,0.95,0.0,0.2,-1.0,or(and(or($GoldPrice_bin0 !$GoldPrice_bin1) !$MinningDifficulty_bin0 !$MinningDifficulty_bin2 !$TransactionFee_bin1) $MinningDifficulty_bin7) 
0.45,0.59,0.95,0.0,0.2,-1.0,or(and(or(!$MinningDifficulty_bin0 !$TransactionFee_bin0) $GoldPrice_bin0 !$MinningDifficulty_bin2 !$TransactionFee_bin1) $MinningDifficulty_bin7) 
0.45,0.59,0.95,0.0,0.2,-1.0,or(and(or(!$MinningDifficulty_bin0 !$TransactionFee_bin0) !$GoldPrice_bin1 !$MinningDifficulty_bin2 !$TransactionFee_bin1) $MinningDifficulty_bin7) 
0.45,0.59,0.95,0.0,0.2,-1.0,or(and(or(and($GoldPrice_bin0 !$MinningDifficulty_bin0) !$TransactionFee_bin0) !$MinningDifficulty_bin2 !$TransactionFee_bin1) $MinningDifficulty_bin7) 
0.45,0.59,0.95,0.0,0.2,-1.0,or(and(or(and(!$GoldPrice_bin1 !$MinningDifficulty_bin0) !$TransactionFee_bin0) !$MinningDifficulty_bin2 !$TransactionFee_bin1) $MinningDifficulty_bin7) 
