training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.45,0.61,0.98,0.48,0.63,1.0,and(or(and(!$MarketCap_bin0 !$MinningDifficulty_bin4 !$MinningDifficulty_bin6) $TransactionPerDay_bin5) !$GoldPrice_bin2) 
0.43,0.6,0.98,0.48,0.63,1.0,and(or(and(!$MarketCap_bin0 !$HashRate_bin4 !$MinningDifficulty_bin6) $TransactionPerDay_bin5) !$GoldPrice_bin2) 
0.43,0.6,0.98,0.48,0.63,1.0,and(or(and(!$MarketCap_bin0 !$MinningDifficulty_bin6) $TransactionPerDay_bin5) !$GoldPrice_bin2 !$MinningDifficulty_bin4) 
0.5,0.64,0.97,0.52,0.67,1.0,or(and(!$MarketCap_bin0 !$GoldPrice_bin2 !$MinningDifficulty_bin4 !$MinningDifficulty_bin6) $TransactionPerDay_bin5) 
0.5,0.65,0.98,0.48,0.63,1.0,and(or(and(!$MarketCap_bin0 !$MinningDifficulty_bin4 !$MinningDifficulty_bin6) $TransactionPerDay_bin5) or($MarketCap_bin0 !$GoldPrice_bin2)) 
0.5,0.65,0.98,0.48,0.63,1.0,and(or(and(!$MarketCap_bin0 !$MinningDifficulty_bin4 !$MinningDifficulty_bin6) $TransactionPerDay_bin5) or(!$MarketCap_bin1 !$GoldPrice_bin2)) 
0.49,0.64,0.98,0.62,0.53,0.68,and(or(and(!$MarketCap_bin0 !$MinningDifficulty_bin4 !$MinningDifficulty_bin6) $TransactionPerDay_bin5) or(!$GoldPrice_bin2 !$GTrends_bin0)) 
0.49,0.64,0.98,0.62,0.53,0.68,and(or(and(!$MarketCap_bin0 !$MinningDifficulty_bin4 !$MinningDifficulty_bin6) $TransactionPerDay_bin5) or(!$GoldPrice_bin2 $GTrends_bin1)) 
0.49,0.64,0.98,0.48,0.63,1.0,and(or(and(!$MarketCap_bin0 !$MinningDifficulty_bin4 !$MinningDifficulty_bin6) $TransactionPerDay_bin5) or(!$GoldPrice_bin2 $TransactionFee_bin1)) 
0.43,0.61,1.0,0.29,0.5,1.0,and(or(and(!$MarketCap_bin0 !$HashRate_bin4 !$MempoolCount_bin9 !$MinningDifficulty_bin6) $TransactionPerDay_bin5) !$GoldPrice_bin2) 
