training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.39,0.54,0.75,0.2,0.6,1.0,or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin5) 
0.46,0.59,0.78,0.27,0.6,0.8,or(and(or($TransactionPerDay_bin2 $TransactionVolume_USD_bin1) !$GTrends_bin0) $TransactionVolume_USD_bin5) 
0.38,0.54,0.76,0.2,0.6,1.0,or(and(!$GTrends_bin0 $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin5) 
0.39,0.55,0.78,0.13,0.57,1.0,and(or(!$HashRate_bin8 !$TransactionPerDay_bin8) or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin5)) 
0.39,0.55,0.75,1.0,0.5,0.5,or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin5 $TransactionVolume_USD_bin6) 
0.47,0.59,0.77,0.27,0.6,0.8,or(and(!$GTrends_bin0 $TransactionPerDay_bin2) $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin5) 
0.38,0.53,0.73,0.2,0.6,1.0,or($TransactionVolume_USD_bin2 $TransactionVolume_USD_bin5) 
0.39,0.56,0.79,0.27,0.6,0.8,and(or($TransactionPerDay_bin2 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin5) !$MempoolCount_bin0 !$TransactionVolume_USD_bin0) 
0.39,0.54,0.75,0.6,0.53,0.53,or($TransactionPerDay_bin9 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin5) 
0.39,0.54,0.75,0.2,0.6,1.0,and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin5) !$TransactionVolume_USD_bin0) 
