training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.44,0.6,0.95,0.67,0.67,0.82,or(and(!$BlockSize_bin5 !$MempoolSize_bin9 !$MinningDifficulty_bin6 !$TransactionFee_bin0) $TransactionPerDay_bin5) 
0.42,0.58,0.94,0.67,0.67,0.82,and(or(and(!$MempoolSize_bin9 !$MinningDifficulty_bin6 !$TransactionFee_bin0) $TransactionPerDay_bin5) !$BlockSize_bin5) 
0.41,0.58,0.94,0.67,0.67,0.82,and(or($TransactionPerDay_bin5 !$TransactionFee_bin0) !$BlockSize_bin5 !$MempoolCount_bin9 !$MinningDifficulty_bin6) 
0.41,0.58,0.94,0.67,0.67,0.82,and(or($TransactionPerDay_bin5 !$TransactionFee_bin0) !$BlockSize_bin5 !$MempoolSize_bin9 !$MinningDifficulty_bin6) 
0.41,0.58,0.94,0.67,0.67,0.82,and(or(and(!$MinningDifficulty_bin6 !$TransactionFee_bin0) $TransactionPerDay_bin5) !$BlockSize_bin5 !$MempoolSize_bin9) 
0.48,0.62,0.93,0.71,0.7,0.83,and(or(and(!$MempoolCount_bin9 !$TransactionFee_bin0) $TransactionPerDay_bin5) !$MinningDifficulty_bin3 !$MinningDifficulty_bin6) 
0.48,0.62,0.93,0.71,0.7,0.83,and(or(and(!$MempoolSize_bin9 !$TransactionFee_bin0) $TransactionPerDay_bin5) !$MinningDifficulty_bin3 !$MinningDifficulty_bin6) 
0.44,0.58,0.91,0.95,0.67,0.69,or(and(!$BlockSize_bin5 !$MinningDifficulty_bin6 !$TransactionFee_bin0) $TransactionPerDay_bin5) 
0.44,0.58,0.91,0.95,0.67,0.69,and(or(and(!$BlockSize_bin5 !$TransactionFee_bin0) $TransactionPerDay_bin5) !$MinningDifficulty_bin6) 
0.49,0.63,0.95,0.67,0.67,0.82,and(or(and(!$MempoolCount_bin9 !$MinningDifficulty_bin3 !$TransactionFee_bin0) $TransactionPerDay_bin5) !$MinningDifficulty_bin6 !$TransactionPerDay_bin2) 
