training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.36,0.51,0.83,0.0,0.2,-1.0,and($MarketCap_bin0 !$TransactionPerDay_bin4 !$TransactionVolume_USD_bin2) 
0.38,0.53,0.87,0.0,0.2,-1.0,and(!$MinningDifficulty_bin1 !$TransactionPerDay_bin4 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4) 
0.36,0.51,0.85,0.0,0.2,-1.0,or(and($MarketCap_bin0 $TransactionVolume_USD_bin1) and(!$MinningDifficulty_bin1 $TransactionVolume_USD_bin0)) 
0.4,0.54,0.86,0.0,0.2,-1.0,and(!$HashRate_bin0 !$TransactionPerDay_bin4 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4) 
0.4,0.53,0.86,0.0,0.2,-1.0,and(or(and(!$HashRate_bin0 !$TransactionVolume_USD_bin2) $TransactionVolume_USD_bin1) or($MarketCap_bin0 $TransactionVolume_USD_bin0)) 
0.46,0.55,0.81,0.0,0.2,-1.0,and(or($MarketCap_bin0 $TransactionVolume_USD_bin0) !$TransactionVolume_USD_bin2) 
0.46,0.55,0.81,0.0,0.2,-1.0,or(and($MarketCap_bin0 !$TransactionVolume_USD_bin2) $TransactionVolume_USD_bin0) 
0.45,0.55,0.83,0.0,0.2,-1.0,and(!$HashRate_bin0 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin3 !$TransactionVolume_USD_bin4) 
0.4,0.51,0.79,0.0,0.2,-1.0,and($MarketCap_bin0 !$TransactionVolume_USD_bin2) 
0.36,0.51,0.83,0.0,0.2,-1.0,and($MarketCap_bin0 !$TransactionPerDay_bin4 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4) 
