training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.57,0.74,0.84,0.81,0.8,0.81,or(and($MarketCap_bin0 !$MinningDifficulty_bin4 $TransactionVolume_USD_bin0) $MinningDifficulty_bin1) 
0.57,0.74,0.84,0.81,0.8,0.81,and(or(and($MarketCap_bin0 $TransactionVolume_USD_bin0) $MinningDifficulty_bin1) !$MinningDifficulty_bin4) 
0.57,0.75,0.85,0.81,0.8,0.81,or(and($MarketCap_bin0 !$GTrends_bin4 !$MinningDifficulty_bin4 $TransactionVolume_USD_bin0) $MinningDifficulty_bin1) 
0.54,0.73,0.85,0.31,0.6,0.83,and(or(and($MarketCap_bin0 $TransactionVolume_USD_bin0) $MinningDifficulty_bin1) !$GoldPrice_bin1 !$MinningDifficulty_bin4) 
0.55,0.75,0.87,0.81,0.8,0.81,and(or(and($MarketCap_bin0 !$MinningDifficulty_bin4 $TransactionVolume_USD_bin0) $MinningDifficulty_bin1) or(!$HashRate_bin2 !$MempoolSize_bin4)) 
0.6,0.76,0.85,0.81,0.8,0.81,or(and(or($MarketCap_bin0 $HashRate_bin4) !$MinningDifficulty_bin4 $TransactionVolume_USD_bin0) $MinningDifficulty_bin1) 
0.53,0.73,0.85,0.69,0.73,0.79,or(and($MarketCap_bin0 !$MempoolCount_bin4 !$MinningDifficulty_bin4 $TransactionVolume_USD_bin0) $MinningDifficulty_bin1) 
0.53,0.73,0.85,0.69,0.73,0.79,or(and($MarketCap_bin0 !$MempoolSize_bin4 !$MinningDifficulty_bin4 $TransactionVolume_USD_bin0) $MinningDifficulty_bin1) 
0.54,0.74,0.87,0.81,0.8,0.81,or(and(or($MempoolCount_bin2 !$TransactionPerDay_bin4) $MarketCap_bin0 !$MinningDifficulty_bin4 $TransactionVolume_USD_bin0) $MinningDifficulty_bin1) 
0.53,0.73,0.86,0.81,0.8,0.81,or(and($MarketCap_bin0 !$MinningDifficulty_bin4 !$TransactionPerDay_bin4 $TransactionVolume_USD_bin0) $MinningDifficulty_bin1) 
