training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.67,0.83,1.0,0.83,0.7,0.38,and(or(and(!$HashRate_bin0 $TransactionFee_bin1) and($TransactionPerDay_bin9 !$TransactionVolume_USD_bin4) $TransactionFee_bin4) !$HashRate_bin3) 
0.67,0.83,1.0,0.67,0.67,0.33,and(or(and($TransactionPerDay_bin9 !$TransactionVolume_USD_bin4) and($TransactionFee_bin1 !$TransactionVolume_USD_bin4) $TransactionFee_bin4) !$HashRate_bin3) 
0.67,0.83,1.0,0.67,0.67,0.33,and(or(and(!$HashRate_bin0 $TransactionFee_bin1 !$TransactionVolume_USD_bin4) and($TransactionPerDay_bin9 !$TransactionVolume_USD_bin4) $TransactionFee_bin4) !$HashRate_bin3) 
0.58,0.79,1.0,0.33,0.7,0.29,and(or(and($MempoolCount_bin8 $TransactionFee_bin1) and($TransactionPerDay_bin9 !$TransactionVolume_USD_bin4) $TransactionFee_bin4) !$HashRate_bin3) 
0.58,0.79,1.0,0.33,0.7,0.29,and(or(and($TransactionPerDay_bin9 !$TransactionVolume_USD_bin4) and($TransactionFee_bin1 $TransactionVolume_USD_bin1) $TransactionFee_bin4) !$HashRate_bin3) 
0.58,0.79,1.0,0.67,0.73,0.4,and(or(and(!$HashRate_bin0 !$MempoolCount_bin8 $TransactionFee_bin1) and($TransactionPerDay_bin9 !$TransactionVolume_USD_bin4) $TransactionFee_bin4) !$HashRate_bin3) 
0.58,0.79,1.0,0.33,0.7,0.29,and(or(and(or($GTrends_bin4 $TransactionVolume_USD_bin1) $TransactionFee_bin1) and($TransactionPerDay_bin9 !$TransactionVolume_USD_bin4) $TransactionFee_bin4) !$HashRate_bin3) 
0.58,0.79,1.0,0.33,0.7,0.29,and(or(and(or($MempoolCount_bin8 $MempoolSize_bin1) $TransactionFee_bin1) and($TransactionPerDay_bin9 !$TransactionVolume_USD_bin4) $TransactionFee_bin4) !$HashRate_bin3) 
0.58,0.79,1.0,0.33,0.7,0.29,and(or(and(or($TransactionPerDay_bin9 $TransactionVolume_USD_bin1) $TransactionFee_bin1) and($TransactionPerDay_bin9 !$TransactionVolume_USD_bin4) $TransactionFee_bin4) !$HashRate_bin3) 
0.67,0.79,0.89,0.83,0.7,0.38,and(or(and($TransactionPerDay_bin9 !$TransactionVolume_USD_bin4) $TransactionFee_bin1 $TransactionFee_bin4) !$HashRate_bin3) 
