training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.73,0.86,1.0,0.32,0.37,0.64,or(and(!$TransactionPerDay_bin1 !$TransactionPerDay_bin5 !$TransactionFee_bin1) $TransactionPerDay_bin0) 
0.73,0.86,1.0,0.32,0.37,0.64,and(or(and(!$TransactionPerDay_bin5 !$TransactionFee_bin1) $TransactionPerDay_bin0) !$TransactionPerDay_bin1) 
0.6,0.79,1.0,0.27,0.33,0.6,or(and(!$BlockSize_bin1 !$GoldPrice_bin3 !$TransactionPerDay_bin5 !$TransactionFee_bin1) $TransactionPerDay_bin0) 
0.6,0.79,1.0,0.32,0.4,0.7,and(or(and(!$TransactionPerDay_bin5 !$TransactionFee_bin1) $TransactionPerDay_bin0) !$GoldPrice_bin3 !$MempoolCount_bin2) 
0.67,0.82,1.0,0.32,0.33,0.58,and(or(and(!$TransactionPerDay_bin5 !$TransactionFee_bin1) $TransactionPerDay_bin0) !$GTrends_bin4 !$HashRate_bin6) 
0.73,0.86,1.0,0.23,0.3,0.56,and(or(and(!$TransactionPerDay_bin5 !$TransactionFee_bin1) $TransactionPerDay_bin0) !$HashRate_bin6 !$TransactionPerDay_bin1) 
0.53,0.75,1.0,0.32,0.37,0.64,and(or(and(!$TransactionPerDay_bin5 !$TransactionFee_bin1) $TransactionPerDay_bin0) !$GoldPrice_bin3 !$GoldPrice_bin4) 
0.8,0.86,0.92,0.32,0.33,0.58,or(and(!$HashRate_bin6 !$TransactionPerDay_bin5 !$TransactionFee_bin1) $TransactionPerDay_bin0) 
0.8,0.86,0.92,0.32,0.33,0.58,and(or(and(!$TransactionPerDay_bin5 !$TransactionFee_bin1) $TransactionPerDay_bin0) !$HashRate_bin6) 
0.73,0.82,0.92,0.41,0.43,0.69,or(and(!$BlockSize_bin0 !$TransactionPerDay_bin5 !$TransactionFee_bin1) $TransactionPerDay_bin0) 
