training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.67,0.83,1.0,0.5,0.5,0.2,and(or(and($TransactionPerDay_bin6 $TransactionPerDay_bin7) $GTrends_bin0 $GTrends_bin4 $TransactionPerDay_bin2 $TransactionPerDay_bin5 $TransactionVolume_USD_bin0) !$BlockSize_bin2 !$GTrends_bin1 !$TransactionPerDay_bin3) 
0.67,0.83,1.0,0.5,0.63,0.27,and(or(and($TransactionPerDay_bin6 $TransactionPerDay_bin7) $GTrends_bin0 $MempoolSize_bin1 $TransactionPerDay_bin2 $TransactionPerDay_bin5 $TransactionVolume_USD_bin0) !$BlockSize_bin2 !$GTrends_bin1 !$TransactionPerDay_bin3) 
0.67,0.83,1.0,0.5,0.6,0.25,or(and(or(and($TransactionPerDay_bin6 $TransactionPerDay_bin7) $GTrends_bin0 $TransactionPerDay_bin2 $TransactionPerDay_bin5 $TransactionVolume_USD_bin0) !$BlockSize_bin2 !$GTrends_bin1 !$TransactionPerDay_bin3) $MempoolCount_bin1) 
0.67,0.83,1.0,0.5,0.6,0.25,or(and(or(and($TransactionPerDay_bin6 $TransactionPerDay_bin7) $GTrends_bin0 $TransactionPerDay_bin2 $TransactionPerDay_bin5 $TransactionVolume_USD_bin0) !$BlockSize_bin2 !$GTrends_bin1 !$TransactionPerDay_bin3) $MempoolSize_bin1) 
0.67,0.79,0.89,0.67,0.67,0.33,or(and(or($GTrends_bin0 $TransactionVolume_USD_bin0) !$BlockSize_bin2 !$GTrends_bin1) $MempoolCount_bin1) 
0.67,0.79,0.89,0.67,0.67,0.33,or(and(or($GTrends_bin0 $TransactionVolume_USD_bin0) !$BlockSize_bin2 !$GTrends_bin1) $MempoolSize_bin1) 
0.58,0.75,0.88,0.5,0.53,0.21,or(and(or($GTrends_bin0 $TransactionVolume_USD_bin0) !$BlockSize_bin2 !$TransactionPerDay_bin3) $MempoolCount_bin1) 
0.58,0.75,0.88,0.5,0.53,0.21,or(and(or($GTrends_bin0 $TransactionVolume_USD_bin0) !$BlockSize_bin2 !$TransactionPerDay_bin3) $MempoolSize_bin1) 
0.58,0.75,0.88,0.67,0.63,0.31,and(or($GTrends_bin0 $TransactionPerDay_bin2 $TransactionPerDay_bin5 $TransactionVolume_USD_bin0) !$BlockSize_bin2 !$GTrends_bin1) 
0.5,0.71,0.86,0.67,0.7,0.36,and(or($GTrends_bin0 $TransactionVolume_USD_bin0) !$BlockSize_bin2 !$GTrends_bin1) 
