training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.44,0.61,0.89,0.57,0.57,0.75,and(or($MinningDifficulty_bin3 $MinningDifficulty_bin4 $TransactionFee_bin1) !$MempoolCount_bin9 !$TransactionPerDay_bin5 !$TransactionPerDay_bin7) 
0.44,0.61,0.89,0.57,0.57,0.75,and(or($MinningDifficulty_bin3 $MinningDifficulty_bin4 $TransactionFee_bin1) !$MempoolSize_bin9 !$TransactionPerDay_bin5 !$TransactionPerDay_bin7) 
0.43,0.59,0.84,0.76,0.67,0.76,and(or($MinningDifficulty_bin3 $TransactionFee_bin1) !$MempoolCount_bin9 !$MinningDifficulty_bin4) 
0.41,0.59,0.88,0.67,0.6,0.74,and(or($MarketCap_bin2 !$TransactionPerDay_bin7) or($MinningDifficulty_bin3 $TransactionFee_bin1) !$MempoolSize_bin9 !$TransactionPerDay_bin5) 
0.47,0.63,0.9,0.57,0.57,0.75,and(or($MinningDifficulty_bin3 $MinningDifficulty_bin4 $TransactionFee_bin1) or($MinningDifficulty_bin6 !$TransactionPerDay_bin5) !$MempoolSize_bin9 !$TransactionPerDay_bin7) 
0.48,0.61,0.85,0.76,0.6,0.7,and(or($MinningDifficulty_bin3 $MinningDifficulty_bin4 $TransactionFee_bin1) !$TransactionPerDay_bin5 !$TransactionPerDay_bin7) 
0.46,0.62,0.89,0.57,0.57,0.75,and(or($HashRate_bin6 $MinningDifficulty_bin3 $MinningDifficulty_bin4 $TransactionFee_bin1) !$MempoolSize_bin9 !$TransactionPerDay_bin5 !$TransactionPerDay_bin7) 
0.46,0.62,0.89,0.57,0.5,0.67,or(and(or($MinningDifficulty_bin3 $MinningDifficulty_bin4 $TransactionFee_bin1) !$MempoolSize_bin9 !$TransactionPerDay_bin5 !$TransactionPerDay_bin7) $TransactionPerDay_bin9) 
0.45,0.61,0.89,0.57,0.57,0.75,and(or($HashRate_bin6 !$TransactionPerDay_bin5) or($MinningDifficulty_bin3 $MinningDifficulty_bin4 $TransactionFee_bin1) !$MempoolSize_bin9 !$TransactionPerDay_bin7) 
0.45,0.61,0.89,0.57,0.57,0.75,and(or(!$MempoolSize_bin9 $MinningDifficulty_bin4) or($MinningDifficulty_bin3 $MinningDifficulty_bin4 $TransactionFee_bin1) !$TransactionPerDay_bin5 !$TransactionPerDay_bin7) 
