training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.48,0.64,0.85,0.55,0.6,0.79,and(!$HashRate_bin8 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) 
0.53,0.67,0.86,0.55,0.6,0.79,or(and(!$HashRate_bin8 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $MinningDifficulty_bin2) 
0.46,0.63,0.86,0.0,0.3,0.0,and(!$HashRate_bin8 !$TransactionFee_bin0 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) 
0.43,0.61,0.83,0.2,0.47,1.0,and(!$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) 
0.46,0.64,0.87,0.2,0.47,1.0,or(and(!$BlockSize_bin0 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) $MinningDifficulty_bin2) 
0.48,0.64,0.85,0.55,0.6,0.79,and(!$HashRate_bin6 !$HashRate_bin8 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) 
0.48,0.64,0.85,0.3,0.53,1.0,and(!$HashRate_bin8 !$MinningDifficulty_bin8 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) 
0.48,0.64,0.85,0.55,0.6,0.79,and(or($MarketCap_bin0 !$HashRate_bin8) !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) 
0.48,0.64,0.85,0.75,0.63,0.71,and(or(!$MarketCap_bin2 !$HashRate_bin8) !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) 
0.48,0.64,0.85,0.55,0.6,0.79,and(or($BlockSize_bin0 !$HashRate_bin8) !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin5 !$TransactionVolume_USD_bin6) 
