training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.41,0.59,0.81,0.09,0.23,0.4,or(and(or($TransactionFee_bin3 $TransactionFee_bin4) !$MempoolCount_bin3) and($MinningDifficulty_bin4 !$TransactionVolume_USD_bin3)) 
0.42,0.6,0.82,0.09,0.23,0.4,or(and(or(!$MempoolCount_bin3 $TransactionVolume_USD_bin0) or($TransactionFee_bin3 $TransactionFee_bin4)) and($MinningDifficulty_bin4 !$TransactionVolume_USD_bin3)) 
0.42,0.59,0.81,0.27,0.4,0.75,or(and(or(and(or($TransactionFee_bin3 $TransactionFee_bin4) !$MempoolCount_bin3) $MinningDifficulty_bin4) !$TransactionVolume_USD_bin3) $MempoolCount_bin7) 
0.42,0.59,0.81,0.45,0.47,0.71,or(and(or($GoldPrice_bin2 $MinningDifficulty_bin4) !$TransactionVolume_USD_bin3) and(or($TransactionFee_bin3 $TransactionFee_bin4) !$MempoolCount_bin3)) 
0.42,0.59,0.81,0.09,0.23,0.4,or(and(or($MinningDifficulty_bin4 $TransactionFee_bin4) !$TransactionVolume_USD_bin3) and(or($TransactionFee_bin3 $TransactionFee_bin4) !$MempoolCount_bin3)) 
0.4,0.58,0.81,0.09,0.23,0.4,and(or(and($MinningDifficulty_bin4 !$TransactionVolume_USD_bin3) $TransactionFee_bin3 $TransactionFee_bin4) !$MempoolCount_bin3) 
0.41,0.59,0.81,0.27,0.4,0.75,or(and(or($MinningDifficulty_bin4 $TransactionFee_bin3 $TransactionFee_bin4) !$MempoolCount_bin3 !$TransactionVolume_USD_bin3) $MempoolCount_bin7) 
0.41,0.59,0.81,0.27,0.4,0.75,and(or(and(or($MinningDifficulty_bin4 $TransactionFee_bin3 $TransactionFee_bin4) !$TransactionVolume_USD_bin3) $MempoolCount_bin7) !$MempoolCount_bin3) 
0.41,0.59,0.81,0.09,0.23,0.4,or(and(or($TransactionFee_bin3 $TransactionFee_bin4) !$MempoolCount_bin3 !$TransactionFee_bin0) and($MinningDifficulty_bin4 !$TransactionVolume_USD_bin3)) 
0.41,0.59,0.81,0.09,0.23,0.4,and(or(and(or($TransactionFee_bin3 $TransactionFee_bin4) !$MempoolCount_bin3) and($MinningDifficulty_bin4 !$TransactionVolume_USD_bin3)) !$TransactionFee_bin0) 
