training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.5,0.6,0.8,0.0,0.27,-1.0,$MarketCap_bin0 
0.51,0.61,0.81,0.0,0.27,-1.0,or($MarketCap_bin0 $MempoolSize_bin9) 
0.38,0.56,0.84,0.0,0.27,-1.0,and($MarketCap_bin0 !$HashRate_bin1) 
0.5,0.6,0.8,0.0,0.27,-1.0,or($MarketCap_bin0 $MinningDifficulty_bin0) 
0.44,0.58,0.82,0.0,0.27,-1.0,and(or(!$TransactionFee_bin0 $TransactionVolume_USD_bin0) $MarketCap_bin0) 
0.44,0.58,0.82,0.0,0.27,-1.0,and(or($TransactionFee_bin1 $TransactionVolume_USD_bin0) $MarketCap_bin0) 
0.42,0.57,0.81,0.0,0.27,-1.0,and(or(!$HashRate_bin1 $TransactionVolume_USD_bin0) $MarketCap_bin0) 
0.52,0.62,0.81,0.23,0.4,0.83,or($MarketCap_bin0 $MempoolSize_bin9 $TransactionPerDay_bin8) 
0.4,0.57,0.85,0.0,0.27,-1.0,and(or(and(!$MempoolCount_bin0 $MempoolCount_bin4 !$TransactionPerDay_bin3) !$HashRate_bin1) $MarketCap_bin0) 
0.4,0.57,0.85,0.0,0.27,-1.0,and(or(and(!$MempoolCount_bin0 $MempoolSize_bin4 !$TransactionPerDay_bin3) !$HashRate_bin1) $MarketCap_bin0) 
