training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program,experiment_dir
0.45,0.6,0.95,0.76,0.8,0.87,and(or($HashRate_bin8 $TransactionFee_bin0 $TransactionVolume_USD_bin5) !$MinningDifficulty_bin3) ,/home/misgana/Desktop/BTCPrediction/MOSES/sliding-window-data/month_12_to_19/LA_7/MarketCapBins3BlockSizeBins10GoldPriceBins2GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins5TransactionVolume_USDBins7
0.45,0.6,0.95,0.76,0.8,0.87,or(and(or($TransactionFee_bin0 $TransactionVolume_USD_bin5) !$MinningDifficulty_bin3) $HashRate_bin8) ,/home/misgana/Desktop/BTCPrediction/MOSES/sliding-window-data/month_12_to_19/LA_7/MarketCapBins3BlockSizeBins10GoldPriceBins2GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins5TransactionVolume_USDBins7
0.44,0.6,0.95,0.35,0.63,1.0,and(or($TransactionFee_bin0 $TransactionVolume_USD_bin5) !$MinningDifficulty_bin3) ,/home/misgana/Desktop/BTCPrediction/MOSES/sliding-window-data/month_12_to_19/LA_7/MarketCapBins3BlockSizeBins10GoldPriceBins2GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins5TransactionVolume_USDBins7
0.44,0.59,0.93,0.35,0.63,1.0,or(and(!$MinningDifficulty_bin3 $TransactionFee_bin0) $TransactionVolume_USD_bin5) ,/home/misgana/Desktop/BTCPrediction/MOSES/sliding-window-data/month_12_to_19/LA_7/MarketCapBins3BlockSizeBins10GoldPriceBins2GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins5TransactionVolume_USDBins7
0.45,0.6,0.95,0.35,0.63,1.0,and(or(!$MinningDifficulty_bin3 $TransactionVolume_USD_bin4) or($TransactionFee_bin0 $TransactionVolume_USD_bin5)) ,/home/misgana/Desktop/BTCPrediction/MOSES/sliding-window-data/month_12_to_19/LA_7/MarketCapBins3BlockSizeBins10GoldPriceBins2GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins5TransactionVolume_USDBins7
0.44,0.6,0.95,0.35,0.63,1.0,and(or(and(!$BlockSize_bin0 $TransactionVolume_USD_bin5) $TransactionFee_bin0) !$MinningDifficulty_bin3) ,/home/misgana/Desktop/BTCPrediction/MOSES/sliding-window-data/month_12_to_19/LA_7/MarketCapBins3BlockSizeBins10GoldPriceBins2GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins5TransactionVolume_USDBins7
0.44,0.6,0.95,0.35,0.63,1.0,and(or(and(!$BlockSize_bin1 $TransactionVolume_USD_bin5) $TransactionFee_bin0) !$MinningDifficulty_bin3) ,/home/misgana/Desktop/BTCPrediction/MOSES/sliding-window-data/month_12_to_19/LA_7/MarketCapBins3BlockSizeBins10GoldPriceBins2GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins5TransactionVolume_USDBins7
0.44,0.6,0.95,0.35,0.63,1.0,and(or(and(!$MempoolCount_bin5 $TransactionVolume_USD_bin5) $TransactionFee_bin0) !$MinningDifficulty_bin3) ,/home/misgana/Desktop/BTCPrediction/MOSES/sliding-window-data/month_12_to_19/LA_7/MarketCapBins3BlockSizeBins10GoldPriceBins2GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins5TransactionVolume_USDBins7
0.44,0.6,0.95,0.71,0.57,0.6,and(or($TransactionPerDay_bin9 $TransactionFee_bin0 $TransactionVolume_USD_bin5) !$MinningDifficulty_bin3) ,/home/misgana/Desktop/BTCPrediction/MOSES/sliding-window-data/month_12_to_19/LA_7/MarketCapBins3BlockSizeBins10GoldPriceBins2GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins5TransactionVolume_USDBins7
0.42,0.59,0.96,0.06,0.47,1.0,and(or(and(!$HashRate_bin8 $TransactionVolume_USD_bin5) $TransactionFee_bin0) !$MinningDifficulty_bin3) ,/home/misgana/Desktop/BTCPrediction/MOSES/sliding-window-data/month_12_to_19/LA_7/MarketCapBins3BlockSizeBins10GoldPriceBins2GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins5TransactionVolume_USDBins7
