training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.44,0.63,1.0,0.29,0.6,0.67,and(or($TransactionVolume_USD_bin0 $TransactionVolume_USD_bin1) $GoldPrice_bin0) 
0.5,0.67,1.0,0.36,0.63,0.71,and(or(and(or($GoldPrice_bin0 $MinningDifficulty_bin1 $TransactionFee_bin1) $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin0) !$MarketCap_bin2) 
0.5,0.67,1.0,0.21,0.53,0.5,and(or(and(or($GoldPrice_bin0 $MinningDifficulty_bin1 $TransactionFee_bin1) $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin0) !$HashRate_bin7) 
0.5,0.67,1.0,0.36,0.6,0.63,and(or(and(or($GoldPrice_bin0 $MinningDifficulty_bin1 $TransactionFee_bin1) $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin0) !$MinningDifficulty_bin0) 
0.5,0.67,1.0,0.21,0.53,0.5,and(or(and(or($GoldPrice_bin0 $MinningDifficulty_bin1 $TransactionFee_bin1) $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin0) !$TransactionFee_bin1) 
0.5,0.67,1.0,0.36,0.6,0.63,or(and(or($GoldPrice_bin0 $MinningDifficulty_bin1 $TransactionFee_bin1) $TransactionVolume_USD_bin1) and(!$MarketCap_bin2 $TransactionVolume_USD_bin0)) 
0.56,0.71,1.0,0.21,0.53,0.5,or(and(or($GoldPrice_bin0 $MinningDifficulty_bin1 $TransactionFee_bin1) $TransactionVolume_USD_bin1) and(!$HashRate_bin7 $TransactionVolume_USD_bin0)) 
0.56,0.71,1.0,0.36,0.6,0.63,or(and(or($GoldPrice_bin0 $MinningDifficulty_bin1 $TransactionFee_bin1) $TransactionVolume_USD_bin1) and(!$MinningDifficulty_bin0 $TransactionVolume_USD_bin0)) 
0.5,0.67,1.0,0.21,0.53,0.5,or(and(or($GoldPrice_bin0 $MinningDifficulty_bin1 $TransactionFee_bin1) $TransactionVolume_USD_bin1) and(!$TransactionFee_bin1 $TransactionVolume_USD_bin0)) 
0.5,0.67,1.0,0.36,0.63,0.71,and(or(and(or($GoldPrice_bin0 $MinningDifficulty_bin1 $TransactionFee_bin1) $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin0) !$MarketCap_bin2 !$TransactionVolume_USD_bin4) 
