training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.47,0.66,0.96,0.53,0.43,0.56,and(or(and(!$TransactionFee_bin0 !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5) $MinningDifficulty_bin3) !$HashRate_bin1 !$MinningDifficulty_bin0) 
0.48,0.65,0.93,0.53,0.43,0.56,or(and(!$MinningDifficulty_bin0 !$TransactionFee_bin0 !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5) $MinningDifficulty_bin3) 
0.48,0.65,0.93,0.53,0.43,0.56,and(or(and(!$TransactionFee_bin0 !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5) $MinningDifficulty_bin3) !$MinningDifficulty_bin0) 
0.45,0.63,0.92,0.42,0.37,0.5,or(and(!$BlockSize_bin5 !$TransactionFee_bin0 !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5) $MinningDifficulty_bin3) 
0.44,0.62,0.9,0.74,0.47,0.56,and(or(and(!$TransactionFee_bin0 !$TransactionVolume_USD_bin4) $TransactionVolume_USD_bin5) !$MinningDifficulty_bin0 !$TransactionPerDay_bin5 !$TransactionFee_bin1) 
0.44,0.63,0.92,0.42,0.37,0.5,and(or(and(!$TransactionFee_bin0 !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5) $MinningDifficulty_bin3) !$BlockSize_bin5) 
0.48,0.65,0.91,0.53,0.43,0.56,or(and(!$HashRate_bin1 !$TransactionFee_bin0 !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5) $MinningDifficulty_bin3) 
0.48,0.65,0.91,0.53,0.43,0.56,and(or(and(!$TransactionFee_bin0 !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5) $MinningDifficulty_bin3) !$HashRate_bin1) 
0.45,0.63,0.91,0.74,0.47,0.56,and(or(and(!$TransactionFee_bin0 !$TransactionVolume_USD_bin4) $TransactionVolume_USD_bin5) or($GTrends_bin1 !$MinningDifficulty_bin0) !$TransactionPerDay_bin5 !$TransactionFee_bin1) 
0.45,0.63,0.92,0.42,0.37,0.5,and(or(and(or($HashRate_bin6 !$TransactionFee_bin0) !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin4 !$TransactionVolume_USD_bin5) $MinningDifficulty_bin3) !$BlockSize_bin5) 
