training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.88,0.95,1.0,0.33,0.4,0.13,or(and(or(and($GoldPrice_bin1 $GTrends_bin3) $TransactionFee_bin2 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) !$MempoolCount_bin2 !$MempoolSize_bin1) and($HashRate_bin9 !$MinningDifficulty_bin7)) 
0.88,0.95,1.0,0.33,0.4,0.13,or(and(or(and(or($GoldPrice_bin1 $TransactionVolume_USD_bin0) $GTrends_bin3) $TransactionFee_bin2 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) !$MempoolCount_bin2 !$MempoolSize_bin1) and($HashRate_bin9 !$MinningDifficulty_bin7)) 
0.75,0.91,1.0,0.17,0.47,0.08,and(or(and($GoldPrice_bin1 $GTrends_bin3) $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) !$MempoolCount_bin2 !$MempoolSize_bin1) 
0.88,0.91,0.88,0.17,0.47,0.08,and(or($GTrends_bin3 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) !$MempoolCount_bin2 !$MempoolSize_bin1) 
0.75,0.91,1.0,0.17,0.37,0.07,and(or(and($GoldPrice_bin1 $GTrends_bin3) $TransactionFee_bin2 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) !$MempoolCount_bin2 !$MempoolSize_bin1) 
0.75,0.91,1.0,0.17,0.47,0.08,and(or(and(or($GoldPrice_bin1 $TransactionVolume_USD_bin0) $GTrends_bin3) $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) !$MempoolCount_bin2 !$MempoolSize_bin1) 
0.75,0.86,0.86,0.33,0.43,0.13,and(or($BlockSize_bin1 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) !$MempoolCount_bin2 !$MempoolSize_bin2) 
0.75,0.86,0.86,0.33,0.47,0.14,or(and($HashRate_bin9 !$MinningDifficulty_bin7) and(!$MempoolCount_bin2 $TransactionVolume_USD_bin0) $TransactionVolume_USD_bin3) 
0.75,0.86,0.86,0.33,0.47,0.14,or(and(or($TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) !$MempoolCount_bin2) and($HashRate_bin9 !$MinningDifficulty_bin7)) 
0.88,0.91,0.88,0.17,0.37,0.07,and(or($GTrends_bin3 $TransactionFee_bin2 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) !$MempoolCount_bin2 !$MempoolSize_bin1) 
