training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.45,0.62,0.98,0.23,0.43,1.0,and(or($MinningDifficulty_bin3 $TransactionPerDay_bin8 $TransactionFee_bin0) !$BlockSize_bin3 !$MempoolCount_bin0) 
0.45,0.62,0.98,0.23,0.43,1.0,and(or($MinningDifficulty_bin3 $TransactionPerDay_bin8 $TransactionFee_bin0) !$BlockSize_bin3 !$MempoolSize_bin0) 
0.5,0.63,0.94,0.0,0.27,-1.0,or($MinningDifficulty_bin3 $TransactionPerDay_bin6 $TransactionPerDay_bin8) 
0.45,0.61,0.96,0.27,0.47,1.0,and(or($MinningDifficulty_bin3 $TransactionPerDay_bin8 $TransactionFee_bin0) !$MempoolSize_bin0 !$TransactionPerDay_bin7) 
0.48,0.64,0.98,0.23,0.43,1.0,and(or($MinningDifficulty_bin0 $MinningDifficulty_bin3 $TransactionPerDay_bin8 $TransactionFee_bin0) !$BlockSize_bin3 !$MempoolSize_bin0) 
0.47,0.63,0.98,0.23,0.43,1.0,and(or($HashRate_bin3 !$MempoolSize_bin0) or($MinningDifficulty_bin3 $TransactionPerDay_bin8 $TransactionFee_bin0) !$BlockSize_bin3) 
0.47,0.63,0.98,0.23,0.43,1.0,and(or(!$MempoolSize_bin0 $MinningDifficulty_bin3) or($MinningDifficulty_bin3 $TransactionPerDay_bin8 $TransactionFee_bin0) !$BlockSize_bin3) 
0.46,0.62,0.98,0.23,0.43,1.0,and(or(!$BlockSize_bin3 $GoldPrice_bin0) or($MinningDifficulty_bin3 $TransactionPerDay_bin8 $TransactionFee_bin0) !$MempoolSize_bin0) 
0.46,0.62,0.98,0.23,0.43,1.0,and(or(!$MempoolSize_bin0 $MinningDifficulty_bin0) or($MinningDifficulty_bin3 $TransactionPerDay_bin8 $TransactionFee_bin0) !$BlockSize_bin3) 
0.46,0.62,0.98,0.23,0.43,1.0,and(or(!$MempoolSize_bin0 $TransactionPerDay_bin6) or($MinningDifficulty_bin3 $TransactionPerDay_bin8 $TransactionFee_bin0) !$BlockSize_bin3) 
