training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.42,0.59,0.96,0.94,0.53,0.55,and(or($TransactionFee_bin0 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin4) !$GoldPrice_bin6 !$MinningDifficulty_bin0) 
0.44,0.6,0.96,0.94,0.53,0.55,and(or(and($GoldPrice_bin5 !$MinningDifficulty_bin1) $TransactionFee_bin0 $TransactionVolume_USD_bin4) !$GoldPrice_bin6 !$MinningDifficulty_bin0) 
0.43,0.6,0.96,0.94,0.53,0.55,and(or(and($GoldPrice_bin5 !$GTrends_bin6 !$MinningDifficulty_bin1) $TransactionFee_bin0 $TransactionVolume_USD_bin4) !$GoldPrice_bin6) 
0.43,0.6,0.98,0.94,0.53,0.55,and(or(and($GoldPrice_bin5 !$GTrends_bin6 !$MinningDifficulty_bin1) $TransactionFee_bin0 $TransactionVolume_USD_bin4) !$GoldPrice_bin6 !$MinningDifficulty_bin0) 
0.52,0.65,0.94,0.06,0.4,0.33,and(or($GoldPrice_bin5 $TransactionFee_bin0 $TransactionVolume_USD_bin1) !$GoldPrice_bin6 !$MinningDifficulty_bin0) 
0.51,0.65,0.95,0.06,0.4,0.33,and(or(and($GoldPrice_bin5 !$GTrends_bin6) $TransactionFee_bin0 $TransactionVolume_USD_bin1) !$GoldPrice_bin6 !$MinningDifficulty_bin0) 
0.47,0.62,0.95,0.06,0.4,0.33,and(or($GoldPrice_bin5 $TransactionFee_bin0 $TransactionVolume_USD_bin1) !$GoldPrice_bin6 !$MempoolSize_bin3 !$MinningDifficulty_bin0) 
0.42,0.57,0.91,0.06,0.4,0.33,and(or($GoldPrice_bin5 $TransactionVolume_USD_bin1) !$MinningDifficulty_bin0 !$MinningDifficulty_bin3) 
0.47,0.62,0.96,0.06,0.4,0.33,and(or(and($GoldPrice_bin5 !$GTrends_bin6) $TransactionFee_bin0 $TransactionVolume_USD_bin1) !$GoldPrice_bin6 !$MempoolSize_bin3 !$MinningDifficulty_bin0) 
0.41,0.57,0.92,0.94,0.53,0.55,and(or($GoldPrice_bin5 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin4) !$GoldPrice_bin6 !$MinningDifficulty_bin0) 
