training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.75,0.83,1.0,0.17,0.33,0.38,and(!$HashRate_bin6 !$TransactionPerDay_bin7 $TransactionVolume_USD_bin1) 
0.5,0.67,1.0,0.11,0.37,0.4,and(!$HashRate_bin6 $TransactionFee_bin0 $TransactionVolume_USD_bin1) 
0.5,0.67,1.0,0.11,0.37,0.4,and(!$HashRate_bin6 !$TransactionFee_bin1 $TransactionVolume_USD_bin1) 
0.75,0.79,0.92,0.28,0.4,0.5,and(!$HashRate_bin6 $TransactionVolume_USD_bin1) 
0.81,0.83,0.93,0.39,0.47,0.58,or(and(!$HashRate_bin6 $TransactionVolume_USD_bin1) $TransactionPerDay_bin9) 
0.75,0.79,0.92,0.22,0.37,0.44,and(!$HashRate_bin6 !$TransactionPerDay_bin9 $TransactionVolume_USD_bin1) 
0.75,0.79,0.92,0.28,0.4,0.5,and(!$HashRate_bin6 !$TransactionVolume_USD_bin0 $TransactionVolume_USD_bin1) 
0.75,0.79,0.92,0.39,0.43,0.54,and(or($HashRate_bin7 $TransactionVolume_USD_bin1) !$HashRate_bin6) 
0.75,0.79,0.92,0.28,0.4,0.5,and(or($TransactionPerDay_bin4 $TransactionVolume_USD_bin1) !$HashRate_bin6) 
0.75,0.79,0.92,0.39,0.43,0.54,or(and(!$HashRate_bin6 $TransactionVolume_USD_bin1) $HashRate_bin7) 
