training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
1.0,0.91,0.71,0.0,0.23,-1.0,and(or(and(!$TransactionPerDay_bin7 !$TransactionPerDay_bin8 $TransactionVolume_USD_bin1) $MempoolCount_bin0 $TransactionFee_bin3) $MinningDifficulty_bin0) 
1.0,0.87,0.63,0.52,0.53,0.8,or(and($MempoolCount_bin1 $TransactionFee_bin3) and(!$TransactionPerDay_bin7 !$TransactionFee_bin4 $TransactionVolume_USD_bin1) $MempoolCount_bin0) 
1.0,0.87,0.63,0.52,0.53,0.8,and(or(and($BlockSize_bin3 $HashRate_bin2) and(!$TransactionPerDay_bin7 $TransactionVolume_USD_bin1) $MempoolCount_bin0) !$TransactionFee_bin4) 
1.0,0.87,0.63,0.52,0.53,0.8,and(or(and($BlockSize_bin3 $MempoolSize_bin1) and(!$TransactionPerDay_bin7 $TransactionVolume_USD_bin1) $MempoolCount_bin0) !$TransactionFee_bin4) 
0.8,0.83,0.57,0.52,0.53,0.8,or(and(!$MempoolCount_bin9 !$TransactionPerDay_bin7 $TransactionVolume_USD_bin1) $MempoolCount_bin0) 
0.8,0.83,0.57,0.52,0.53,0.8,or(and(!$MempoolSize_bin9 !$TransactionPerDay_bin7 $TransactionVolume_USD_bin1) $MempoolCount_bin0) 
0.8,0.83,0.57,0.17,0.33,0.8,or(and($MinningDifficulty_bin0 !$TransactionPerDay_bin7 $TransactionVolume_USD_bin1) $MempoolCount_bin0) 
0.8,0.83,0.57,0.52,0.53,0.8,or(and(!$TransactionPerDay_bin7 !$TransactionFee_bin4 $TransactionVolume_USD_bin1) $MempoolCount_bin0) 
0.8,0.83,0.57,0.52,0.53,0.8,and(or(and(!$TransactionPerDay_bin7 $TransactionVolume_USD_bin1) $MempoolCount_bin0) !$BlockSize_bin3) 
0.8,0.83,0.57,0.52,0.57,0.86,and(or(and(!$TransactionPerDay_bin7 $TransactionVolume_USD_bin1) $MempoolCount_bin0) !$BlockSize_bin9) 
