training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.42,0.6,0.98,0.5,0.63,0.64,or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$GoldPrice_bin1 !$GTrends_bin6 !$MinningDifficulty_bin4) $MinningDifficulty_bin1) 
0.42,0.6,0.98,0.5,0.63,0.64,and(or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$GoldPrice_bin1) $MinningDifficulty_bin1) !$GTrends_bin6 !$MinningDifficulty_bin4) 
0.42,0.6,0.98,0.5,0.63,0.64,and(or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$GoldPrice_bin1 !$GTrends_bin6) $MinningDifficulty_bin1) !$MinningDifficulty_bin4) 
0.44,0.6,0.95,0.5,0.63,0.64,or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$GoldPrice_bin1 !$MinningDifficulty_bin4) $MinningDifficulty_bin1) 
0.44,0.6,0.95,0.5,0.63,0.64,and(or(and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$GoldPrice_bin1) $MinningDifficulty_bin1) !$MinningDifficulty_bin4) 
0.43,0.59,0.94,0.5,0.63,0.64,and(or($MinningDifficulty_bin1 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$GoldPrice_bin1 !$MinningDifficulty_bin4) 
0.46,0.62,0.98,0.5,0.63,0.64,and(or(and(or(!$GoldPrice_bin1 $GTrends_bin0) or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$GTrends_bin6) $MinningDifficulty_bin1) !$MinningDifficulty_bin4) 
0.42,0.59,0.96,0.5,0.63,0.64,and(or(and(or(and(!$TransactionPerDay_bin8 $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin3) !$GoldPrice_bin1) $MinningDifficulty_bin1) !$MinningDifficulty_bin4) 
0.45,0.62,0.98,0.5,0.63,0.64,and(or(and(or($MinningDifficulty_bin3 $TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$GoldPrice_bin1 !$GTrends_bin6) $MinningDifficulty_bin1) !$MinningDifficulty_bin4) 
0.44,0.61,0.98,0.5,0.63,0.64,and(or(and(or(!$GoldPrice_bin1 $HashRate_bin2) or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$GTrends_bin6) $MinningDifficulty_bin1) !$MinningDifficulty_bin4) 
