training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program,experiment_dir
0.51,0.69,0.65,0.8,0.7,0.76,or($GoldPrice_bin0 $MinningDifficulty_bin4 $TransactionVolume_USD_bin5) ,/home/misgana/Desktop/BTCPrediction/MOSES/sliding-window-data/month_19_to_26/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins7
0.57,0.75,0.74,0.8,0.63,0.7,or(and(or($MinningDifficulty_bin4 $TransactionVolume_USD_bin5) !$TransactionPerDay_bin8) and($MempoolSize_bin1 $TransactionPerDay_bin5) $GoldPrice_bin0) ,/home/misgana/Desktop/BTCPrediction/MOSES/sliding-window-data/month_19_to_26/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins7
0.57,0.74,0.72,0.8,0.63,0.7,or(and($MempoolCount_bin1 $TransactionPerDay_bin5) and(!$TransactionPerDay_bin8 $TransactionVolume_USD_bin5) $GoldPrice_bin0 $MinningDifficulty_bin4) ,/home/misgana/Desktop/BTCPrediction/MOSES/sliding-window-data/month_19_to_26/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins7
0.57,0.75,0.74,0.8,0.63,0.7,or(and(or($GoldPrice_bin0 $MinningDifficulty_bin4 $TransactionVolume_USD_bin5) !$TransactionPerDay_bin8) and($MempoolSize_bin1 $TransactionPerDay_bin5) $GoldPrice_bin0) ,/home/misgana/Desktop/BTCPrediction/MOSES/sliding-window-data/month_19_to_26/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins7
0.57,0.75,0.74,0.6,0.57,0.71,or(and(or($GoldPrice_bin0 $MinningDifficulty_bin4 $TransactionVolume_USD_bin5) !$TransactionPerDay_bin8) and($MempoolSize_bin1 $TransactionPerDay_bin5)) ,/home/misgana/Desktop/BTCPrediction/MOSES/sliding-window-data/month_19_to_26/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins7
0.54,0.73,0.71,0.0,0.27,0.0,and(or(and(or($MempoolCount_bin1 $MinningDifficulty_bin7) $TransactionPerDay_bin5) $MinningDifficulty_bin4 $TransactionVolume_USD_bin5) !$TransactionPerDay_bin8) ,/home/misgana/Desktop/BTCPrediction/MOSES/sliding-window-data/month_19_to_26/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins7
0.54,0.73,0.71,0.0,0.27,0.0,or(and(or(!$MarketCap_bin2 !$TransactionPerDay_bin8) $TransactionVolume_USD_bin5) and($MempoolCount_bin1 $TransactionPerDay_bin5) $MinningDifficulty_bin4) ,/home/misgana/Desktop/BTCPrediction/MOSES/sliding-window-data/month_19_to_26/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins7
0.54,0.73,0.71,0.0,0.27,0.0,or(and(or($MempoolCount_bin1 $MinningDifficulty_bin7) $TransactionPerDay_bin5) and(or($MinningDifficulty_bin4 $TransactionVolume_USD_bin5) !$TransactionPerDay_bin8)) ,/home/misgana/Desktop/BTCPrediction/MOSES/sliding-window-data/month_19_to_26/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins7
0.52,0.72,0.71,0.0,0.27,0.0,or(and($MempoolCount_bin1 $TransactionPerDay_bin5) and(!$TransactionPerDay_bin8 $TransactionVolume_USD_bin5) $MinningDifficulty_bin4) ,/home/misgana/Desktop/BTCPrediction/MOSES/sliding-window-data/month_19_to_26/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins7
0.54,0.73,0.73,0.0,0.27,0.0,or(and(or(!$MarketCap_bin2 !$TransactionPerDay_bin8) or($MinningDifficulty_bin4 $TransactionVolume_USD_bin5)) and($MempoolCount_bin1 $TransactionPerDay_bin5)) ,/home/misgana/Desktop/BTCPrediction/MOSES/sliding-window-data/month_19_to_26/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins7
