training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.47,0.65,1.0,0.31,0.5,0.56,or($TransactionPerDay_bin8 $TransactionPerDay_bin9 $TransactionVolume_USD_bin0) 
0.6,0.74,1.0,0.44,0.53,0.58,or($TransactionPerDay_bin9 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin2) 
0.47,0.65,1.0,0.31,0.4,0.42,or($TransactionPerDay_bin9 $TransactionVolume_USD_bin0 $TransactionVolume_USD_bin4) 
0.47,0.65,1.0,0.31,0.5,0.56,or(and(!$TransactionPerDay_bin7 $TransactionPerDay_bin8) $TransactionPerDay_bin9 $TransactionVolume_USD_bin0) 
0.47,0.65,1.0,0.25,0.5,0.57,or(and($TransactionPerDay_bin7 $TransactionVolume_USD_bin1) $TransactionPerDay_bin9 $TransactionVolume_USD_bin0) 
0.47,0.65,1.0,0.25,0.5,0.57,or(and($TransactionPerDay_bin8 $TransactionFee_bin3) $TransactionPerDay_bin9 $TransactionVolume_USD_bin0) 
0.47,0.65,1.0,0.31,0.53,0.63,or(and($TransactionPerDay_bin8 !$TransactionVolume_USD_bin6) $TransactionPerDay_bin9 $TransactionVolume_USD_bin0) 
0.6,0.74,1.0,0.44,0.53,0.58,or(and($TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin3) $TransactionPerDay_bin9 $TransactionVolume_USD_bin0) 
0.53,0.65,0.89,0.44,0.57,0.64,or($TransactionPerDay_bin9 $TransactionFee_bin0 $TransactionVolume_USD_bin0) 
0.4,0.61,1.0,0.25,0.5,0.57,or($TransactionPerDay_bin9 $TransactionVolume_USD_bin0) 
