training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.41,0.58,0.94,0.47,0.6,0.64,and(!$GoldPrice_bin2 !$GoldPrice_bin4 !$GTrends_bin4 !$TransactionPerDay_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3) 
0.45,0.6,0.95,0.67,0.6,0.59,and(or(!$MarketCap_bin1 !$GoldPrice_bin4) !$GoldPrice_bin2 !$GTrends_bin4 !$TransactionPerDay_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3) 
0.45,0.6,0.95,0.47,0.6,0.64,and(or(!$GoldPrice_bin4 $TransactionFee_bin3) !$GoldPrice_bin2 !$GTrends_bin4 !$TransactionPerDay_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3) 
0.44,0.59,0.95,0.67,0.6,0.59,and(or($MarketCap_bin2 !$GoldPrice_bin4) !$GoldPrice_bin2 !$GTrends_bin4 !$TransactionPerDay_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3) 
0.41,0.57,0.93,0.53,0.53,0.53,and(!$GoldPrice_bin2 !$GoldPrice_bin4 !$GTrends_bin4 !$HashRate_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3) 
0.43,0.59,0.95,0.6,0.67,0.69,and(or(!$GoldPrice_bin4 $GTrends_bin0) !$GoldPrice_bin2 !$GTrends_bin4 !$TransactionPerDay_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3) 
0.43,0.59,0.95,0.47,0.6,0.64,and(or(!$GoldPrice_bin4 $MinningDifficulty_bin3) !$GoldPrice_bin2 !$GTrends_bin4 !$TransactionPerDay_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3) 
0.43,0.59,0.95,0.47,0.6,0.64,and(or(!$GoldPrice_bin4 $MinningDifficulty_bin7) !$GoldPrice_bin2 !$GTrends_bin4 !$TransactionPerDay_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3) 
0.43,0.59,0.95,0.47,0.53,0.54,and(or(!$GoldPrice_bin4 $TransactionPerDay_bin2) !$GoldPrice_bin2 !$GTrends_bin4 !$TransactionPerDay_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3) 
0.43,0.59,0.95,0.6,0.47,0.47,and(or(and(!$GoldPrice_bin4 !$GTrends_bin4 !$TransactionPerDay_bin3 !$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3) $TransactionFee_bin5) !$GoldPrice_bin2) 
