training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.43,0.61,0.87,0.33,0.57,0.63,or(and(!$GoldPrice_bin6 $TransactionFee_bin0 !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin2) $MempoolCount_bin8) 
0.43,0.61,0.87,0.33,0.57,0.63,and(or(and(!$GoldPrice_bin6 $TransactionFee_bin0 !$TransactionVolume_USD_bin2) $MempoolCount_bin8) !$TransactionVolume_USD_bin0) 
0.44,0.62,0.89,0.2,0.6,1.0,and(or($MarketCap_bin1 !$TransactionVolume_USD_bin0) or($HashRate_bin1 $TransactionFee_bin0) !$MempoolCount_bin0 !$TransactionVolume_USD_bin2) 
0.44,0.62,0.89,0.2,0.6,1.0,and(or($MarketCap_bin1 !$TransactionVolume_USD_bin0) or($HashRate_bin1 $TransactionFee_bin0) !$MempoolSize_bin0 !$TransactionVolume_USD_bin2) 
0.42,0.6,0.87,0.33,0.57,0.63,and(or(and($TransactionFee_bin0 !$TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin2) $MempoolCount_bin8) !$GoldPrice_bin6) 
0.42,0.6,0.87,0.33,0.57,0.63,and(or(and($TransactionFee_bin0 !$TransactionVolume_USD_bin2) $MempoolCount_bin8) !$GoldPrice_bin6 !$TransactionVolume_USD_bin0) 
0.43,0.62,0.9,0.2,0.6,1.0,and(or($MarketCap_bin1 !$TransactionVolume_USD_bin0) or($HashRate_bin1 $TransactionFee_bin0) !$GoldPrice_bin6 !$TransactionVolume_USD_bin2) 
0.48,0.64,0.88,0.33,0.57,0.63,or(and(or($MarketCap_bin1 !$TransactionVolume_USD_bin0) !$GoldPrice_bin6 $TransactionFee_bin0 !$TransactionVolume_USD_bin2) $MempoolCount_bin8) 
0.47,0.63,0.88,0.2,0.6,1.0,and(or($MarketCap_bin1 !$TransactionVolume_USD_bin0) or($HashRate_bin1 $TransactionFee_bin0) !$MinningDifficulty_bin3 !$TransactionVolume_USD_bin2) 
0.47,0.63,0.88,0.33,0.57,0.63,and(or(and(or($MarketCap_bin1 !$TransactionVolume_USD_bin0) $TransactionFee_bin0 !$TransactionVolume_USD_bin2) $MempoolCount_bin8) !$GoldPrice_bin6) 
