training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.43,0.6,0.89,0.38,0.57,0.67,and(or(and(!$BlockSize_bin1 $TransactionFee_bin1) $TransactionVolume_USD_bin2) !$MinningDifficulty_bin5) 
0.43,0.6,0.89,0.38,0.57,0.67,or(and(!$BlockSize_bin1 $TransactionFee_bin1) and(!$MinningDifficulty_bin5 $TransactionVolume_USD_bin2)) 
0.43,0.6,0.91,0.38,0.57,0.67,and(or(and(!$BlockSize_bin1 $TransactionFee_bin1) $TransactionVolume_USD_bin2) !$MinningDifficulty_bin5 !$TransactionFee_bin2) 
0.41,0.58,0.89,0.25,0.5,0.57,and(or($TransactionFee_bin1 $TransactionVolume_USD_bin2) !$BlockSize_bin1 !$MinningDifficulty_bin5) 
0.41,0.58,0.89,0.31,0.53,0.63,and(or($TransactionFee_bin1 $TransactionVolume_USD_bin2) !$BlockSize_bin2 !$MinningDifficulty_bin5) 
0.42,0.6,0.92,0.38,0.57,0.67,and(or(and(!$BlockSize_bin1 !$BlockSize_bin2 $TransactionFee_bin1) $TransactionVolume_USD_bin2) !$MinningDifficulty_bin5) 
0.43,0.6,0.89,0.38,0.57,0.67,and(or(and(!$BlockSize_bin1 $TransactionFee_bin1) $TransactionVolume_USD_bin2) or($MinningDifficulty_bin2 !$MinningDifficulty_bin5)) 
0.43,0.6,0.89,0.38,0.57,0.67,and(or(and(!$BlockSize_bin1 !$MempoolCount_bin8 $TransactionFee_bin1) $TransactionVolume_USD_bin2) !$MinningDifficulty_bin5) 
0.43,0.6,0.89,0.38,0.57,0.67,and(or(and(!$BlockSize_bin1 !$MempoolSize_bin8 $TransactionFee_bin1) $TransactionVolume_USD_bin2) !$MinningDifficulty_bin5) 
0.43,0.6,0.89,0.38,0.57,0.67,and(or(and(!$BlockSize_bin1 !$TransactionPerDay_bin7 $TransactionFee_bin1) $TransactionVolume_USD_bin2) !$MinningDifficulty_bin5) 
