training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.5,0.7,1.0,0.57,0.5,0.67,or(and(or(!$TransactionPerDay_bin2 $TransactionFee_bin3) $TransactionFee_bin0) $TransactionPerDay_bin8 $TransactionFee_bin3 $TransactionVolume_USD_bin5) 
0.69,0.78,0.92,0.43,0.53,0.82,or($HashRate_bin4 $TransactionFee_bin0 $TransactionFee_bin3) 
0.5,0.7,1.0,0.52,0.57,0.79,or(and(or(!$TransactionPerDay_bin2 $TransactionFee_bin3) $TransactionFee_bin0) and(!$TransactionFee_bin1 $TransactionVolume_USD_bin5) $TransactionPerDay_bin7 $TransactionFee_bin3) 
0.5,0.7,1.0,0.48,0.43,0.63,or(and(or(!$TransactionPerDay_bin2 $TransactionFee_bin3) $TransactionFee_bin0) and(!$TransactionFee_bin1 $TransactionVolume_USD_bin5) $TransactionPerDay_bin8 $TransactionFee_bin3) 
0.5,0.7,1.0,0.52,0.57,0.79,or(and(or(!$TransactionPerDay_bin2 $TransactionFee_bin3) or($TransactionPerDay_bin7 $TransactionFee_bin0)) and(!$TransactionFee_bin1 $TransactionVolume_USD_bin5) $TransactionFee_bin3) 
0.5,0.7,1.0,0.48,0.43,0.63,or(and(or(!$TransactionPerDay_bin2 $TransactionFee_bin3) or($TransactionPerDay_bin8 $TransactionFee_bin0)) and(!$TransactionFee_bin1 $TransactionVolume_USD_bin5) $TransactionFee_bin3) 
0.69,0.78,0.92,0.62,0.63,0.81,or($HashRate_bin4 $TransactionFee_bin0 $TransactionFee_bin3 $TransactionVolume_USD_bin5) 
0.69,0.78,0.92,0.43,0.53,0.82,or(and(!$BlockSize_bin0 $HashRate_bin4) $TransactionFee_bin0 $TransactionFee_bin3) 
0.69,0.78,0.92,0.43,0.53,0.82,or(and(!$HashRate_bin2 $HashRate_bin4) $TransactionFee_bin0 $TransactionFee_bin3) 
0.63,0.74,0.91,0.33,0.47,0.78,or(and($MarketCap_bin0 $TransactionVolume_USD_bin0) $TransactionFee_bin0 $TransactionFee_bin3) 
