training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.47,0.64,1.0,0.24,0.5,0.67,or(and(or($MarketCap_bin1 $HashRate_bin6) !$TransactionPerDay_bin8 $TransactionVolume_USD_bin0) and(!$GoldPrice_bin0 $TransactionFee_bin2)) 
0.42,0.61,1.0,0.18,0.47,0.6,and(or(and($MarketCap_bin1 !$TransactionPerDay_bin8 $TransactionVolume_USD_bin0) $TransactionFee_bin4) !$MarketCap_bin0) 
0.42,0.61,1.0,0.18,0.47,0.6,or(and(!$MarketCap_bin0 $TransactionFee_bin4) and($MarketCap_bin1 !$TransactionPerDay_bin8 $TransactionVolume_USD_bin0)) 
0.42,0.61,1.0,0.18,0.43,0.5,or(and($MarketCap_bin1 !$TransactionPerDay_bin8 $TransactionVolume_USD_bin0) and(!$TransactionFee_bin0 $TransactionFee_bin4)) 
0.42,0.61,1.0,0.18,0.47,0.6,and(or(and($MarketCap_bin1 !$MinningDifficulty_bin0 !$TransactionPerDay_bin8 $TransactionVolume_USD_bin0) $TransactionFee_bin4) !$MarketCap_bin0) 
0.42,0.61,1.0,0.12,0.43,0.5,and(or(and($MarketCap_bin1 !$TransactionPerDay_bin8 !$TransactionFee_bin3 $TransactionVolume_USD_bin0) $TransactionFee_bin4) !$MarketCap_bin0) 
0.42,0.61,1.0,0.18,0.47,0.6,and(or(and($MarketCap_bin1 !$TransactionPerDay_bin8 $TransactionVolume_USD_bin0) $TransactionFee_bin4) !$MarketCap_bin0 !$MinningDifficulty_bin0) 
0.42,0.61,1.0,0.12,0.43,0.5,and(or(and($MarketCap_bin1 !$TransactionPerDay_bin8 $TransactionVolume_USD_bin0) $TransactionFee_bin4) !$MarketCap_bin0 !$TransactionFee_bin3) 
0.42,0.61,1.0,0.18,0.47,0.6,and(or(and(or($MarketCap_bin1 $TransactionFee_bin4) !$TransactionPerDay_bin8 $TransactionVolume_USD_bin0) $TransactionFee_bin4) !$MarketCap_bin0) 
0.42,0.61,1.0,0.18,0.43,0.5,or(and(or(!$MarketCap_bin0 !$TransactionFee_bin0) $TransactionFee_bin4) and($MarketCap_bin1 !$TransactionPerDay_bin8 $TransactionVolume_USD_bin0)) 
