training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.56,0.73,1.0,0.42,0.47,0.92,and(or(and(!$HashRate_bin7 !$MempoolSize_bin7 $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin3) !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4) 
0.56,0.69,0.9,0.23,0.3,0.86,and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$MarketCap_bin2 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4) 
0.56,0.69,0.9,0.38,0.43,0.91,and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$HashRate_bin7 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4) 
0.56,0.69,0.9,0.42,0.47,0.92,and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$MempoolCount_bin7 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4) 
0.56,0.69,0.9,0.42,0.47,0.92,and(or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin3) !$MempoolSize_bin7 !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4) 
0.56,0.69,0.9,0.42,0.47,0.92,and(or(and(!$MarketCap_bin2 $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin3) !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4) 
0.56,0.69,0.9,0.42,0.47,0.92,and(or(and(!$BlockSize_bin4 $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin3) !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4) 
0.56,0.69,0.9,0.42,0.47,0.92,and(or(and(!$HashRate_bin7 $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin3) !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4) 
0.56,0.69,0.9,0.42,0.47,0.92,and(or(and(!$MempoolCount_bin7 $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin3) !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4) 
0.56,0.69,0.9,0.42,0.47,0.92,and(or(and(!$MempoolSize_bin7 $TransactionVolume_USD_bin1) $TransactionVolume_USD_bin3) !$TransactionVolume_USD_bin2 !$TransactionVolume_USD_bin4) 
