training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.5,0.71,1.0,0.22,0.43,0.57,and(or(and(!$TransactionFee_bin4 !$TransactionFee_bin5 !$TransactionVolume_USD_bin0) $TransactionFee_bin0) !$GTrends_bin6 !$TransactionPerDay_bin6) 
0.5,0.71,1.0,0.17,0.4,0.5,and(or(and(!$TransactionFee_bin4 !$TransactionFee_bin5 !$TransactionVolume_USD_bin0) $TransactionFee_bin0) !$BlockSize_bin3 !$MempoolSize_bin9 !$TransactionPerDay_bin6) 
0.5,0.71,1.0,0.17,0.4,0.5,and(or(and(!$TransactionFee_bin4 !$TransactionFee_bin5 !$TransactionVolume_USD_bin0) $TransactionFee_bin0) !$GTrends_bin6 !$MempoolSize_bin9 !$TransactionPerDay_bin6) 
0.56,0.75,1.0,0.17,0.37,0.43,and(or(and(or(!$GoldPrice_bin4 !$TransactionPerDay_bin6) !$TransactionFee_bin4 !$TransactionFee_bin5 !$TransactionVolume_USD_bin0) $MempoolCount_bin0 $TransactionFee_bin0) !$BlockSize_bin3 !$MempoolSize_bin9 !$TransactionPerDay_bin6) 
0.56,0.75,1.0,0.17,0.37,0.43,and(or(and(or(!$GoldPrice_bin4 !$TransactionPerDay_bin6) !$TransactionFee_bin4 !$TransactionFee_bin5 !$TransactionVolume_USD_bin0) $MempoolSize_bin0 $TransactionFee_bin0) !$BlockSize_bin3 !$MempoolSize_bin9 !$TransactionPerDay_bin6) 
0.63,0.79,1.0,0.22,0.4,0.5,and(or(and(or(!$GoldPrice_bin4 !$TransactionPerDay_bin6) !$TransactionFee_bin4 !$TransactionFee_bin5 !$TransactionVolume_USD_bin0) $TransactionPerDay_bin2 $TransactionFee_bin0) !$BlockSize_bin3 !$MempoolSize_bin9 !$TransactionPerDay_bin6) 
0.63,0.79,1.0,0.22,0.4,0.5,and(or(and(or(!$GoldPrice_bin4 !$TransactionPerDay_bin6) !$TransactionFee_bin4 !$TransactionFee_bin5 !$TransactionVolume_USD_bin0) $TransactionPerDay_bin2 $TransactionFee_bin0) !$GTrends_bin6 !$MempoolSize_bin9 !$TransactionPerDay_bin6) 
0.56,0.75,1.0,0.17,0.4,0.5,and(or(and(or($MarketCap_bin0 !$TransactionFee_bin4) or(!$GoldPrice_bin4 !$TransactionPerDay_bin6) !$TransactionFee_bin5 !$TransactionVolume_USD_bin0) $TransactionFee_bin0) !$BlockSize_bin3 !$MempoolSize_bin9 !$TransactionPerDay_bin6) 
0.56,0.75,1.0,0.22,0.33,0.4,and(or(and(or(!$MarketCap_bin1 !$TransactionFee_bin4) or(!$GoldPrice_bin4 !$TransactionPerDay_bin6) !$TransactionFee_bin5 !$TransactionVolume_USD_bin0) $TransactionFee_bin0) !$BlockSize_bin3 !$MempoolSize_bin9 !$TransactionPerDay_bin6) 
0.56,0.75,1.0,0.28,0.37,0.45,and(or(and(or(!$GoldPrice_bin4 !$TransactionPerDay_bin6) or(!$GoldPrice_bin4 !$TransactionFee_bin4) !$TransactionFee_bin5 !$TransactionVolume_USD_bin0) $TransactionFee_bin0) !$BlockSize_bin3 !$MempoolSize_bin9 !$TransactionPerDay_bin6) 
