training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program,experiment_dir
0.7,0.83,0.88,0.88,0.67,0.44,or($MarketCap_bin1 $TransactionVolume_USD_bin2) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins7
0.8,0.87,0.89,0.88,0.6,0.39,or(and($MarketCap_bin1 !$MempoolSize_bin2) $TransactionVolume_USD_bin2 $TransactionVolume_USD_bin5) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins7
0.8,0.87,0.89,0.88,0.53,0.35,or($MarketCap_bin1 $TransactionVolume_USD_bin2 $TransactionVolume_USD_bin5) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins7
0.8,0.87,0.89,0.88,0.53,0.35,or(and($MarketCap_bin1 !$BlockSize_bin2) $TransactionVolume_USD_bin2 $TransactionVolume_USD_bin5) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins7
0.8,0.87,0.89,0.88,0.47,0.32,or($MarketCap_bin1 $BlockSize_bin2 $TransactionVolume_USD_bin2 $TransactionVolume_USD_bin5) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins7
0.8,0.87,0.89,0.63,0.5,0.29,and(or($MarketCap_bin1 $TransactionVolume_USD_bin2 $TransactionVolume_USD_bin5) !$TransactionVolume_USD_bin3) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins7
0.8,0.87,0.89,0.63,0.5,0.29,or(and($MarketCap_bin1 !$TransactionVolume_USD_bin3) $TransactionVolume_USD_bin2 $TransactionVolume_USD_bin5) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins7
0.6,0.78,0.86,0.25,0.6,0.25,or($TransactionVolume_USD_bin2 $TransactionVolume_USD_bin5) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins7
0.7,0.83,0.88,0.25,0.6,0.25,or($TransactionPerDay_bin6 $TransactionVolume_USD_bin2 $TransactionVolume_USD_bin5) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins7
0.8,0.87,0.89,0.25,0.6,0.25,or(and($GoldPrice_bin5 $MempoolCount_bin4) $TransactionVolume_USD_bin2 $TransactionVolume_USD_bin5) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins2HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins7
0.8,0.91,1.0,0.88,0.5,0.33,and(or(and($TransactionPerDay_bin5 !$TransactionFee_bin0) !$MarketCap_bin2 $TransactionPerDay_bin2 !$TransactionVolume_USD_bin0 $TransactionVolume_USD_bin1) !$HashRate_bin1 !$MempoolSize_bin2) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.8,0.91,1.0,0.88,0.5,0.33,and(or(and($TransactionPerDay_bin5 !$TransactionFee_bin0) !$MarketCap_bin2 $TransactionPerDay_bin2 !$TransactionVolume_USD_bin0 $TransactionVolume_USD_bin1) or(!$HashRate_bin1 $MempoolCount_bin3) !$MempoolSize_bin2) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.8,0.87,0.89,1.0,0.43,0.32,and(or(and($TransactionPerDay_bin5 !$TransactionFee_bin0) !$MarketCap_bin2 $TransactionPerDay_bin2 !$TransactionVolume_USD_bin0) !$MempoolSize_bin2) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.8,0.91,1.0,0.88,0.43,0.3,and(or(and($TransactionPerDay_bin5 !$TransactionFee_bin0) !$MarketCap_bin2 $TransactionPerDay_bin2 !$TransactionVolume_USD_bin0 $TransactionVolume_USD_bin1) !$BlockSize_bin3 !$MempoolCount_bin2) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.8,0.91,1.0,0.88,0.43,0.3,and(or(and($TransactionPerDay_bin5 !$TransactionFee_bin0) !$MarketCap_bin2 $TransactionPerDay_bin2 !$TransactionVolume_USD_bin0 $TransactionVolume_USD_bin1) !$BlockSize_bin3 !$MempoolSize_bin2) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.8,0.91,1.0,0.75,0.47,0.3,and(or(and($TransactionPerDay_bin5 !$TransactionFee_bin0) !$MarketCap_bin2 $TransactionPerDay_bin2 !$TransactionVolume_USD_bin0 $TransactionVolume_USD_bin1) !$BlockSize_bin3 !$HashRate_bin1 !$MempoolSize_bin2) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.8,0.91,1.0,0.88,0.43,0.3,and(or(and($TransactionPerDay_bin5 !$TransactionFee_bin0) !$MarketCap_bin2 $TransactionPerDay_bin2 !$TransactionVolume_USD_bin0 $TransactionVolume_USD_bin1) !$BlockSize_bin3 !$MempoolCount_bin2 !$MempoolSize_bin2) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.8,0.91,1.0,0.88,0.43,0.3,and(or(and($TransactionPerDay_bin5 !$TransactionFee_bin0) !$MarketCap_bin2 $TransactionPerDay_bin2 !$TransactionVolume_USD_bin0 $TransactionVolume_USD_bin1) or(!$BlockSize_bin3 $MempoolSize_bin1) !$MempoolSize_bin2) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.8,0.91,1.0,0.88,0.43,0.3,and(or(and($TransactionPerDay_bin5 !$TransactionFee_bin0) !$MarketCap_bin2 $TransactionPerDay_bin2 !$TransactionVolume_USD_bin0 $TransactionVolume_USD_bin1) or(!$MempoolCount_bin2 !$MempoolSize_bin2) !$BlockSize_bin3) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.8,0.91,1.0,0.88,0.43,0.3,and(or(and($TransactionPerDay_bin5 !$TransactionFee_bin0) !$MarketCap_bin2 $TransactionPerDay_bin2 !$TransactionVolume_USD_bin0 $TransactionVolume_USD_bin1) or(!$MempoolSize_bin2 $MempoolSize_bin3) !$BlockSize_bin3) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins5GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.7,0.87,1.0,0.75,0.27,0.23,and(or(!$MarketCap_bin2 $TransactionPerDay_bin1) !$HashRate_bin8) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.7,0.87,1.0,0.75,0.27,0.23,and(or(and($TransactionPerDay_bin5 !$TransactionVolume_USD_bin1) !$MarketCap_bin2 $TransactionPerDay_bin1) !$HashRate_bin8) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.8,0.91,1.0,0.75,0.27,0.23,and(or(and(!$GoldPrice_bin0 $TransactionPerDay_bin2 !$TransactionVolume_USD_bin1) !$MarketCap_bin2 $TransactionPerDay_bin1) !$HashRate_bin8) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.8,0.91,1.0,0.75,0.27,0.23,and(or(and($MempoolCount_bin0 $TransactionPerDay_bin2 !$TransactionVolume_USD_bin1) !$MarketCap_bin2 $TransactionPerDay_bin1) !$HashRate_bin8) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.7,0.87,1.0,0.75,0.27,0.23,and(or(and($MempoolCount_bin2 $TransactionPerDay_bin5 !$TransactionVolume_USD_bin1) !$MarketCap_bin2 $TransactionPerDay_bin1) !$HashRate_bin8) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
0.7,0.87,1.0,0.75,0.27,0.23,and(or(and($TransactionPerDay_bin2 $TransactionPerDay_bin3 !$TransactionVolume_USD_bin1) !$MarketCap_bin2 $TransactionPerDay_bin1) !$HashRate_bin8) ,/home/misgana/Desktop/BTCPrediction/MOSES/telescopic-window/month_0_to_30/LA_6/MarketCapBins3BlockSizeBins10GoldPriceBins7GTrendsBins5HashRateBins10MempoolCountBins10MempoolSizeBins10MinningDifficultyBins10TransactionPerDayBins10TransactionFeeBins2TransactionVolume_USDBins2
