training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.78,0.88,0.88,0.45,0.4,0.29,and(or($MempoolCount_bin7 !$TransactionFee_bin4) !$TransactionPerDay_bin1 !$TransactionPerDay_bin5 !$TransactionFee_bin3 !$TransactionVolume_USD_bin5) 
0.89,0.96,1.0,0.36,0.4,0.27,and(or(and(or(and($BlockSize_bin1 $GoldPrice_bin1) and(!$TransactionPerDay_bin1 !$TransactionFee_bin3 !$TransactionVolume_USD_bin5) $TransactionVolume_USD_bin1) or($MempoolCount_bin7 !$TransactionFee_bin4)) and(!$BlockSize_bin1 !$TransactionFee_bin1 $TransactionVolume_USD_bin1)) !$MempoolCount_bin5 !$TransactionPerDay_bin5) 
0.78,0.88,0.88,0.45,0.4,0.29,and(or($MempoolCount_bin7 !$TransactionFee_bin4 $TransactionVolume_USD_bin1) !$TransactionPerDay_bin1 !$TransactionPerDay_bin5 !$TransactionFee_bin3 !$TransactionVolume_USD_bin5) 
0.78,0.88,0.88,0.45,0.4,0.29,and(or(and($MempoolCount_bin7 !$MempoolSize_bin4) !$TransactionFee_bin4) !$TransactionPerDay_bin1 !$TransactionPerDay_bin5 !$TransactionFee_bin3 !$TransactionVolume_USD_bin5) 
0.78,0.88,0.88,0.45,0.4,0.29,and(or(and(or($MempoolCount_bin7 !$TransactionFee_bin4) !$TransactionPerDay_bin1 !$TransactionFee_bin3 !$TransactionVolume_USD_bin5) $TransactionVolume_USD_bin1) !$TransactionPerDay_bin5) 
0.78,0.88,0.88,0.45,0.4,0.29,and(or(and(or($MempoolSize_bin7 !$TransactionFee_bin4) !$TransactionPerDay_bin1 !$TransactionFee_bin3 !$TransactionVolume_USD_bin5) $TransactionVolume_USD_bin1) !$MempoolSize_bin5) 
0.78,0.88,0.88,0.45,0.4,0.29,and(or(and(or($MempoolSize_bin7 !$TransactionFee_bin4) !$TransactionPerDay_bin1 !$TransactionFee_bin3 !$TransactionVolume_USD_bin5) $TransactionVolume_USD_bin1) !$TransactionPerDay_bin5) 
0.78,0.88,0.88,0.45,0.4,0.29,and(or(and(!$TransactionPerDay_bin1 !$TransactionFee_bin3 !$TransactionVolume_USD_bin5) $TransactionVolume_USD_bin1) or($MempoolCount_bin7 !$TransactionFee_bin4) !$TransactionPerDay_bin5) 
0.78,0.92,1.0,0.45,0.4,0.29,and(or(and(!$BlockSize_bin1 !$TransactionPerDay_bin1 !$TransactionFee_bin3 !$TransactionVolume_USD_bin5) $TransactionVolume_USD_bin1) or($MempoolCount_bin7 !$TransactionFee_bin4) !$TransactionPerDay_bin5) 
0.78,0.92,1.0,0.36,0.37,0.25,and(or(and(!$MempoolCount_bin5 !$TransactionPerDay_bin1 !$TransactionFee_bin3 !$TransactionVolume_USD_bin5) $TransactionVolume_USD_bin1) or($MempoolCount_bin7 !$TransactionFee_bin4) !$TransactionPerDay_bin5) 
