training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.54,0.73,0.81,0.67,0.63,0.53,and(!$MarketCap_bin2 !$GTrends_bin0 !$MinningDifficulty_bin5 !$TransactionPerDay_bin5 !$TransactionPerDay_bin9) 
0.54,0.73,0.81,0.33,0.43,0.31,and(!$MarketCap_bin2 !$GTrends_bin0 !$TransactionPerDay_bin5 !$TransactionPerDay_bin8 !$TransactionPerDay_bin9) 
0.53,0.72,0.81,0.5,0.5,0.4,and(!$MarketCap_bin2 !$GTrends_bin0 !$TransactionPerDay_bin5 !$TransactionPerDay_bin7 !$TransactionPerDay_bin9) 
0.54,0.74,0.83,0.25,0.5,0.33,and(!$MarketCap_bin2 !$GTrends_bin0 !$MinningDifficulty_bin5 !$TransactionPerDay_bin5 !$TransactionPerDay_bin8 !$TransactionPerDay_bin9) 
0.54,0.72,0.78,0.83,0.6,0.5,and(!$MarketCap_bin2 !$GTrends_bin0 !$MinningDifficulty_bin5 !$TransactionPerDay_bin5) 
0.55,0.72,0.77,0.75,0.5,0.43,and(!$MarketCap_bin2 !$GTrends_bin0 !$TransactionPerDay_bin5 !$TransactionPerDay_bin9) 
0.54,0.73,0.81,0.42,0.7,0.71,and(!$MarketCap_bin2 !$GoldPrice_bin4 !$GTrends_bin0 !$MinningDifficulty_bin5 !$TransactionPerDay_bin5 !$TransactionPerDay_bin9) 
0.54,0.73,0.81,0.5,0.63,0.55,and(!$MarketCap_bin2 !$GTrends_bin0 !$MinningDifficulty_bin1 !$MinningDifficulty_bin5 !$TransactionPerDay_bin5 !$TransactionPerDay_bin9) 
0.54,0.73,0.81,0.67,0.63,0.53,and(or($MarketCap_bin1 !$MarketCap_bin2) !$GTrends_bin0 !$MinningDifficulty_bin5 !$TransactionPerDay_bin5 !$TransactionPerDay_bin9) 
0.54,0.73,0.81,0.67,0.63,0.53,and(or($BlockSize_bin2 !$MinningDifficulty_bin5) !$MarketCap_bin2 !$GTrends_bin0 !$TransactionPerDay_bin5 !$TransactionPerDay_bin9) 
