training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.4,0.57,0.87,0.2,0.4,0.67,and(or(and(or(and($MarketCap_bin2 $GoldPrice_bin3) $TransactionFee_bin0) !$GoldPrice_bin1) $TransactionFee_bin2) !$TransactionPerDay_bin2) 
0.41,0.56,0.84,0.05,0.37,1.0,and(or(and(!$MinningDifficulty_bin0 $TransactionFee_bin0) $GTrends_bin0 $TransactionFee_bin2) !$MempoolSize_bin0) 
0.39,0.56,0.87,0.2,0.4,0.67,or(and(or(and($MarketCap_bin2 $GoldPrice_bin3) $TransactionFee_bin0) !$GoldPrice_bin1 !$GoldPrice_bin2) $TransactionFee_bin2) 
0.39,0.56,0.87,0.2,0.4,0.67,or(and(or(and($MarketCap_bin2 $GoldPrice_bin3) and(!$GoldPrice_bin2 $TransactionFee_bin0)) !$GoldPrice_bin1) $TransactionFee_bin2) 
0.4,0.56,0.84,0.05,0.37,1.0,and(or(and($GTrends_bin0 !$HashRate_bin0) $TransactionFee_bin0 $TransactionFee_bin2) !$MempoolSize_bin0) 
0.4,0.56,0.84,0.05,0.37,1.0,and(or(and(!$HashRate_bin0 $TransactionFee_bin0) $GTrends_bin0 $TransactionFee_bin2) !$MempoolSize_bin0) 
0.44,0.58,0.84,0.2,0.4,0.67,and(or(and($MarketCap_bin2 $GoldPrice_bin3) $TransactionFee_bin0 $TransactionFee_bin2) !$TransactionPerDay_bin2) 
0.41,0.58,0.91,0.2,0.4,0.67,and(or(and(or(and($MarketCap_bin2 $GoldPrice_bin3) $TransactionFee_bin0) or($BlockSize_bin0 !$GoldPrice_bin1)) and(!$MinningDifficulty_bin0 $TransactionFee_bin2)) !$TransactionPerDay_bin2) 
0.42,0.56,0.82,0.05,0.37,1.0,and(or($GTrends_bin0 $TransactionFee_bin0 $TransactionFee_bin2) !$MempoolCount_bin0) 
0.42,0.56,0.82,0.05,0.37,1.0,and(or($GTrends_bin0 $TransactionFee_bin0 $TransactionFee_bin2) !$MempoolSize_bin0) 
