training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.45,0.59,0.88,0.2,0.43,0.18,and(or(and(!$MarketCap_bin0 !$GoldPrice_bin2) $GTrends_bin4 $TransactionVolume_USD_bin4) !$GoldPrice_bin6 !$MinningDifficulty_bin7 !$TransactionVolume_USD_bin3) 
0.38,0.54,0.85,0.9,0.3,0.31,and(or(and(!$MarketCap_bin0 !$GoldPrice_bin2) $TransactionVolume_USD_bin4) !$MinningDifficulty_bin7 !$TransactionVolume_USD_bin3) 
0.4,0.57,0.9,0.2,0.47,0.2,and(or(and(!$MarketCap_bin0 !$GoldPrice_bin2) $GTrends_bin4 $TransactionVolume_USD_bin4) !$GoldPrice_bin6 !$MinningDifficulty_bin7 !$TransactionPerDay_bin6 !$TransactionVolume_USD_bin3) 
0.38,0.54,0.83,0.2,0.43,0.18,and(!$MarketCap_bin0 !$GoldPrice_bin6 !$MempoolCount_bin5 !$MinningDifficulty_bin7 !$TransactionVolume_USD_bin3) 
0.38,0.54,0.83,0.2,0.43,0.18,and(!$MarketCap_bin0 !$GoldPrice_bin6 !$MempoolSize_bin5 !$MinningDifficulty_bin7 !$TransactionVolume_USD_bin3) 
0.38,0.53,0.83,0.2,0.43,0.18,and(!$MarketCap_bin0 !$GoldPrice_bin6 !$MinningDifficulty_bin6 !$MinningDifficulty_bin7 !$TransactionVolume_USD_bin3) 
0.43,0.57,0.85,0.2,0.47,0.2,and(or(!$MarketCap_bin0 $GTrends_bin4) !$GoldPrice_bin6 !$MinningDifficulty_bin7 !$TransactionPerDay_bin6 !$TransactionVolume_USD_bin3) 
0.46,0.58,0.84,0.2,0.43,0.18,and(or($GoldPrice_bin0 !$MinningDifficulty_bin7) !$MarketCap_bin0 !$GoldPrice_bin6 !$MempoolCount_bin5 !$TransactionVolume_USD_bin3) 
0.44,0.59,0.88,0.2,0.43,0.18,and(or(and(!$MarketCap_bin0 !$GoldPrice_bin2) and(!$GoldPrice_bin0 $GTrends_bin4) $TransactionVolume_USD_bin4) !$GoldPrice_bin6 !$MinningDifficulty_bin7 !$TransactionVolume_USD_bin3) 
0.41,0.54,0.8,0.2,0.43,0.18,and(!$MarketCap_bin0 !$GoldPrice_bin6 !$MinningDifficulty_bin7 !$TransactionVolume_USD_bin3) 
