training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.4,0.56,0.89,0.93,0.7,0.62,or($MempoolCount_bin0 $MinningDifficulty_bin2 $TransactionFee_bin0) 
0.48,0.62,0.9,0.93,0.7,0.62,and(or($HashRate_bin3 $TransactionFee_bin0 $TransactionVolume_USD_bin1) !$MinningDifficulty_bin4) 
0.43,0.6,0.94,0.29,0.53,0.5,and(or($MinningDifficulty_bin2 $TransactionFee_bin0 $TransactionFee_bin1) !$BlockSize_bin0 !$BlockSize_bin2 !$GTrends_bin6 !$TransactionPerDay_bin1) 
0.43,0.6,0.94,0.29,0.53,0.5,and(or(and(or($TransactionFee_bin0 $TransactionFee_bin1) !$BlockSize_bin0) $MinningDifficulty_bin2) !$BlockSize_bin2 !$GTrends_bin6 !$TransactionPerDay_bin1) 
0.46,0.61,0.92,0.5,0.6,0.58,and(or($MinningDifficulty_bin2 $TransactionFee_bin0 $TransactionFee_bin1) !$BlockSize_bin2 !$GTrends_bin6 !$TransactionPerDay_bin1) 
0.39,0.55,0.88,0.93,0.7,0.62,or(and($MempoolCount_bin0 $TransactionFee_bin1) $MinningDifficulty_bin2 $TransactionFee_bin0) 
0.45,0.6,0.91,0.43,0.6,0.6,and(or($MinningDifficulty_bin2 $TransactionFee_bin0 $TransactionFee_bin1) !$BlockSize_bin0 !$BlockSize_bin2 !$TransactionPerDay_bin1) 
0.45,0.6,0.91,0.43,0.6,0.6,or(and(or($TransactionFee_bin0 $TransactionFee_bin1) !$BlockSize_bin0 !$BlockSize_bin2 !$TransactionPerDay_bin1) $MinningDifficulty_bin2) 
0.45,0.6,0.91,0.71,0.63,0.59,or(and(or($TransactionFee_bin0 $TransactionFee_bin1) !$BlockSize_bin2 !$GoldPrice_bin0 !$TransactionPerDay_bin1) $MinningDifficulty_bin2) 
0.45,0.6,0.91,0.43,0.6,0.6,and(or(and(or($TransactionFee_bin0 $TransactionFee_bin1) !$BlockSize_bin0) $MinningDifficulty_bin2) !$BlockSize_bin2 !$TransactionPerDay_bin1) 
