training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.55,0.59,1.0,0.0,0.57,0.0,$TransactionVolume_USD_bin0 
0.35,0.41,1.0,0.0,0.47,0.0,$TransactionVolume_USD_bin1 
0.55,0.59,1.0,0.0,0.57,0.0,and($TransactionVolume_USD_bin0 !$TransactionVolume_USD_bin1) 
0.35,0.41,1.0,0.0,0.47,0.0,and($TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin2) 
0.55,0.59,1.0,0.08,0.53,0.25,or($TransactionPerDay_bin8 $TransactionVolume_USD_bin0) 
0.55,0.59,1.0,0.33,0.57,0.44,or($TransactionVolume_USD_bin0 $TransactionVolume_USD_bin4) 
0.35,0.41,1.0,0.33,0.47,0.33,or($TransactionVolume_USD_bin1 $TransactionVolume_USD_bin4) 
0.65,0.64,0.93,0.33,0.57,0.44,or($TransactionVolume_USD_bin0 $TransactionVolume_USD_bin3) 
0.55,0.55,0.92,0.67,0.53,0.44,and(!$TransactionVolume_USD_bin1 !$TransactionVolume_USD_bin3) 
0.9,0.91,1.0,0.67,0.47,0.4,and(!$TransactionFee_bin3 !$TransactionFee_bin4) 
