training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.54,0.73,0.85,1.0,0.63,0.59,or(and(!$MarketCap_bin2 !$MinningDifficulty_bin4 !$MinningDifficulty_bin6 $TransactionVolume_USD_bin0) $MinningDifficulty_bin1) 
0.54,0.73,0.85,1.0,0.63,0.59,and(or(and(!$MarketCap_bin2 !$MinningDifficulty_bin4 $TransactionVolume_USD_bin0) $MinningDifficulty_bin1) !$MinningDifficulty_bin6) 
0.57,0.76,0.89,1.0,0.63,0.59,and(or(and(!$MarketCap_bin2 !$MinningDifficulty_bin4 $TransactionVolume_USD_bin0) and($MarketCap_bin2 $MinningDifficulty_bin1)) or(!$MinningDifficulty_bin6 $TransactionPerDay_bin5)) 
0.54,0.74,0.87,1.0,0.63,0.59,or(and(!$MarketCap_bin2 !$HashRate_bin2 !$MinningDifficulty_bin4 !$MinningDifficulty_bin6 $TransactionVolume_USD_bin0) $MinningDifficulty_bin1) 
0.54,0.74,0.87,1.0,0.63,0.59,and(or(and(!$MarketCap_bin2 !$HashRate_bin2 !$MinningDifficulty_bin4 $TransactionVolume_USD_bin0) $MinningDifficulty_bin1) !$MinningDifficulty_bin6) 
0.59,0.76,0.86,1.0,0.63,0.59,and(or(and(!$MarketCap_bin2 !$MinningDifficulty_bin4 $TransactionVolume_USD_bin0) $MinningDifficulty_bin1) or($HashRate_bin4 !$MinningDifficulty_bin6)) 
0.59,0.76,0.86,1.0,0.63,0.59,and(or(and(!$MarketCap_bin2 !$MinningDifficulty_bin4 $TransactionVolume_USD_bin0) $MinningDifficulty_bin1) or(!$MinningDifficulty_bin6 $TransactionPerDay_bin5)) 
0.59,0.76,0.88,1.0,0.63,0.59,or(and(or(!$MinningDifficulty_bin6 $TransactionPerDay_bin5) !$MarketCap_bin2 !$HashRate_bin2 !$MinningDifficulty_bin4 $TransactionVolume_USD_bin0) $MinningDifficulty_bin1) 
0.59,0.76,0.88,1.0,0.63,0.59,and(or(and(!$MarketCap_bin2 !$HashRate_bin2 !$MinningDifficulty_bin4 $TransactionVolume_USD_bin0) $MinningDifficulty_bin1) or($HashRate_bin4 !$MinningDifficulty_bin6)) 
0.59,0.76,0.88,1.0,0.63,0.59,and(or(and(!$MarketCap_bin2 !$HashRate_bin2 !$MinningDifficulty_bin4 $TransactionVolume_USD_bin0) $MinningDifficulty_bin1) or(!$MinningDifficulty_bin6 $TransactionPerDay_bin5)) 
