training_recall,training_accuracy,training_precision,test_recall,test_accuracy,test_precision,program
0.54,0.72,0.91,1.0,0.37,0.37,or(and($MarketCap_bin0 !$GoldPrice_bin1) $MinningDifficulty_bin0) 
0.54,0.72,0.93,1.0,0.37,0.37,or(and($MarketCap_bin0 !$GoldPrice_bin1 !$HashRate_bin1) $MinningDifficulty_bin0) 
0.51,0.7,0.92,0.64,0.43,0.35,and(or(and($MarketCap_bin0 !$GoldPrice_bin1) $MinningDifficulty_bin0) !$TransactionPerDay_bin8) 
0.51,0.71,0.94,0.64,0.43,0.35,and(or(and($MarketCap_bin0 !$GoldPrice_bin1 !$HashRate_bin1) $MinningDifficulty_bin0) !$TransactionPerDay_bin8) 
0.54,0.72,0.91,1.0,0.37,0.37,and(or(and($MarketCap_bin0 !$GoldPrice_bin1) $MinningDifficulty_bin0) !$HashRate_bin3) 
0.54,0.72,0.91,1.0,0.37,0.37,and(or(and($MarketCap_bin0 !$GoldPrice_bin1) $MinningDifficulty_bin0) !$HashRate_bin4) 
0.56,0.73,0.93,0.91,0.33,0.34,and(or(and($MarketCap_bin0 !$BlockSize_bin1) $MinningDifficulty_bin0) !$HashRate_bin3 !$HashRate_bin4) 
0.56,0.73,0.93,0.91,0.33,0.34,and(or(and($MarketCap_bin0 !$BlockSize_bin1 !$HashRate_bin4) $MinningDifficulty_bin0) !$HashRate_bin3) 
0.54,0.72,0.93,1.0,0.37,0.37,and(or(and($MarketCap_bin0 !$GoldPrice_bin1 !$HashRate_bin1) $MinningDifficulty_bin0) !$HashRate_bin3) 
0.54,0.72,0.93,1.0,0.37,0.37,and(or(and($MarketCap_bin0 !$GoldPrice_bin1 !$HashRate_bin1) $MinningDifficulty_bin0) !$HashRate_bin4) 
